NUIB;Referência do depósito;Tipo de Depósito;Tipo de Contraparte;País da Contraparte;Latitude;Longitude;Tipo de taxas de juros;Taxa de juro de referência;Taxa Anual Efectiva (TAE);Taxa Anual Nominal Bruta (TANB);Taxa Anual Nominal Líquida (TANL);Moeda;Data de Depósito;Data de Maturidade;Data do 1º Pagamento de Juros;Frequência de pagamento de juros
11898721056;BCO03DEP000000153;DP;0;MZ;-15.0658;38.7029;1;4;7.3984;7.8061;5.9187;MZN;03-11-2025;03-11-2026;03-12-2025;1
67573880449;BCO03DEP000000154;DP;1;MZ;-21.0395;35.7570;2;1;9.9120;10.0773;7.9296;EUR;21-10-2025;21-10-2027;20-11-2025;4
38262934581;BCO03DEP000000155;DP;1;MZ;-20.0037;33.9081;3;6;8.7377;9.0944;6.9901;MZN;31-12-2025;30-01-2026;30-01-2026;6
57061083580;BCO03DEP000000156;DO;0;MZ;-12.9166;37.6115;2;3;1.4233;2.3482;1.1386;MZN;11-05-2025;;10-06-2025;1
76485062629;BCO03DEP000000157;DO;1;MZ;-19.9406;31.8103;3;4;0.7852;1.2753;0.6281;MZN;25-12-2025;;24-01-2026;6
92237973784;BCO03DEP000000158;DS;0;MZ;-24.2650;37.6225;1;6;1.3138;1.4045;1.0511;MZN;11-06-2025;;11-07-2025;3
48750296147;BCO03DEP000000159;DP;0;MZ;-12.2245;31.7068;1;3;1.4266;1.7148;1.1413;MZN;07-10-2025;07-10-2026;06-11-2025;2
75906022304;BCO03DEP000000160;DP;0;MZ;-21.1915;37.0259;1;4;9.3733;10.1861;7.4987;MZN;24-11-2025;24-11-2027;24-12-2025;3
42263472844;BCO03DEP000000161;DO;1;MZ;-17.6396;31.0690;1;4;1.7695;2.6516;1.4156;MZN;25-11-2025;;25-12-2025;1
77628824140;BCO03DEP000000162;DF;1;MZ;-11.1148;39.1472;1;7;4.7657;4.8982;3.8125;MZN;05-08-2025;;04-09-2025;9
14079237534;BCO03DEP000000163;DO;0;MZ;-21.5581;35.9369;1;3;0.6429;1.5756;0.5144;MZN;03-05-2025;;02-06-2025;2
27831939720;BCO03DEP000000164;DO;0;MZ;-17.4028;34.1379;1;6;1.3908;1.7986;1.1126;MZN;12-12-2025;;11-01-2026;6
88810259763;BCO03DEP000000165;DO;1;MZ;-13.0199;35.7258;1;7;0.8576;1.2253;0.6861;MZN;31-01-2025;;02-03-2025;1
97476141487;BCO03DEP000000166;DO;1;MZ;-19.1853;31.4052;2;6;0.3117;0.8518;0.2494;MZN;04-12-2025;;03-01-2026;2
20584658755;BCO03DEP000000167;DF;0;MZ;-23.4227;33.6902;1;3;10.4273;10.5663;8.3418;MZN;16-07-2025;;15-08-2025;6
34649181459;BCO03DEP000000168;DO;0;MZ;-18.4844;31.3707;1;2;0.2772;0.6191;0.2217;MZN;10-05-2025;;09-06-2025;5
48912022997;BCO03DEP000000169;DO;1;MZ;-17.5973;32.6121;1;7;1.4696;1.9924;1.1756;MZN;12-12-2025;;11-01-2026;3
39733848650;BCO03DEP000000170;DO;1;MZ;-20.6418;32.8120;1;6;0.1541;0.8421;0.1233;MZN;24-04-2025;;24-05-2025;9
12350960573;BCO03DEP000000171;DP;0;MZ;-24.5335;36.8462;1;5;10.7257;10.9868;8.5805;MZN;17-09-2025;16-12-2025;17-10-2025;4
46151865950;BCO03DEP000000172;DO;0;MZ;-21.5471;38.3046;1;7;0.1268;0.6457;0.1014;USD;21-08-2025;;20-09-2025;2
65352781205;BCO03DEP000000173;DO;0;MZ;-20.9042;37.1489;1;1;1.5678;2.0122;1.2542;MZN;17-05-2025;;16-06-2025;6
05256244987;BCO03DEP000000174;DO;1;MZ;-20.7473;36.4380;1;5;1.8007;2.1348;1.4406;MZN;03-07-2025;;02-08-2025;4
