ID da transacção;ID do Ponto;Data e hora de operação;Valor (MT);Comissão (MT);PAN;NIB de débito;Número de telefone de débito
BCO07TPOS0000000052;BCO07POS0000065;19-12-2025 08:41:34;608.45;10.31;5493715348534794182;078840408574095435443;845551159
BCO07TPOS0000000053;BCO07POS0000062;19-09-2025 16:12:49;657.15;7.90;9579207171927886760;071585008898530770479;862844848
BCO07TPOS0000000054;BCO07POS0000096;28-06-2025 08:53:34;503.26;0.75;5251059732996219188;070246363752179650222;868286454
BCO07TPOS0000000055;BCO07POS0000156;05-12-2025 17:34:18;301.17;4.36;0895327204396201613;071887807394364432977;843561662
BCO07TPOS0000000056;BCO07POS0000012;30-07-2025 11:57:06;2960.39;66.71;5553663492371656402;072822690672153831966;845521646
BCO07TPOS0000000057;BCO07POS0000023;31-05-2025 13:55:56;426.92;6.83;4438030642926903063;077942760421987044133;856201444
BCO07TPOS0000000058;BCO07POS0000041;22-09-2025 19:46:07;2236.64;43.63;1366591908087028832;071110417504467190727;853143295
BCO07TPOS0000000059;BCO07POS0000061;08-05-2025 18:31:38;11361.76;54.96;3834938871819464504;070776248558271271496;855254037
BCO07TPOS0000000060;BCO07POS0000071;18-03-2025 11:08:19;2169.38;14.64;5555761930032839634;073180653584025998669;851820937
BCO07TPOS0000000061;BCO07POS0000021;18-11-2025 09:41:35;311.13;0.86;9146054867621756053;070664916917679349082;879848793
BCO07TPOS0000000062;BCO07POS0000121;24-03-2025 18:46:31;921.39;11.77;1364107042929515437;075176179160386083336;875433312
BCO07TPOS0000000063;BCO07POS0000078;15-05-2025 19:09:54;780.15;4.12;5688736104589175897;079545819437998330555;853000983
BCO07TPOS0000000064;BCO07POS0000003;28-05-2025 13:07:00;834.76;3.39;0174606224367854391;072152481295633659657;847189852
BCO07TPOS0000000065;BCO07POS0000093;26-02-2025 21:48:41;909.81;22.19;7342136925196086783;074441106776003451228;857241048
BCO07TPOS0000000066;BCO07POS0000074;12-08-2025 10:18:46;1458.94;4.45;2150108478008293778;072326426043863202688;864623302
BCO07TPOS0000000067;BCO07POS0000034;15-01-2025 09:16:27;3916.10;45.07;7985448504250919624;079219823076522210866;860686203
BCO07TPOS0000000068;BCO07POS0000022;20-09-2025 15:41:21;1925.65;4.50;1327311371347792675;076583044547596383643;870034442
BCO07TPOS0000000069;BCO07POS0000098;02-09-2025 09:49:48;368.39;0.71;5448006436321250635;070684822444244768139;863698987
BCO07TPOS0000000070;BCO07POS0000030;11-08-2025 19:08:56;1017.62;2.38;1505674921728532946;072548039152936463839;826446508
BCO07TPOS0000000071;BCO07POS0000052;09-02-2025 20:06:11;652.53;3.07;0308195975673002615;073043117871045791344;873696557
BCO07TPOS0000000072;BCO07POS0000066;19-12-2025 10:49:54;66.04;0.73;8633367305874057671;074292014638618698401;861034579
BCO07TPOS0000000073;BCO07POS0000124;17-09-2025 15:08:02;304.32;4.33;6967131120112855179;077569233005295113033;849231770
BCO07TPOS0000000074;BCO07POS0000062;06-12-2025 10:14:17;723.28;6.75;2270929058935711058;077137891983772304486;852076475
BCO07TPOS0000000075;BCO07POS0000039;24-06-2025 12:06:03;966.97;4.62;9119730685362946949;073133064931087580708;824710622
BCO07TPOS0000000076;BCO07POS0000124;07-07-2025 08:23:52;226.48;3.83;3758138870412793552;074354363025894413172;827379358
BCO07TPOS0000000077;BCO07POS0000047;29-12-2025 04:46:53;1714.10;35.84;8040868607406977709;070596597330692453184;871332088
BCO07TPOS0000000078;BCO07POS0000011;21-09-2025 23:03:39;1561.32;35.45;5383442878714817767;071721461553584731730;841560472
BCO07TPOS0000000079;BCO07POS0000090;15-11-2025 17:49:51;1469.36;29.58;3510023953882372306;070653184053313035124;870527970
BCO07TPOS0000000080;BCO07POS0000029;15-03-2025 20:18:04;6223.50;142.64;0059502284149726296;079639624711435583461;869725596
BCO07TPOS0000000081;BCO07POS0000066;04-11-2025 08:45:23;808.65;4.35;6930180667436910401;071358004021229644660;826873504
BCO07TPOS0000000082;BCO07POS0000070;21-05-2025 05:03:55;5182.16;88.09;1696292820365380257;079102718718811471061;873672656
BCO07TPOS0000000083;BCO07POS0000154;26-01-2025 09:40:20;612.06;10.77;5586634149481765857;071217689998123434485;822341122
BCO07TPOS0000000084;BCO07POS0000154;12-03-2025 19:58:28;385.77;6.92;9745763286713031022;070379823837934843352;870029742
BCO07TPOS0000000085;BCO07POS0000032;22-02-2025 10:07:21;5369.85;98.09;2663522826232084904;074807365933111470870;822905998
BCO07TPOS0000000086;BCO07POS0000093;20-04-2025 10:55:54;508.80;4.34;8695360552063819854;071164951464822446610;843033917
BCO07TPOS0000000087;BCO07POS0000023;05-11-2025 17:07:34;875.88;12.81;3248379631852369012;077457953935661955705;868760670
BCO07TPOS0000000088;BCO07POS0000047;19-12-2025 13:55:14;837.02;18.52;2379797546525788216;079441880937743926523;859738031
BCO07TPOS0000000089;BCO07POS0000147;27-07-2025 15:55:31;6922.71;30.70;9356433221432034310;079400133282224831038;843487673
BCO07TPOS0000000090;BCO07POS0000045;05-08-2025 12:41:16;266.22;5.05;9267122492615935263;073676188626771943730;864783899
BCO07TPOS0000000091;BCO07POS0000095;05-08-2025 12:44:44;1334.51;20.31;5503763533542034391;072822450910069998751;855428889
BCO07TPOS0000000092;BCO07POS0000149;05-07-2025 13:50:15;1648.25;40.46;9315927334958722245;076092955697536895498;879382126
BCO07TPOS0000000093;BCO07POS0000123;26-01-2025 10:04:45;1468.22;16.98;2405532445878981330;070965619755184456110;849888798
BCO07TPOS0000000094;BCO07POS0000130;04-08-2025 11:02:04;838.98;10.04;0681563760501846802;075593691492263581697;853802138
BCO07TPOS0000000095;BCO07POS0000102;21-05-2025 08:00:34;10005.23;173.49;8479540138790395985;074503553586531572625;878628176
BCO07TPOS0000000096;BCO07POS0000056;17-11-2025 11:09:54;1873.98;31.93;4870646212597711266;071449208273199850349;875929128
BCO07TPOS0000000097;BCO07POS0000079;30-11-2025 16:28:19;350.92;7.81;2244823958143642284;074727936311203929539;826668071
BCO07TPOS0000000098;BCO07POS0000018;12-09-2025 19:56:08;3385.13;13.42;2019533318052154015;071903354758496036804;855000995
BCO07TPOS0000000099;BCO07POS0000061;04-11-2025 18:12:41;21956.33;92.43;8130196252815973437;070906478657672427317;841338157
BCO07TPOS0000000100;BCO07POS0000107;18-10-2025 12:11:46;1997.14;26.39;3972853055827421528;071546613623526646321;848152662
BCO07TPOS0000000101;BCO07POS0000111;08-06-2025 18:03:33;2421.31;13.46;9985878794031909203;079896105475586407977;857281945
BCO07TPOS0000000102;BCO07POS0000137;29-11-2025 11:28:08;4207.02;30.46;5396873936988384138;079454674809450847655;824940271
BCO07TPOS0000000103;BCO07POS0000059;25-03-2025 12:39:12;4966.90;27.11;2441732092087256201;074533316312832287735;879202246
BCO07TPOS0000000104;BCO07POS0000138;19-02-2025 21:44:53;863.90;10.96;0883229606787704289;076550205133470223750;857161161
BCO07TPOS0000000105;BCO07POS0000122;05-11-2025 08:09:23;732.16;11.72;7529700051228405271;075562415206748936793;875877096
BCO07TPOS0000000106;BCO07POS0000023;08-10-2025 16:17:28;1902.65;46.11;9091522370468092709;071335480226293145932;824562940
BCO07TPOS0000000107;BCO07POS0000074;18-10-2025 16:59:44;7905.74;157.73;2267270596396379263;073100564009020156670;875428921
BCO07TPOS0000000108;BCO07POS0000138;08-05-2025 10:43:42;416.50;4.65;2193190962686797326;076663155393132282565;821083741
BCO07TPOS0000000109;BCO07POS0000086;20-03-2025 19:24:14;551.10;2.58;0711807308287268193;071686037404000418541;847722595
BCO07TPOS0000000110;BCO07POS0000010;08-09-2025 05:44:50;3333.23;54.67;2854886569474946405;070477105690820400250;848336895
BCO07TPOS0000000111;BCO07POS0000072;04-09-2025 08:06:59;296.69;5.27;0753775896973244708;072262670098294791785;823774225
BCO07TPOS0000000112;BCO07POS0000061;26-12-2025 14:29:01;3816.06;78.67;6781134213046030367;073790755862125524336;874137571
BCO07TPOS0000000113;BCO07POS0000083;16-11-2025 11:23:46;9976.59;90.73;7284900806049526215;073928929722314722047;844929884
BCO07TPOS0000000114;BCO07POS0000012;06-12-2025 11:27:24;3449.77;55.80;7310531573312272659;071686382588420227862;866217866
BCO07TPOS0000000115;BCO07POS0000147;15-11-2025 22:55:16;1136.70;27.86;1998636927260784621;070549649588810412470;873296927
BCO07TPOS0000000116;BCO07POS0000092;18-05-2025 14:44:16;266.71;2.07;4959402432057330146;078664122614495745014;855824828
BCO07TPOS0000000117;BCO07POS0000105;28-04-2025 17:34:00;1844.45;4.65;6247079691974084233;070456807619311026477;859956445
BCO07TPOS0000000118;BCO07POS0000083;23-10-2025 07:33:48;5727.75;10.96;0034748062922656845;079553689753412825249;866041257
BCO07TPOS0000000119;BCO07POS0000001;24-02-2025 08:50:58;5626.99;103.02;1060977048654124701;079602865562440955639;854871072
BCO07TPOS0000000120;BCO07POS0000140;28-02-2025 18:04:02;1350.42;12.43;3566276480625342507;079099498350285965637;820934320
BCO07TPOS0000000121;BCO07POS0000068;24-11-2025 08:08:23;3615.86;35.70;7062691262060717348;075459494446738142454;852985397
BCO07TPOS0000000122;BCO07POS0000124;27-01-2025 12:37:59;1231.55;5.44;2705847659153646811;072822450910069998751;853694722
BCO07TPOS0000000123;BCO07POS0000055;02-12-2025 12:17:08;161.57;2.99;7800148674539720385;079580131723361596547;876098418
BCO07TPOS0000000124;BCO07POS0000105;19-03-2025 11:50:27;568.72;3.90;5964892464316746015;072694237016522892581;841085038
BCO07TPOS0000000125;BCO07POS0000020;06-05-2025 08:11:25;1373.94;3.10;5274752020746122553;072751606100438090638;824355915
BCO07TPOS0000000126;BCO07POS0000142;20-07-2025 19:09:32;937.75;10.23;8638766904223167831;072122172767690758461;829111385
BCO07TPOS0000000127;BCO07POS0000012;23-08-2025 08:48:42;1027.31;23.74;7242074358197253732;072854454227297220556;866060876
BCO07TPOS0000000128;BCO07POS0000113;24-10-2025 19:37:46;235.24;2.03;6556883344820859588;079273663002764786029;848763256
BCO07TPOS0000000129;BCO07POS0000158;06-08-2025 09:21:13;1533.75;7.57;9771251475631622217;077278810111073768200;873706614
BCO07TPOS0000000130;BCO07POS0000006;12-02-2025 06:17:23;1060.05;7.13;3538104975939594210;070024275330036599136;863721440
BCO07TPOS0000000131;BCO07POS0000149;17-08-2025 10:28:00;1370.34;5.70;5511926586596310217;074599571731020194473;863260517
BCO07TPOS0000000132;BCO07POS0000020;11-07-2025 15:02:47;646.73;1.96;6134015133095244148;074877417344749446147;826101156
BCO07TPOS0000000133;BCO07POS0000157;24-11-2025 12:27:38;1121.50;5.30;5690041665360264822;070318909786894030009;824264639
BCO07TPOS0000000134;BCO07POS0000040;20-03-2025 12:44:26;635.49;3.05;1888768389150301232;076666957571481548166;860229843
BCO07TPOS0000000135;BCO07POS0000147;14-11-2025 13:20:49;7063.84;67.16;9853329043686236979;077500600339255611539;862305021
BCO07TPOS0000000136;BCO07POS0000083;06-12-2025 17:10:50;2376.59;34.37;9339623941154827775;077120119956028826097;869046793
BCO07TPOS0000000137;BCO07POS0000135;05-05-2025 15:08:35;5010.95;76.44;2555037157911448030;075603343416859472833;845483769
BCO07TPOS0000000138;BCO07POS0000063;28-12-2025 09:06:10;18783.64;303.44;3413040824233482349;074975424124740882373;872140113
BCO07TPOS0000000139;BCO07POS0000002;27-11-2025 18:41:56;9911.49;17.41;7930139233819778387;073507418712807485003;874617672
BCO07TPOS0000000140;BCO07POS0000040;19-03-2025 14:24:33;2940.33;14.85;7496573276577209826;079176516166175213089;846996831
BCO07TPOS0000000141;BCO07POS0000130;26-03-2025 08:38:30;1550.72;20.71;4470454826404610751;078423066624224547915;824739970
BCO07TPOS0000000142;BCO07POS0000003;09-01-2025 17:06:21;470.74;9.99;4958429737701961503;076965740787497108163;821502274
BCO07TPOS0000000143;BCO07POS0000077;07-10-2025 08:38:54;1106.96;7.31;7351408646494833055;071271561594550969256;871262274
BCO07TPOS0000000144;BCO07POS0000107;13-07-2025 07:52:32;5624.92;46.97;1863664228848109194;071427386479802277543;846702213
BCO07TPOS0000000145;BCO07POS0000038;06-11-2025 10:53:56;686.00;10.35;3987830084517610642;077122194883272415231;849407225
BCO07TPOS0000000146;BCO07POS0000152;20-01-2025 10:31:40;271.90;0.89;3602189632117848745;076303251220395356914;877226986
BCO07TPOS0000000147;BCO07POS0000072;03-01-2025 16:42:45;4894.55;112.97;5165873107840036644;075460280493492332659;868662603
BCO07TPOS0000000148;BCO07POS0000127;28-08-2025 15:57:22;13161.66;88.83;3194601047454161418;071014263565725357245;829050191
BCO07TPOS0000000149;BCO07POS0000014;11-04-2025 11:58:54;2577.85;13.59;1263157359186701479;072122172767690758461;851023010
BCO07TPOS0000000150;BCO07POS0000118;06-02-2025 15:24:52;1676.29;21.02;5496004290056365648;078097245861657320286;877306812
BCO07TPOS0000000151;BCO07POS0000047;03-01-2025 20:55:45;207.09;0.46;3837812597710395649;073296476407629769622;873736798
BCO07TPOS0000000152;BCO07POS0000075;03-03-2025 23:03:52;1100.29;8.24;7042665308323875611;078282118930490322232;855801184
BCO07TPOS0000000153;BCO07POS0000098;26-02-2025 14:56:40;269.05;3.00;1512952675667417746;071901369140944259356;867527346
BCO07TPOS0000000154;BCO07POS0000114;08-02-2025 16:04:19;8123.34;90.48;7389771325585843559;074656022240174982389;828863554
BCO07TPOS0000000155;BCO07POS0000143;28-10-2025 14:15:04;284.97;4.14;3331794606441383431;078470797385652350092;855869142
BCO07TPOS0000000156;BCO07POS0000117;28-12-2025 16:27:48;1431.97;11.32;6758277785657548950;074467267753591662178;873898018
BCO07TPOS0000000157;BCO07POS0000127;22-05-2025 20:14:14;425.72;3.04;8658863506411692290;077205888034763036080;861295295
BCO07TPOS0000000158;BCO07POS0000013;06-02-2025 15:25:21;550.11;8.54;7890237192361606965;071495354845158973815;824402553
BCO07TPOS0000000159;BCO07POS0000109;20-05-2025 07:39:31;732.66;13.19;9912717271280951551;076162087010765157733;855018200
BCO07TPOS0000000160;BCO07POS0000033;23-04-2025 16:20:03;2048.56;33.08;2378140770747545319;076488692274456216082;822369523
BCO07TPOS0000000161;BCO07POS0000071;18-05-2025 09:29:13;1703.78;8.64;9004991397048511879;071689677954727535241;851297862
BCO07TPOS0000000162;BCO07POS0000127;23-07-2025 19:44:41;3174.37;23.64;8587672516872329097;070574406508602188632;841217032
BCO07TPOS0000000163;BCO07POS0000147;21-01-2025 19:03:11;3980.85;17.98;8902746140799232477;076717348967463931528;879252786
BCO07TPOS0000000164;BCO07POS0000020;17-08-2025 02:52:48;1009.17;10.40;1256274584425027855;076559206209540211092;875323345
BCO07TPOS0000000165;BCO07POS0000080;21-06-2025 19:06:48;3057.35;18.33;8918500834815474440;076392052298214362495;870790605
BCO07TPOS0000000166;BCO07POS0000156;18-01-2025 12:07:05;935.27;2.47;2373276597473709144;071115789514581830409;874040421
BCO07TPOS0000000167;BCO07POS0000150;08-03-2025 09:13:36;2690.84;30.99;9265681461517762282;073676149075208023506;869407335
BCO07TPOS0000000168;BCO07POS0000081;31-12-2025 23:54:19;1386.71;29.90;0290513674353713518;078946546538709863528;872881247
BCO07TPOS0000000169;BCO07POS0000136;28-09-2025 17:44:22;13660.25;217.44;5753265028928163054;073956022956773930938;876409160
BCO07TPOS0000000170;BCO07POS0000140;25-02-2025 09:31:44;2980.00;54.04;4955850228247658624;074884580174922088524;879699690
BCO07TPOS0000000171;BCO07POS0000062;26-04-2025 18:29:23;284.02;3.82;2956983348633161019;076092955697536895498;829816912
BCO07TPOS0000000172;BCO07POS0000050;27-11-2025 06:01:14;3851.23;64.75;5849668876200639842;077190172659198445936;844777340
BCO07TPOS0000000173;BCO07POS0000013;03-12-2025 09:37:16;526.89;10.13;0234135575360298539;071110417504467190727;824354540
BCO07TPOS0000000174;BCO07POS0000129;24-07-2025 17:55:23;1692.32;35.56;9634104530713141062;072919459483206359251;847801150
BCO07TPOS0000000175;BCO07POS0000116;29-09-2025 07:40:31;267.44;0.93;4037675513911023991;077120119956028826097;823444135
BCO07TPOS0000000176;BCO07POS0000094;10-11-2025 06:33:36;1582.93;29.84;1660390072205386615;079505689632534546537;877563699
BCO07TPOS0000000177;BCO07POS0000155;31-07-2025 14:01:10;431.10;5.46;3849807507036168289;078592293723417143869;826068673
BCO07TPOS0000000178;BCO07POS0000023;17-01-2025 19:09:44;1459.20;28.33;8169092296106830599;079454674809450847655;849541429
BCO07TPOS0000000179;BCO07POS0000128;24-06-2025 12:04:02;286.51;0.38;1389738109905298511;076488692274456216082;862078928
BCO07TPOS0000000180;BCO07POS0000044;04-04-2025 07:08:23;3339.26;75.88;9858671734994915362;078571264505489250489;852483840
BCO07TPOS0000000181;BCO07POS0000084;11-12-2025 19:41:09;786.21;5.54;3114263118165492008;075529733936324367580;820059333
BCO07TPOS0000000182;BCO07POS0000024;28-03-2025 16:15:11;573.65;4.11;3509015100776063886;075972783247230503548;842413698
BCO07TPOS0000000183;BCO07POS0000012;03-11-2025 14:20:35;2105.68;45.18;2594624278446994817;071905347730796338359;863809196
BCO07TPOS0000000184;BCO07POS0000019;28-09-2025 16:42:14;7682.90;128.31;7599336080517358758;074427455322282641863;857405972
BCO07TPOS0000000185;BCO07POS0000067;20-06-2025 17:44:55;2669.52;16.15;4065200422040421225;076674952024259531629;820802053
BCO07TPOS0000000186;BCO07POS0000148;25-12-2025 19:08:10;1303.27;18.79;8175388841441403191;075391497596341122959;875020731
BCO07TPOS0000000187;BCO07POS0000143;25-09-2025 13:48:49;461.23;1.10;6284837969447997069;070671033106754062693;870726077
BCO07TPOS0000000188;BCO07POS0000158;13-12-2025 14:00:12;1734.85;13.49;1749968419402865842;077513227124992316879;847619767
BCO07TPOS0000000189;BCO07POS0000042;19-06-2025 09:42:58;1631.94;22.47;5096119418950065551;078825461775697825867;857148649
BCO07TPOS0000000190;BCO07POS0000029;04-05-2025 13:43:09;4841.59;22.65;6219192866627993054;078039684928767854464;825978619
BCO07TPOS0000000191;BCO07POS0000090;13-01-2025 17:23:34;1989.72;20.15;7598803154984186676;071767713098886434796;827148103
BCO07TPOS0000000192;BCO07POS0000022;18-05-2025 09:36:05;1828.71;41.06;7502740604972515998;072813887061860364681;849255125
BCO07TPOS0000000193;BCO07POS0000082;16-09-2025 15:12:29;996.64;21.29;1964771481806496181;077010903342215322739;875036752
BCO07TPOS0000000194;BCO07POS0000113;18-11-2025 18:55:54;251.51;0.90;8661646743819053950;079751940094178348982;829793117
BCO07TPOS0000000195;BCO07POS0000087;18-09-2025 15:28:52;728.36;2.28;7130340688892508436;071962860362140661565;877776021
BCO07TPOS0000000196;BCO07POS0000138;29-06-2025 18:28:19;1996.82;35.85;4364581656431008925;078045117208021766039;827198700
BCO07TPOS0000000197;BCO07POS0000100;11-12-2025 18:10:30;659.15;11.49;1177107369741781343;074272176060375660075;873016130
BCO07TPOS0000000198;BCO07POS0000094;10-11-2025 17:38:23;2709.66;59.78;4470826824085393562;076069021562412320377;822120736
BCO07TPOS0000000199;BCO07POS0000054;11-07-2025 20:19:35;4565.60;94.60;2469461587422755663;071887807394364432977;820219126
BCO07TPOS0000000200;BCO07POS0000137;21-02-2025 10:31:19;503.00;3.47;9826262897705069032;079356968551350004571;823756254
BCO07TPOS0000000201;BCO07POS0000058;03-09-2025 18:16:51;579.39;10.37;1556187551487511288;072938533846344406509;858262649
BCO07TPOS0000000202;BCO07POS0000128;10-04-2025 13:25:08;326.74;2.64;3780089912975334231;073463398147379645389;873423689
BCO07TPOS0000000203;BCO07POS0000063;03-06-2025 12:15:34;4457.69;99.95;7189581852738763355;073555097565931893658;820891716
BCO07TPOS0000000204;BCO07POS0000091;31-07-2025 16:49:17;1110.38;25.84;9284959113794887622;072216730061457190099;851065317
BCO07TPOS0000000205;BCO07POS0000113;19-08-2025 22:40:15;75.41;0.62;5821047676615956169;071291094609670284865;822828864
BCO07TPOS0000000206;BCO07POS0000118;01-05-2025 12:50:51;4099.22;86.44;2495952390568049205;077582325891696511134;860228917
BCO07TPOS0000000207;BCO07POS0000067;27-08-2025 12:01:56;2839.94;69.86;4583980663731912274;075977676916341474976;863664053
BCO07TPOS0000000208;BCO07POS0000060;14-11-2025 20:45:55;3751.62;27.08;6026144262765266522;075560297878310802598;847552813
BCO07TPOS0000000209;BCO07POS0000016;20-09-2025 09:36:21;371.75;1.69;3995170490685765567;072722606878826693677;865427312
BCO07TPOS0000000210;BCO07POS0000055;11-11-2025 20:14:01;96.55;0.88;0922320261840662607;078450827653718436735;860827924
BCO07TPOS0000000211;BCO07POS0000122;05-04-2025 18:49:05;2165.25;30.64;2651626716457429302;072351146276052333572;826446811
BCO07TPOS0000000212;BCO07POS0000034;01-04-2025 18:58:46;11516.83;161.89;0063369273092825487;079955704978451627178;844479177
BCO07TPOS0000000213;BCO07POS0000013;15-08-2025 15:18:10;1804.04;14.28;6359216529522004884;074258807649688371695;821332941
BCO07TPOS0000000214;BCO07POS0000081;04-02-2025 09:22:25;9535.41;115.99;9957884318192094179;073185301645845717385;829663585
