NIB;NUIB do Titular;IBAN;Agência / ID Ponto;Agente / ID Ponto;Tipo de Conta;Moeda;Titularidade;Tipo de Titular;Regime de movimentação;Sector de Actividade do Titular;Dimensão da Empresa titular;Volume de Negócios da Empresa titular;Número de trabalhadores da empresa titular;Tipo de classificação da necessidade especial/deficiência;Canal preferencial de acesso à conta;Estado da Conta;Motivo de alteração do Estado;Data da última actualização do estado;Data de Abertura;Data de Encerramento;Data da Última Operação;Data da Última Actualização dos dados;Canal de Abertura;Frequência de utilização da conta;Regime de Abertura;Pessoa Politicamente Exposta  (PEP)
078483826221323614578;65358965434;MZ5907848382622132361457862861630780;AG100706;;04;MZN;01;01;02;41000;00;0.00;0;01;04;03;06;20-12-2025;01-03-2025;;;20-12-2025;04;02;S;N
079787799569556341498;22176061943;MZ5907978779956955634149809948953361;AG071107;;01;MZN;01;01;02;41000;00;0.00;0;02;04;01;00;16-04-2025;22-09-2016;;;16-04-2025;04;04;S;N
077463313667935000471;10685836846;MZ5907746331366793500047160688862837;AG021208;;02;MZN;01;01;04;47110;00;0.00;0;02;02;01;00;27-04-2025;21-05-2020;;;27-04-2025;02;03;G;N
078825461775697825867;84938660891;MZ5907882546177569782586718421866410;AG100302;;03;MZN;01;01;04;55101;00;0.00;0;02;04;01;00;24-05-2025;17-03-2020;;;24-05-2025;04;01;G;N
076752606640986558544;68878506470;MZ5907675260664098655854487023479110;AG070203;;01;USD;01;01;03;47210;00;0.00;0;02;01;01;00;05-09-2025;08-01-2024;;;05-09-2025;01;05;G;N
077856025464433680308;38532793055;MZ5907785602546443368030875579716978;AG031206;;01;USD;01;01;02;85210;00;0.00;0;01;03;01;00;19-05-2025;03-08-2023;;;19-05-2025;03;02;S;N
070740353631274309414;28361388517;MZ5907074035363127430941475554431139;AG081206;;01;MZN;01;01;03;41000;00;0.00;0;01;01;01;00;08-10-2025;08-07-2025;;;08-10-2025;01;05;G;N
078475701735236092610;98620801995;MZ5907847570173523609261043336830616;AG021004;;01;MZN;01;01;03;86100;00;0.00;0;01;05;02;13;20-04-2025;28-11-2019;;;20-04-2025;05;03;G;N
078494646035457996241;71712703111;MZ5907849464603545799624148127883444;AG031106;;01;MZN;01;01;04;96020;00;0.00;0;01;04;01;00;17-09-2025;02-11-2021;;;17-09-2025;04;02;S;N
077450389832641063733;27345874073;MZ5907745038983264106373377346552999;AG041608;;01;MZN;04;02;05;64190;02;16745840.60;350;00;02;01;00;20-09-2025;20-11-2018;;;20-09-2025;02;01;S;N
074958940209785991945;79833782740;MZ5907495894020978599194569896834595;AG030508;;02;MZN;01;01;02;47210;00;0.00;0;02;02;01;00;25-08-2025;20-09-2024;;;25-08-2025;02;02;G;N
074840286056434808220;13502183807;MZ5907484028605643480822039776915489;AG091209;;02;MZN;01;01;04;55101;00;0.00;0;01;03;02;15;07-07-2025;23-05-2021;;;07-07-2025;03;03;G;N
078862399094538766114;80370311627;MZ5907886239909453876611469883330720;AG090809;;01;MZN;01;01;03;47300;00;0.00;0;02;03;01;00;14-03-2025;22-08-2021;;;14-03-2025;03;01;S;N
075691853570559635237;54951973670;MZ5907569185357055963523777331935705;AG070902;;04;MZN;03;02;01;86100;02;3391949.96;213;00;05;01;00;30-11-2025;05-10-2018;;;30-11-2025;05;02;G;N
075189208118005624832;09336510912;MZ5907518920811800562483201473888392;AG030306;;02;MZN;06;02;05;47210;02;1835041.18;74;00;05;01;00;01-04-2025;01-08-2024;;;01-04-2025;05;02;G;N
073467282834587431923;88601747389;MZ5907346728283458743192343876415244;AG071108;;01;ZAR;01;01;01;55101;00;0.00;0;01;01;01;00;29-05-2025;19-07-2016;;;29-05-2025;01;03;S;N
072081961656377790283;07363358944;MZ5907208196165637779028387929167229;AG021506;;01;MZN;01;01;03;56101;00;0.00;0;01;05;01;00;20-11-2025;31-08-2018;;;20-11-2025;05;03;S;N
072297285824817284946;44835528400;MZ5907229728582481728494626882571367;AG050602;;05;MZN;01;01;05;96020;00;0.00;0;02;01;01;00;11-08-2025;23-01-2024;;;11-08-2025;01;04;G;S
079479593585747947497;75412315487;MZ5907947959358574794749701464071362;AG010905;;03;MZN;01;01;04;41000;00;0.00;0;02;01;01;00;07-04-2025;27-06-2021;;;07-04-2025;01;02;S;N
078806692148322658595;80110065639;MZ5907880669214832265859556090306754;AG030701;;01;MZN;01;01;05;01110;00;0.00;0;02;03;01;00;23-12-2025;01-10-2022;;;23-12-2025;03;02;S;N
072154265510617489777;06478190196;MZ5907215426551061748977731308547286;AG021309;;01;EUR;01;01;03;56101;00;0.00;0;01;03;02;03;16-10-2025;21-10-2019;;;16-10-2025;03;02;S;N
071903199399543569020;87447516735;MZ5907190319939954356902008301799517;AG021306;;01;MZN;01;01;04;47210;00;0.00;0;02;01;01;00;18-01-2025;16-04-2018;;;18-01-2025;01;03;G;N
075864563099003001185;30382476486;MZ5907586456309900300118546861723655;AG100406;;02;MZN;01;01;02;01130;00;0.00;0;01;02;01;00;25-11-2025;24-04-2019;;;25-11-2025;02;01;G;N
078174648967730354862;61760782300;MZ5907817464896773035486280343648273;AG032204;;01;MZN;01;01;01;41000;00;0.00;0;01;04;01;00;25-01-2025;23-11-2019;;;25-01-2025;04;01;S;N
072188401417472208490;07844944240;MZ5907218840141747220849015364776909;AG081407;;01;MZN;01;01;03;49230;00;0.00;0;02;03;01;00;11-09-2025;14-02-2017;;;11-09-2025;03;02;S;N
076687452195208202406;85141517402;MZ5907668745219520820240623593337020;AG070403;;01;MZN;01;01;04;47110;00;0.00;0;02;01;01;00;12-12-2025;04-02-2017;;;12-12-2025;01;02;G;N
076074873550343413606;96782402609;MZ5907607487355034341360670447500551;AG021709;;01;MZN;01;01;02;47110;00;0.00;0;02;01;01;00;09-11-2025;20-02-2022;;;09-11-2025;01;01;S;N
071149057839418665176;22444989660;MZ5907114905783941866517600466084758;AG042107;;04;MZN;01;01;05;55101;00;0.00;0;02;05;01;00;04-06-2025;29-10-2018;;;04-06-2025;05;02;G;N
078651218535485203991;52246564155;MZ5907865121853548520399146243946414;AG021006;;01;MZN;01;01;01;96020;00;0.00;0;02;03;01;00;19-03-2025;18-04-2020;;;19-03-2025;03;02;S;N
077671042215417889121;90150680113;MZ5907767104221541788912192834638609;AG020902;;01;MZN;01;01;02;55101;00;0.00;0;01;05;01;00;16-06-2025;08-11-2024;;;16-06-2025;05;01;S;S
075195956367268104680;77449452620;MZ5907519595636726810468079613853684;AG030905;;02;MZN;01;01;01;47110;00;0.00;0;02;02;01;00;08-06-2025;02-01-2020;;;08-06-2025;02;02;S;N
072189412012968412390;73462283173;MZ5907218941201296841239008810584631;AG032107;;02;ZAR;01;01;05;86100;00;0.00;0;02;01;01;00;27-04-2025;25-09-2021;;;27-04-2025;01;02;S;N
074762670132904517835;85889678645;MZ5907476267013290451783527103867091;AG070909;;01;MZN;01;01;03;47210;00;0.00;0;02;03;02;01;21-12-2025;14-06-2017;;;21-12-2025;03;01;G;N
070340190607407894087;47418328203;MZ5907034019060740789408728507646040;AG030709;;01;EUR;01;01;03;85210;00;0.00;0;01;01;01;00;18-04-2025;25-07-2018;;;18-04-2025;01;02;G;N
078172241027864678133;38039789441;MZ5907817224102786467813315690099998;AG030805;;02;MZN;01;01;01;47730;00;0.00;0;01;04;01;00;24-08-2025;25-01-2016;;;24-08-2025;04;02;G;N
072990948587826535504;00325188067;MZ5907299094858782653550492252377208;AG070601;;01;EUR;01;01;05;41000;00;0.00;0;02;04;01;00;30-10-2025;21-07-2020;;;30-10-2025;04;04;S;N
072003270402330074195;84870160346;MZ5907200327040233007419512819967047;AG090901;;01;MZN;08;02;01;86100;02;6394521.22;308;00;01;01;00;05-11-2025;18-08-2022;;;05-11-2025;01;01;S;N
076050487904012882785;15143880923;MZ5907605048790401288278522446099372;AG080903;;01;MZN;08;02;01;86100;01;16223339.16;357;00;05;01;00;02-10-2025;20-08-2019;;;02-10-2025;05;01;G;N
071699322643099590408;45644007101;MZ5907169932264309959040812735087210;AG031705;;02;MZN;08;02;04;64190;03;7057688.35;42;00;01;01;00;17-10-2025;08-02-2024;;;17-10-2025;01;01;S;N
074820785793880700937;11409495622;MZ5907482078579388070093741268589632;AG010205;;02;MZN;01;01;02;49230;00;0.00;0;01;03;01;00;23-10-2025;24-08-2021;;;23-10-2025;03;02;S;N
072439694512822895344;63369005910;MZ5907243969451282289534460439765709;AG031304;;02;ZAR;01;01;02;47300;00;0.00;0;01;05;01;00;18-12-2025;18-06-2018;;;18-12-2025;05;01;S;N
071021105075602482726;36579718496;MZ5907102110507560248272606175644900;AG061005;;01;MZN;08;02;04;01130;02;5266575.74;196;00;02;01;00;04-03-2025;31-08-2018;;;04-03-2025;02;05;G;N
071949642996454892864;11585628182;MZ5907194964299645489286439254038575;AG042006;;01;MZN;01;01;04;47210;00;0.00;0;02;04;01;00;28-05-2025;19-09-2021;;;28-05-2025;04;03;G;N
075977676916341474976;08725091096;MZ5907597767691634147497655222027203;AG030205;;01;USD;01;01;04;56101;00;0.00;0;02;05;01;00;20-08-2025;12-02-2025;;;20-08-2025;05;04;G;N
076146007546702932994;01513837923;MZ5907614600754670293299488180787234;AG020906;;01;EUR;01;01;05;86100;00;0.00;0;01;04;01;00;28-10-2025;28-04-2016;;;28-10-2025;04;01;G;S
076899987179797895021;48412218823;MZ5907689998717979789502124228532942;AG060607;;01;MZN;01;01;05;47730;00;0.00;0;02;02;01;00;14-05-2025;19-03-2024;;;14-05-2025;02;03;G;N
070080680538325389190;04803461171;MZ5907008068053832538919052148191143;AG041307;;01;MZN;01;01;05;96020;00;0.00;0;02;03;01;00;13-04-2025;06-11-2023;;;13-04-2025;03;02;S;N
078239809412100221436;73725189165;MZ5907823980941210022143641762581536;AG010604;;01;MZN;01;01;04;47210;00;0.00;0;02;04;01;00;11-01-2025;19-10-2022;;;11-01-2025;04;03;S;N
079105370830889541626;65979081770;MZ5907910537083088954162641405472675;AG080601;;01;USD;01;01;04;01130;00;0.00;0;02;01;01;00;15-04-2025;17-07-2020;;;15-04-2025;01;01;S;N
070323742049552406563;09515074232;MZ5907032374204955240656305142839601;AG100305;;01;ZAR;01;01;05;86100;00;0.00;0;02;03;04;11;08-03-2025;12-08-2019;;;08-03-2025;03;01;G;N
072435554308386443841;07346180807;MZ5907243555430838644384185803736843;AG030708;;01;MZN;01;01;04;86100;00;0.00;0;02;01;01;00;16-11-2025;13-08-2024;;;16-11-2025;01;01;G;N
074717500638618624086;04094075154;MZ5907471750063861862408628389209305;AG030705;;02;MZN;01;01;02;86100;00;0.00;0;02;04;01;00;27-11-2025;31-10-2018;;;27-11-2025;04;04;S;N
073546100991825303084;53875204031;MZ5907354610099182530308479746917075;AG100108;;03;MZN;01;01;01;01130;00;0.00;0;02;01;01;00;21-03-2025;27-05-2021;;;21-03-2025;01;03;G;N
073529561841647242570;64748227108;MZ5907352956184164724257066564589665;AG031801;;01;MZN;07;02;02;01110;03;20739339.82;257;00;02;01;00;26-04-2025;20-07-2019;;;26-04-2025;02;03;S;N
076953828534388101284;55327301994;MZ5907695382853438810128448429586698;AG040409;;04;MZN;01;01;02;47300;00;0.00;0;02;03;01;00;17-12-2025;16-01-2017;;;17-12-2025;03;01;S;N
075937745287833291706;39567656795;MZ5907593774528783329170654111302747;AG040106;;01;USD;01;01;01;47110;00;0.00;0;01;03;01;00;19-05-2025;19-07-2023;;;19-05-2025;03;02;S;N
073670199868578693980;19907286670;MZ5907367019986857869398047972302622;AG031001;;01;MZN;01;01;02;56101;00;0.00;0;02;04;03;01;28-09-2025;14-02-2017;;;28-09-2025;04;02;G;N
075191597192614305883;45164616152;MZ5907519159719261430588358309027472;AG030908;;01;USD;01;01;05;55101;00;0.00;0;02;05;01;00;11-05-2025;21-08-2018;;;11-05-2025;05;02;S;N
079199269917510747634;74875601379;MZ5907919926991751074763455174301411;AG090807;;02;MZN;03;02;01;01110;01;6927043.64;288;00;05;01;00;28-03-2025;19-03-2018;;;28-03-2025;05;03;S;N
070477633793965166699;41616092987;MZ5907047763379396516669965650813025;AG040707;;05;MZN;01;01;03;85210;00;0.00;0;02;05;01;00;12-01-2025;30-11-2019;;;12-01-2025;05;02;S;N
076486165247266116842;78534651747;MZ5907648616524726611684273670881605;AG041006;;01;MZN;01;01;03;47110;00;0.00;0;01;04;01;00;26-12-2025;05-01-2019;;;26-12-2025;04;05;S;N
070084908302725963219;59680210593;MZ5907008490830272596321932130144339;AG070809;;01;MZN;01;01;04;64190;00;0.00;0;01;05;01;00;26-02-2025;31-01-2019;;;26-02-2025;05;04;S;N
078197884767896672832;01253221092;MZ5907819788476789667283229343920181;AG070401;;01;MZN;01;01;01;47210;00;0.00;0;02;05;01;00;16-02-2025;16-10-2022;;;16-02-2025;05;02;S;N
078122178885829802711;04862927068;MZ5907812217888582980271110303734788;AG041007;;01;MZN;01;01;04;01130;00;0.00;0;01;04;01;00;06-08-2025;12-05-2022;;;06-08-2025;04;02;S;N
075907569867354891527;12679158566;MZ5907590756986735489152754528186180;AG030306;;01;MZN;08;02;01;01110;01;19254920.25;478;00;02;01;00;19-07-2025;12-11-2022;;;19-07-2025;02;01;G;N
073898446297772051701;34757944142;MZ5907389844629777205170104558963861;AG032208;;02;MZN;01;01;05;56101;00;0.00;0;01;01;01;00;05-03-2025;16-09-2018;;;05-03-2025;01;01;G;N
075054150524475641241;38444547338;MZ5907505415052447564124199479380112;AG070606;;01;MZN;05;02;03;86100;02;12343069.76;23;00;01;01;00;21-04-2025;30-10-2024;;;21-04-2025;01;02;S;N
079425284925742041266;49611856708;MZ5907942528492574204126653390855753;AG090809;;02;MZN;01;01;05;01130;00;0.00;0;02;05;01;00;20-11-2025;06-08-2019;;;20-11-2025;05;01;S;N
079888120630074335125;87297871110;MZ5907988812063007433512553499447203;AG060507;;01;USD;01;01;01;47730;00;0.00;0;01;02;01;00;19-08-2025;08-07-2023;;;19-08-2025;02;04;S;N
078394671970758896438;63290182324;MZ5907839467197075889643839163476476;AG080308;;02;MZN;01;01;05;01130;00;0.00;0;01;03;01;00;08-02-2025;13-02-2021;;;08-02-2025;03;01;S;N
070445438323858790510;81883407789;MZ5907044543832385879051066260756559;AG070806;;05;MZN;01;01;01;47110;00;0.00;0;01;01;01;00;01-02-2025;20-05-2017;;;01-02-2025;01;01;G;N
077828854394832581761;40470846001;MZ5907782885439483258176183537570344;AG070509;;01;MZN;01;01;04;47210;00;0.00;0;02;01;01;00;20-08-2025;02-11-2022;;;20-08-2025;01;03;S;N
077135076023353878668;07203998868;MZ5907713507602335387866871618584290;AG091001;;02;MZN;01;01;01;47730;00;0.00;0;02;04;04;15;12-07-2025;02-10-2019;;;12-07-2025;04;04;S;N
075007714584371843167;09289112316;MZ5907500771458437184316719308522033;AG090205;;02;MZN;04;02;04;56101;03;13916706.42;496;00;03;01;00;17-12-2025;13-04-2016;;;17-12-2025;03;04;G;N
074798901284445954328;68649117846;MZ5907479890128444595432881091746004;AG100703;;04;MZN;01;01;03;47300;00;0.00;0;02;03;01;00;19-06-2025;15-03-2019;;;19-06-2025;03;03;S;N
076138228380444943665;38364224333;MZ5907613822838044494366565749397787;AG100504;;01;MZN;01;01;03;85210;00;0.00;0;01;03;01;00;21-02-2025;02-04-2022;;;21-02-2025;03;01;S;N
073585682244573225134;98025169564;MZ5907358568224457322513451842209245;AG031107;;01;MZN;08;02;02;96020;01;9153939.22;434;00;04;01;00;16-01-2025;14-08-2018;;;16-01-2025;04;01;S;N
076480389257848490786;12601929852;MZ5907648038925784849078688592786874;AG042009;;02;MZN;03;02;03;96020;04;3000316.77;386;00;03;01;00;25-02-2025;08-06-2022;;;25-02-2025;03;01;S;N
076943822040901109817;05326907546;MZ5907694382204090110981715741651693;AG071007;;01;USD;04;02;05;62010;01;14760344.72;333;00;04;01;00;13-08-2025;17-01-2021;;;13-08-2025;04;01;S;N
075720042558367722101;01745035587;MZ5907572004255836772210144005014347;AG100504;;03;MZN;01;01;03;85210;00;0.00;0;02;05;03;04;17-09-2025;05-12-2018;;;17-09-2025;05;02;S;N
072881027123541958197;41402023658;MZ5907288102712354195819702971547732;AG032203;;05;USD;01;01;05;01110;00;0.00;0;02;02;01;00;25-02-2025;27-09-2021;;;25-02-2025;02;03;G;N
078092732265060751639;82216682711;MZ5907809273226506075163964994392097;AG060204;;01;MZN;01;01;05;55101;00;0.00;0;02;04;01;00;17-10-2025;06-05-2023;;;17-10-2025;04;02;S;N
073456660059705786217;97376223959;MZ5907345666005970578621752554499645;AG041206;;01;MZN;01;01;04;41000;00;0.00;0;01;01;01;00;22-01-2025;30-12-2018;;;22-01-2025;01;01;G;N
072540433587668419081;94654346518;MZ5907254043358766841908188412282668;AG050306;;05;ZAR;01;01;01;64190;00;0.00;0;02;04;01;00;10-12-2025;27-05-2018;;;10-12-2025;04;03;S;N
076356452265630941239;42717382525;MZ5907635645226563094123957211224015;AG100301;;04;MZN;01;01;05;64190;00;0.00;0;02;01;01;00;13-04-2025;09-05-2022;;;13-04-2025;01;03;S;N
074605586662837705879;28027251599;MZ5907460558666283770587922430475749;AG070907;;01;MZN;01;01;01;01110;00;0.00;0;02;04;01;00;11-01-2025;14-04-2020;;;11-01-2025;04;01;S;N
079099498350285965637;96341212128;MZ5907909949835028596563736633888553;AG071305;;01;MZN;01;01;05;62010;00;0.00;0;02;05;01;00;06-08-2025;25-01-2022;;;06-08-2025;05;01;G;N
074719002650040935367;27176914445;MZ5907471900265004093536795112780617;AG030909;;01;MZN;01;01;05;49230;00;0.00;0;01;01;01;00;16-09-2025;30-06-2024;;;16-09-2025;01;03;G;N
075463604738586959861;91596504846;MZ5907546360473858695986149620235757;AG070308;;02;MZN;01;01;01;96020;00;0.00;0;02;02;01;00;05-12-2025;19-09-2021;;;05-12-2025;02;04;G;N
071362050490915211543;26099485994;MZ5907136205049091521154366430347006;AG041701;;01;MZN;01;01;05;86100;00;0.00;0;02;05;01;00;21-03-2025;31-08-2024;;;21-03-2025;05;02;G;N
071038347175938997215;64514875713;MZ5907103834717593899721519727452705;AG010302;;02;MZN;01;01;02;01130;00;0.00;0;02;05;01;00;27-01-2025;10-10-2023;;;27-01-2025;05;03;G;N
077721749303195989393;66356937752;MZ5907772174930319598939330940538775;AG042105;;01;MZN;01;01;05;49230;00;0.00;0;01;02;01;00;31-01-2025;19-03-2016;;;31-01-2025;02;01;S;N
078993915493242125150;70404198591;MZ5907899391549324212515013158096328;AG060908;;02;MZN;05;02;05;47730;01;8144998.18;355;00;01;01;00;09-08-2025;03-08-2022;;;09-08-2025;01;05;G;N
072979631821443625108;82883156339;MZ5907297963182144362510816546716454;AG100504;;01;MZN;01;01;03;01110;00;0.00;0;02;02;01;00;08-12-2025;12-10-2025;;;08-12-2025;02;01;G;N
077827712593917245914;48972913780;MZ5907782771259391724591424444548899;AG010404;;03;MZN;01;01;04;47210;00;0.00;0;01;05;01;00;11-05-2025;03-10-2021;;;11-05-2025;05;04;G;N
071709534759487818319;59721873776;MZ5907170953475948781831959698909576;AG091204;;01;MZN;01;01;01;85210;00;0.00;0;01;05;03;05;16-01-2025;12-09-2018;;;16-01-2025;05;03;S;N
079381875410806838766;94876831601;MZ5907938187541080683876693962883499;AG031703;;01;MZN;01;01;03;86100;00;0.00;0;01;02;01;00;24-12-2025;01-11-2018;;;24-12-2025;02;01;S;N
070054902185950891912;07196358352;MZ5907005490218595089191210435353392;AG051308;;01;MZN;01;01;02;64190;00;0.00;0;01;01;01;00;22-08-2025;06-04-2022;;;22-08-2025;01;02;S;N
075669230966345095368;50057976103;MZ5907566923096634509536830886818386;AG090901;;01;MZN;01;01;01;01130;00;0.00;0;01;02;01;00;27-06-2025;17-04-2017;;;27-06-2025;02;03;G;N
076816372715960962783;56084908089;MZ5907681637271596096278333684798896;AG030706;;04;MZN;01;01;02;64190;00;0.00;0;02;02;04;11;02-11-2025;26-09-2017;;;02-11-2025;02;02;S;N
077683445388325126357;77050271984;MZ5907768344538832512635794143506483;AG090307;;04;MZN;08;02;04;01130;03;9065250.07;329;00;02;01;00;09-09-2025;26-07-2022;;;09-09-2025;02;01;S;N
076300731806928932837;97274820947;MZ5907630073180692893283771268516089;AG080208;;01;MZN;01;01;04;85210;00;0.00;0;01;01;01;00;10-09-2025;21-02-2021;;;10-09-2025;01;05;S;N
075247946959789668646;62431179221;MZ5907524794695978966864617295422679;AG081109;;01;MZN;01;01;04;86100;00;0.00;0;02;01;01;00;20-01-2025;09-03-2019;;;20-01-2025;01;03;G;N
074548923691179694230;84867842521;MZ5907454892369117969423052299187793;AG031701;;02;MZN;01;01;04;49230;00;0.00;0;01;01;01;00;11-08-2025;20-09-2024;;;11-08-2025;01;01;S;N
077826852585599972326;30688837079;MZ5907782685258559997232608981632756;AG021107;;02;EUR;08;02;05;62010;01;1266162.35;4;00;04;01;00;03-10-2025;30-05-2025;;;03-10-2025;04;04;S;N
078617181763081429209;12004363150;MZ5907861718176308142920957460474407;AG051004;;02;MZN;07;02;05;47300;02;17002419.07;374;00;03;01;00;13-06-2025;06-09-2024;;;13-06-2025;03;01;G;N
078975764223372350826;71170412836;MZ5907897576422337235082641140013338;AG011306;;01;MZN;01;01;04;41000;00;0.00;0;02;05;01;00;15-06-2025;18-09-2021;;;15-06-2025;05;03;G;N
076012944555284125816;46341840789;MZ5907601294455528412581612090149947;AG031701;;01;MZN;01;01;05;47730;00;0.00;0;02;03;01;00;21-12-2025;19-12-2025;;;21-12-2025;03;02;G;N
075573451497013248866;94478951919;MZ5907557345149701324886600079405136;AG070608;;01;MZN;01;01;02;64190;00;0.00;0;01;01;01;00;14-06-2025;13-05-2025;;;14-06-2025;01;03;S;N
076502808984450976096;52124365917;MZ5907650280898445097609685821418273;AG091009;;02;MZN;01;01;02;62010;00;0.00;0;01;03;02;04;13-05-2025;17-02-2017;;;13-05-2025;03;02;S;N
075927930713147949233;23301429114;MZ5907592793071314794923331338304536;AG071203;;01;MZN;01;01;02;47210;00;0.00;0;02;04;01;00;22-10-2025;11-07-2022;;;22-10-2025;04;05;S;N
077203363357494684372;16378288556;MZ5907720336335749468437268193680225;AG041902;;02;USD;01;01;03;62010;00;0.00;0;02;02;01;00;25-05-2025;19-06-2019;;;25-05-2025;02;03;G;N
076339179397650958560;80209316319;MZ5907633917939765095856057742337599;AG080908;;02;MZN;04;02;03;96020;01;3161907.03;46;00;04;01;00;07-03-2025;17-10-2023;;;07-03-2025;04;04;G;N
073765684062773298947;86682358600;MZ5907376568406277329894769076397636;AG032005;;04;MZN;04;02;05;85210;01;60566180.24;459;00;01;01;00;09-08-2025;11-05-2025;;;09-08-2025;01;03;S;N
077727672836741149044;70592615895;MZ5907772767283674114904493793632625;AG060605;;01;MZN;07;02;04;41000;03;7517309.01;470;00;01;01;00;12-08-2025;07-04-2017;;;12-08-2025;01;01;S;N
072992502607701489555;56097249408;MZ5907299250260770148955516176419088;AG050409;;01;MZN;06;02;03;55101;01;7103375.19;431;00;02;01;00;15-08-2025;16-09-2024;;;15-08-2025;02;03;S;N
079854099155040936471;76620334633;MZ5907985409915504093647149380035733;AG090104;;01;MZN;01;01;05;01110;00;0.00;0;01;04;01;00;24-01-2025;03-08-2016;;;24-01-2025;04;04;G;N
079724326950340232686;08379928342;MZ5907972432695034023268629512175703;AG031609;;01;MZN;01;01;04;85210;00;0.00;0;01;05;01;00;30-05-2025;13-05-2022;;;30-05-2025;05;05;G;N
