NUIB;ID da transacção;ID da Agência bancária;NIB de débito;Data e hora de operação;Tipo de Operação;Moeda;Valor;Valor na moeda original;Comissão;NIB de crédito;Número de telemóvel de crédito
36808211327;BCO07TIB0000000021;AG070603;079463941515844113782;07-11-2025 15:55:44;03;MZN;14433.01;14433.01;75.01;579194569567211079602;864020694
49698039951;BCO07TIB0000000022;AG032102;072966493122578990434;13-05-2025 12:53:55;01;MZN;13776.64;13776.64;152.44;383169644851060611230;863150022
44796060494;BCO07TIB0000000023;AG031304;079556397991793721437;12-04-2025 09:26:10;01;MZN;5434053.96;5434053.96;48380.79;647642927191393832334;827156067
53924364228;BCO07TIB0000000024;AG031101;075905820774445143394;12-03-2025 13:21:06;03;MZN;473091.43;473091.43;8886.36;608017679462723366989;859986308
51348084600;BCO07TIB0000000025;AG100804;070835683669783796053;23-01-2025 16:56:21;03;MZN;38545.67;38545.67;90.50;949026023818820515327;862250364
93686673916;BCO07TIB0000000026;AG090705;079871728453369126530;17-06-2025 12:16:17;03;MZN;41074.95;41074.95;686.74;024685397357924533499;875026409
03372020780;BCO07TIB0000000027;AG051401;077537966784213277229;17-08-2025 12:11:08;01;MZN;193204.75;193204.75;2472.50;362307224948796305595;840529304
46696389381;BCO07TIB0000000028;AG032101;076515970487892513472;21-04-2025 08:43:42;01;MZN;731711.75;731711.75;10800.74;952371660893567653685;857580023
81927696313;BCO07TIB0000000029;AG030601;076632460227455588141;15-05-2025 11:51:08;03;MZN;1805254.96;1805254.96;32427.15;475202685442994696480;858275951
10768535335;BCO07TIB0000000030;AG060607;076076245060436270531;31-10-2025 14:06:51;03;USD;62583.55;993.39;469.88;409886518411402553614;847426710
81143057292;BCO07TIB0000000031;AG031801;072465559812385043186;14-11-2025 09:26:40;02;MZN;59308.91;59308.91;166.43;532441169861001279581;828029172
35494815019;BCO07TIB0000000032;AG060101;078397780580196772422;13-03-2025 12:21:42;03;MZN;106938.35;106938.35;728.54;511206966587405112582;827990556
27696451424;BCO07TIB0000000033;AG021108;077166671712789877206;24-12-2025 08:45:53;03;MZN;18181.21;18181.21;317.79;786324399578255739750;841183467
74383356535;BCO07TIB0000000034;AG100603;078735296952576525428;03-05-2025 12:28:06;03;EUR;39349.43;624.59;156.73;419778124056218444350;858127825
05001119015;BCO07TIB0000000035;AG031305;076955765059001495604;25-07-2025 16:22:34;01;USD;45847.03;727.73;222.90;275547211990451309551;822399512
78691780866;BCO07TIB0000000036;AG071001;077191895342746202071;08-12-2025 08:32:24;01;MZN;29852.82;29852.82;269.26;183981993974901131854;870284641
14111369910;BCO07TIB0000000037;AG030101;075788354340783515982;09-04-2025 10:10:21;02;MZN;12967.33;12967.33;13.67;740124668333830331728;879793714
37448439176;BCO07TIB0000000038;AG031406;078839177310902147604;14-11-2025 08:02:00;01;MZN;141624.07;141624.07;410.01;677381318701604696794;859567024
64776523331;BCO07TIB0000000039;AG030807;076586631841491678854;15-04-2025 09:07:00;02;MZN;13071.34;13071.34;8.32;698316623230082871873;846542883
39237658639;BCO07TIB0000000040;AG100504;073924796645748086879;11-10-2025 11:28:41;03;MZN;55793.23;55793.23;987.89;714036193243890199633;875758669
29415013087;BCO07TIB0000000041;AG100401;072513783327537577916;25-11-2025 10:10:53;01;MZN;12775.59;12775.59;32.92;161828341552489182371;824656054
26519080519;BCO07TIB0000000042;AG070101;079215274946632227281;19-10-2025 09:44:10;01;MZN;151247.00;151247.00;2414.64;649060571025118828208;849883816
18905210091;BCO07TIB0000000043;AG011101;075796847302479095914;07-12-2025 10:09:35;02;MZN;36708.52;36708.52;552.10;743787900095079007120;845813635
99691921427;BCO07TIB0000000044;AG060303;074282443747843027506;25-01-2025 11:09:45;01;MZN;608651.62;608651.62;9302.55;377720376131615356278;857825114
21524905206;BCO07TIB0000000045;AG100602;072547442677208866056;18-11-2025 08:11:01;02;MZN;2412623.62;2412623.62;21599.02;615092806836707332316;851262738
77171808790;BCO07TIB0000000046;AG031904;079437680172891053958;29-12-2025 12:05:36;03;ZAR;7671287.59;121766.47;98757.24;608129625332241852054;820834635
33159300090;BCO07TIB0000000047;AG030906;076162087010765157733;06-04-2025 16:55:39;01;MZN;40207.10;40207.10;738.66;423482987484287934022;847757147
17612760004;BCO07TIB0000000048;AG032307;072738763635579124925;02-12-2025 14:03:27;02;MZN;229573.92;229573.92;2517.55;787029585606267696938;864289025
12066187424;BCO07TIB0000000049;AG030605;074612182501326175693;22-10-2025 09:36:21;01;MZN;903293.31;903293.31;6447.02;483828014256366511350;869736948
46787240084;BCO07TIB0000000050;AG042005;071816402577357755538;15-01-2025 09:11:23;03;MZN;69139.35;69139.35;17.77;008590026358909873572;859807667
42356372620;BCO07TIB0000000051;AG032109;078775626063401683869;06-03-2025 15:11:43;01;MZN;12649.05;12649.05;93.88;214521732650963588580;867846196
67103980170;BCO07TIB0000000052;AG040106;075661936314782210597;07-05-2025 12:20:15;01;MZN;155648.62;155648.62;992.11;454673177462146425791;873149109
16124850747;BCO07TIB0000000053;AG031703;073161877855351620484;14-11-2025 09:51:54;02;MZN;42128.07;42128.07;548.09;173790025613765072732;867854698
61486555325;BCO07TIB0000000054;AG090603;076106871928891597174;06-04-2025 10:59:37;02;MZN;68325.42;68325.42;483.85;919566367038720142802;871952370
87297871110;BCO07TIB0000000055;AG060506;079888120630074335125;29-04-2025 14:18:58;03;MZN;3883.88;3883.88;8.49;744638126724516257068;863460673
73553976753;BCO07TIB0000000056;AG042206;070515425736226203507;14-11-2025 10:42:16;03;EUR;5396.97;85.67;11.71;913245900204966841568;868529360
89258801237;BCO07TIB0000000057;AG041703;079525629572169935410;31-07-2025 12:38:49;02;MZN;12716.75;12716.75;77.63;521313206022307781737;826176431
57199081460;BCO07TIB0000000058;AG081201;076289557122592386308;09-09-2025 15:10:53;01;MZN;48521.35;48521.35;449.28;291355773117017660757;864861532
41475425852;BCO07TIB0000000059;AG041306;074449822069196513464;24-02-2025 14:54:52;01;MZN;3190.89;3190.89;23.52;023514393940371185673;872336074
26092504733;BCO07TIB0000000060;AG060808;073137056036217672584;01-12-2025 16:18:54;01;MZN;330397.23;330397.23;5157.25;400694320594670839704;869194150
01957085292;BCO07TIB0000000061;AG031102;072637485004938024851;25-01-2025 08:46:27;01;MZN;49272.88;49272.88;348.73;484209703378004777384;861989989
15143880923;BCO07TIB0000000062;AG080902;076050487904012882785;11-04-2025 11:17:42;03;MZN;1552151.45;1552151.45;19440.73;618419149311660842954;879954552
18770315411;BCO07TIB0000000063;AG031508;070689756259527514211;29-09-2025 10:41:08;01;MZN;59632.38;59632.38;428.89;430227557342880429538;868773886
59237618808;BCO07TIB0000000064;AG070201;078314173950631476439;03-09-2025 14:48:21;02;MZN;29757.66;29757.66;471.16;259453448888294143634;843605401
71163850835;BCO07TIB0000000065;AG071207;072256768966922751493;06-11-2025 15:38:29;02;EUR;1167373.53;18529.74;8808.02;980560834930978686540;854399500
87917045408;BCO07TIB0000000066;AG021609;077960333113027905153;12-09-2025 10:18:07;02;MZN;479794.08;479794.08;6374.83;147351394515485639849;871041965
47779924193;BCO07TIB0000000067;AG010208;078172895109093705049;29-09-2025 12:17:51;01;MZN;41005.90;41005.90;388.35;990176743854544435375;844356951
03195409207;BCO07TIB0000000068;AG100401;077046074559076209483;10-03-2025 13:22:16;01;MZN;6607.99;6607.99;93.06;428374059626481689295;862867124
23639219144;BCO07TIB0000000069;AG030409;072721400147159634720;05-03-2025 12:04:37;02;EUR;608198.19;9653.94;12079.53;254096173178785738467;841534970
17491866905;BCO07TIB0000000070;AG031603;075560297878310802598;22-02-2025 09:34:10;03;MZN;56017.78;56017.78;252.56;446930152221360149068;840985343
39640549374;BCO07TIB0000000071;AG100709;071071663830093722767;01-08-2025 15:42:24;01;MZN;17132.49;17132.49;128.90;960905012383014777262;864381660
24175809129;BCO07TIB0000000072;AG030506;077211554060892552603;27-12-2025 10:54:48;01;ZAR;115887.97;1839.49;1214.49;645015686505855748722;840837673
11464154135;BCO07TIB0000000073;AG030704;071870477552305262207;07-05-2025 09:38:45;01;MZN;78269.89;78269.89;128.82;922769679859901743863;857168611
80024564952;BCO07TIB0000000074;AG031001;071170154809085223076;01-11-2025 13:57:29;03;MZN;28006.41;28006.41;457.42;156859887756204040089;841701527
55059470794;BCO07TIB0000000075;AG100806;072159262586976726558;18-09-2025 14:36:03;01;MZN;69737.76;69737.76;1123.95;290217786870444805243;823238445
71163850835;BCO07TIB0000000076;AG071208;072256768966922751493;20-04-2025 11:45:35;02;MZN;1490117.42;1490117.42;14724.53;724200038813255556776;841120759
33020724134;BCO07TIB0000000077;AG041008;076762489523053958062;17-06-2025 14:18:09;03;MZN;110629.88;110629.88;1550.37;205473185516396310063;857564856
10226807025;BCO07TIB0000000078;AG060406;071504308670596479426;29-09-2025 12:05:10;01;MZN;12619.82;12619.82;25.64;028889730568863322255;878744498
52729344467;BCO07TIB0000000079;AG050802;077311821276175602447;20-04-2025 14:25:37;02;USD;105888.93;1680.78;344.42;926677263138016208237;878083145
58972706177;BCO07TIB0000000080;AG070109;072244316923647785293;05-08-2025 12:28:53;01;MZN;38913.87;38913.87;555.93;757488625101532293822;847879777
33258400112;BCO07TIB0000000081;AG040901;073878697366600206968;10-02-2025 12:16:21;02;MZN;9734.08;9734.08;68.14;385032023692016776763;840142604
37771037413;BCO07TIB0000000082;AG031409;077660709863701535612;10-08-2025 11:58:44;03;MZN;83441.60;83441.60;1612.74;418541223157960314277;858589988
39698464714;BCO07TIB0000000083;AG031709;070975237393821869715;23-08-2025 08:20:10;02;MZN;36377.04;36377.04;274.52;745124674988486419106;849702776
24126935095;BCO07TIB0000000084;AG081108;076866879781403635815;16-09-2025 15:51:53;01;MZN;55678.31;55678.31;62.32;010881861742836431330;864472054
45253402529;BCO07TIB0000000085;AG060809;073487052200594065404;31-08-2025 09:20:39;02;MZN;10716.77;10716.77;80.28;514945315754626844313;853761846
08304983478;BCO07TIB0000000086;AG100101;072476221961472583635;18-07-2025 13:30:07;02;MZN;60817.58;60817.58;864.12;583306613639032840930;826612394
17377781822;BCO07TIB0000000087;AG011607;073301146625645666290;28-02-2025 10:16:06;01;MZN;41335.68;41335.68;93.53;787081356377597186786;844572714
59902482230;BCO07TIB0000000088;AG030803;075637146467628574799;22-11-2025 11:36:26;02;MZN;55027.03;55027.03;5.07;933279206973527658464;850743958
34999859890;BCO07TIB0000000089;AG011306;075568796580990719409;07-06-2025 14:09:43;02;MZN;47317.70;47317.70;711.60;766017957568519623386;829981749
13941822220;BCO07TIB0000000090;AG031002;072230293105252632579;31-01-2025 15:50:47;03;MZN;40651.96;40651.96;483.86;883571729428953032002;871764470
88072025228;BCO07TIB0000000091;AG090701;077455367014059033814;27-11-2025 16:19:00;02;MZN;1925096.71;1925096.71;32181.90;087849777334169326494;847347192
43139401406;BCO07TIB0000000092;AG071303;078073188732289655073;29-11-2025 08:41:20;01;MZN;20954.26;20954.26;251.08;829068388056376270627;878724637
38759613071;BCO07TIB0000000093;AG060109;070538613824887816308;25-08-2025 14:49:13;02;MZN;120985.35;120985.35;651.59;155656523903300021315;872634732
36536899918;BCO07TIB0000000094;AG060707;073014832433008046070;26-06-2025 09:59:27;02;MZN;172482.83;172482.83;903.23;126612719749240991365;828077815
34063190784;BCO07TIB0000000095;AG100301;077782651550876365636;15-02-2025 15:55:27;03;MZN;23440.33;23440.33;379.96;945897067532061416054;820030897
72539888229;BCO07TIB0000000096;AG070403;079614759165450735201;07-09-2025 08:10:50;01;MZN;38159.19;38159.19;180.32;489244885649514757691;827822957
77939686057;BCO07TIB0000000097;AG070304;079816199890405608539;31-12-2025 09:29:26;02;MZN;141164.58;141164.58;501.19;918272012379358746914;867197030
70976695793;BCO07TIB0000000098;AG040101;073200323949714702889;15-02-2025 09:19:51;03;MZN;15548.11;15548.11;156.70;339610441178087150987;827105890
89020485439;BCO07TIB0000000099;AG100302;071794143204811143035;04-10-2025 08:26:31;03;MZN;37248.21;37248.21;20.13;247211842194587833145;863061023
19021298513;BCO07TIB0000000100;AG060604;077933227360653113355;26-01-2025 15:45:09;01;MZN;750042.54;750042.54;7064.72;124719196722266745946;851533880
77392887409;BCO07TIB0000000101;AG070105;079689043915593882848;02-08-2025 16:14:52;02;MZN;128113.68;128113.68;2014.45;620980326121097812528;860911499
03047569528;BCO07TIB0000000102;AG090108;071751449781040660165;02-02-2025 11:04:17;01;MZN;120728.43;120728.43;662.25;857293813977090468752;868379147
31120163151;BCO07TIB0000000103;AG071105;071247196267126516644;23-05-2025 12:35:51;01;MZN;3127784.05;3127784.05;61083.00;360671797287741152034;864829730
22648464860;BCO07TIB0000000104;AG030104;075938114848018948467;06-04-2025 09:03:16;02;MZN;20296.21;20296.21;16.38;590325090747950043183;849442366
87946228165;BCO07TIB0000000105;AG070708;074421812655916228296;19-01-2025 15:05:42;01;MZN;1312747.71;1312747.71;855.67;328041909072926442410;870603393
38478312990;BCO07TIB0000000106;AG030107;077813306795290538699;30-04-2025 16:11:00;03;MZN;38860.25;38860.25;628.90;960325791737217949086;824592202
81689213004;BCO07TIB0000000107;AG070706;072189539845501445954;11-01-2025 13:36:27;03;MZN;8726.26;8726.26;128.26;590907088304861519649;870314646
30426239480;BCO07TIB0000000108;AG030606;074993671333747134889;06-04-2025 14:12:30;01;MZN;220687.10;220687.10;3063.30;237599371588487594939;850555978
86266352038;BCO07TIB0000000109;AG021609;070900415632990107801;02-01-2025 16:53:07;03;MZN;29476.18;29476.18;188.63;150337421054591259131;822077759
76834564386;BCO07TIB0000000110;AG040802;079668705030787023842;03-08-2025 15:27:56;02;MZN;14400.55;14400.55;25.29;860229461818457469516;875483386
28728505303;BCO07TIB0000000111;AG090605;078448411431342679620;27-04-2025 14:49:37;02;MZN;118316.87;118316.87;963.14;518939530033501385146;852505856
96168930057;BCO07TIB0000000112;AG051002;070523974122233978350;20-06-2025 13:58:39;01;MZN;8986.32;8986.32;145.98;659112457848777634293;850936120
47689622667;BCO07TIB0000000113;AG041507;075296449881188664586;14-02-2025 13:11:59;02;MZN;51121.48;51121.48;658.53;142624340420069423045;873214111
34043428621;BCO07TIB0000000114;AG100102;070385975656758592097;01-03-2025 12:18:54;03;USD;334961.64;5316.85;5496.01;084217194106932880693;851932347
97025429378;BCO07TIB0000000115;AG100402;070799913085852115460;16-10-2025 14:54:24;01;MZN;918144.17;918144.17;14848.42;272431370783233443149;872183836
15858262675;BCO07TIB0000000116;AG011409;076305189779013968617;11-06-2025 16:30:46;03;ZAR;14894.60;236.42;11.09;777382428698258529534;864013172
13805008182;BCO07TIB0000000117;AG100701;071924954572601050966;12-05-2025 09:14:16;02;MZN;29416.38;29416.38;468.69;839783466170909578500;866457598
07346180807;BCO07TIB0000000118;AG030708;072435554308386443841;19-11-2025 16:14:09;03;MZN;26445.34;26445.34;212.57;238107547435953384373;845031817
13323165267;BCO07TIB0000000119;AG031904;071843252955422302178;04-12-2025 14:49:37;02;MZN;341302.36;341302.36;4180.59;218552235933556740521;850945957
21623077068;BCO07TIB0000000120;AG030402;079676891239627459177;27-01-2025 16:04:58;03;MZN;144908.82;144908.82;1555.02;207367048180648075193;872727728
02920484598;BCO07TIB0000000121;AG032207;075156781494807554245;31-12-2025 13:55:53;03;MZN;641793.73;641793.73;5601.71;949208329650262731292;856960349
82678195364;BCO07TIB0000000122;AG040803;071570760735457915243;08-10-2025 12:17:05;02;MZN;87747.74;87747.74;740.82;679143894088251770668;867956218
92147199978;BCO07TIB0000000123;AG070103;077187341669055271995;01-01-2025 12:36:35;02;MZN;55525.92;55525.92;483.29;364358431569706091734;870752625
12728141632;BCO07TIB0000000124;AG031304;079198440661482692894;25-11-2025 16:50:18;01;MZN;1086127.19;1086127.19;7181.84;065400999821188931574;860584158
32305231150;BCO07TIB0000000125;AG060402;077763561867801729623;19-03-2025 16:40:05;01;MZN;234982.53;234982.53;3655.10;821973508095330734061;829188613
17217175458;BCO07TIB0000000126;AG032004;076456482161422890686;28-08-2025 11:21:36;01;MZN;269141.44;269141.44;2216.87;800150887400032726221;872790923
53788057816;BCO07TIB0000000127;AG090208;076538214397469508215;24-09-2025 14:01:33;03;MZN;64571.65;64571.65;780.15;903977284391239900820;879765045
78200704094;BCO07TIB0000000128;AG030806;073334053415404140194;04-10-2025 13:43:47;02;MZN;64996.03;64996.03;922.41;517119061353415146424;827694237
89690653910;BCO07TIB0000000129;AG021501;079346136081135641642;14-06-2025 10:03:46;03;MZN;518319.51;518319.51;6222.99;907104580926910565499;869050300
63355723285;BCO07TIB0000000130;AG090405;077583745531045613979;12-12-2025 10:44:11;03;MZN;30909.66;30909.66;103.48;145947736564679756047;829916263
30004390096;BCO07TIB0000000131;AG071106;072104660625697425207;02-03-2025 14:02:33;01;MZN;28104.23;28104.23;56.13;838187245134326713980;847985887
07431472780;BCO07TIB0000000132;AG090106;070591538157341937664;08-02-2025 14:11:15;02;MZN;19334.26;19334.26;221.78;237069512705694443424;847045402
19440693289;BCO07TIB0000000133;AG070804;078141840702729641963;16-04-2025 08:02:14;01;MZN;3011631.86;3011631.86;21518.75;639498926386834867001;827885103
88459280213;BCO07TIB0000000134;AG030809;075896031160412449820;07-08-2025 14:18:32;03;MZN;279478.10;279478.10;2711.24;477625407229332695367;879528598
87193357872;BCO07TIB0000000135;AG020401;079282502966712655341;02-11-2025 10:44:55;01;MZN;133853.02;133853.02;2237.80;093068087485164563353;864930329
01418409357;BCO07TIB0000000136;AG070807;070883164837973042420;17-04-2025 16:17:16;03;MZN;29210.94;29210.94;75.13;671884513247469323156;878481382
54820223169;BCO07TIB0000000137;AG021104;077397117309875775393;24-10-2025 16:24:07;02;ZAR;47661.20;756.53;651.25;100622600461735293761;875505013
12216357482;BCO07TIB0000000138;AG070803;070660697663277696409;09-12-2025 16:06:40;02;MZN;87379.18;87379.18;964.60;915201628763595999587;843854795
74646199037;BCO07TIB0000000139;AG080601;078914156219463393653;14-12-2025 14:17:14;01;MZN;66370.76;66370.76;632.66;716013479458376966338;872634073
84716723524;BCO07TIB0000000140;AG030103;075299854391609708780;17-07-2025 12:30:09;01;MZN;14067.50;14067.50;177.27;044835524562124661546;845758706
21350441441;BCO07TIB0000000141;AG031801;074588116191222716883;16-04-2025 13:28:14;01;MZN;8491.98;8491.98;18.22;591875342925437087885;825514312
91199565874;BCO07TIB0000000142;AG042104;070585146561803327672;30-06-2025 10:06:38;02;MZN;228363.53;228363.53;1771.03;315215236815944173919;857037700
36032696814;BCO07TIB0000000143;AG070406;078295083864839825905;14-11-2025 09:30:19;02;MZN;132978.59;132978.59;501.64;164195523293660420848;863155922
31308869077;BCO07TIB0000000144;AG030908;076016069310620468296;16-12-2025 14:57:33;03;MZN;2589984.00;2589984.00;44192.29;494834468139779756262;858146875
01496656829;BCO07TIB0000000145;AG021504;073872587479851059843;17-12-2025 14:57:31;02;MZN;32208.69;32208.69;554.86;769801508922011908041;851270617
05722101900;BCO07TIB0000000146;AG100706;070803917857915993115;22-10-2025 16:42:52;03;MZN;32744.36;32744.36;372.59;325427419641619526914;879426253
23807775886;BCO07TIB0000000147;AG051302;078693902995477267466;08-03-2025 09:05:48;01;MZN;12269.55;12269.55;34.33;011320740790721127499;850268999
42530675145;BCO07TIB0000000148;AG020209;079021076755889844264;09-05-2025 10:16:31;01;MZN;371533.41;371533.41;3684.79;359680800049234333549;872529861
38204920673;BCO07TIB0000000149;AG070105;076535904462098608497;26-01-2025 13:10:57;03;MZN;33900.82;33900.82;222.35;790900827317092455999;828181013
27396165709;BCO07TIB0000000150;AG030802;075554761047049953827;22-04-2025 09:30:36;01;MZN;32686.20;32686.20;368.18;026907299213322306130;873320133
36469034917;BCO07TIB0000000151;AG070706;079405277829564129476;16-08-2025 16:04:00;03;MZN;61383.65;61383.65;389.77;784985949362983772968;879798358
06031112443;BCO07TIB0000000152;AG090909;074762237745323524172;12-12-2025 12:09:09;03;MZN;979985.59;979985.59;11377.77;860059700402737271478;820911523
77449452620;BCO07TIB0000000153;AG030907;075195956367268104680;24-07-2025 10:45:25;01;MZN;126797.92;126797.92;452.16;312887636035624219181;868233109
39610769573;BCO07TIB0000000154;AG021708;071051587747415497856;25-03-2025 08:13:34;03;ZAR;69699.34;1106.34;801.88;838886506549556256541;851830134
38704108093;BCO07TIB0000000155;AG070301;076265051209457501748;22-01-2025 10:05:05;03;MZN;39403.19;39403.19;600.19;733627941770810909354;860819506
72837699380;BCO07TIB0000000156;AG031307;074731877258982533959;03-03-2025 13:36:05;01;MZN;171958.16;171958.16;743.47;145354195550012148761;856546366
68688614184;BCO07TIB0000000157;AG011102;075103159951380006383;09-02-2025 10:49:36;02;USD;52104.04;827.05;775.06;597584302737640612205;821596838
35639676347;BCO07TIB0000000158;AG100205;075211995444150971317;12-02-2025 08:03:11;01;MZN;1984618.16;1984618.16;12703.69;047086636359358152031;855657060
40589792921;BCO07TIB0000000159;AG090808;072969712320830473835;01-08-2025 09:17:02;03;MZN;5290.56;5290.56;70.05;483822411564131874143;848057228
45368093926;BCO07TIB0000000160;AG100602;077719249125043098328;25-12-2025 13:27:11;03;MZN;354479.31;354479.31;6069.99;167066644622169594590;853340370
98088154945;BCO07TIB0000000161;AG031505;079763069109139259527;26-06-2025 14:06:22;02;MZN;424497.23;424497.23;335.92;404899789779150867619;866514106
24118123206;BCO07TIB0000000162;AG030601;071482226664940058904;16-03-2025 10:53:54;01;MZN;15806.81;15806.81;48.01;723337063551977841207;823625689
01957085292;BCO07TIB0000000163;AG031103;072637485004938024851;02-12-2025 12:44:37;01;MZN;29712.43;29712.43;310.04;801158972274556959563;867831953
29216454833;BCO07TIB0000000164;AG021102;070661643998598334727;02-12-2025 08:03:13;03;MZN;2264967.07;2264967.07;41347.60;713206175502515807057;840848033
68086072824;BCO07TIB0000000165;AG041407;078742738346282503639;01-11-2025 11:31:46;03;MZN;52117.59;52117.59;746.22;964165006934344060550;828791646
30860827145;BCO07TIB0000000166;AG070106;073778791952434239590;06-11-2025 16:38:36;02;MZN;22730.69;22730.69;293.34;343167437240783146506;821670730
55729746460;BCO07TIB0000000167;AG030802;075028885203355238607;15-03-2025 10:08:38;02;MZN;53376.88;53376.88;282.84;097040964147880935281;850121345
70045247239;BCO07TIB0000000168;AG070902;072257181428948415859;15-03-2025 11:56:28;02;MZN;31992.12;31992.12;243.26;813268053568953330105;854415883
21317784627;BCO07TIB0000000169;AG070505;076522691921850456153;09-05-2025 14:59:49;02;MZN;26525.48;26525.48;354.63;550264808012170520978;861485473
03035685955;BCO07TIB0000000170;AG100405;072413285194094252531;02-10-2025 16:55:30;01;MZN;108867.72;108867.72;137.87;799596353907318347934;846902737
70858196278;BCO07TIB0000000171;AG051302;072670200054671624060;28-12-2025 16:05:35;03;MZN;26670.94;26670.94;521.05;040131607263517348761;865977261
42932915219;BCO07TIB0000000172;AG040307;078012442722886219866;14-09-2025 13:10:21;02;USD;198723.74;3154.35;2929.70;730251513656305152718;868985279
66985480394;BCO07TIB0000000173;AG050203;075073618517702899012;02-06-2025 09:30:02;03;MZN;99367.79;99367.79;1454.40;949113880468169553060;853605037
86650487968;BCO07TIB0000000174;AG031406;071610459420416503596;02-12-2025 10:51:57;02;MZN;13341.74;13341.74;104.80;957565279911361937759;873239471
61155960138;BCO07TIB0000000175;AG030704;073776137703888855569;22-01-2025 13:32:52;02;MZN;2440625.50;2440625.50;18490.18;941166424882192807154;843431856
52196982348;BCO07TIB0000000176;AG031109;072140562960320010815;09-07-2025 12:56:57;02;MZN;20290.45;20290.45;229.30;931871959412538231690;850352440
24037350468;BCO07TIB0000000177;AG041808;072205978257834161643;18-11-2025 15:40:26;01;ZAR;122903.85;1950.85;304.34;799580408796808610700;850264116
58033199449;BCO07TIB0000000178;AG090701;072384218253013521950;29-11-2025 08:45:35;02;MZN;469052.34;469052.34;5203.02;831151586981597592293;849312896
90447869432;BCO07TIB0000000179;AG030907;072542406758741501804;07-01-2025 13:22:50;02;MZN;37448.32;37448.32;209.43;744359181471967192588;845465768
27896139468;BCO07TIB0000000180;AG070103;078032583714734631692;14-07-2025 10:03:12;02;MZN;25948.94;25948.94;365.96;261810746257856478766;853437929
40179141202;BCO07TIB0000000181;AG031104;079428024200235767482;08-07-2025 10:17:54;03;MZN;92666.61;92666.61;736.96;522993718944081499537;851844706
59610578625;BCO07TIB0000000182;AG032304;076423083169359028206;23-05-2025 16:54:43;02;MZN;10383.03;10383.03;197.22;882140507752590988242;844422616
50700582152;BCO07TIB0000000183;AG090308;076303251220395356914;28-07-2025 11:03:54;02;ZAR;35937.27;570.43;471.62;000688993630400524062;876619038
