ID da transacção;ID do Ponto;Data e hora de operação;Valor (MT);Comissão (MT);PAN;NIB de débito;Número de telefone de débito
BCO06TPOS0000000041;BCO06POS0000081;04-12-2025 16:04:53;642.27;4.88;7829950195422170392;061822686571583028438;827745278
BCO06TPOS0000000042;BCO06POS0000009;03-03-2025 11:12:35;1056.51;1.55;3714612547775444075;063378530764593330707;855608572
BCO06TPOS0000000043;BCO06POS0000156;16-08-2025 16:18:23;4144.23;91.44;4960085716631477085;066603064628339012197;841531522
BCO06TPOS0000000044;BCO06POS0000029;09-01-2025 17:08:13;3474.17;67.23;1428094435056297615;060615137121406302971;845440973
BCO06TPOS0000000045;BCO06POS0000170;03-04-2025 13:07:50;467.43;4.42;8257143990968901224;067682465054946568477;862590020
BCO06TPOS0000000046;BCO06POS0000032;01-10-2025 17:41:30;238.08;2.03;8345506129456607823;061640775870693357484;871936248
BCO06TPOS0000000047;BCO06POS0000074;31-03-2025 15:26:59;3285.64;20.85;0733778359885401345;067387273118430814419;878961821
BCO06TPOS0000000048;BCO06POS0000100;16-07-2025 09:59:04;5515.89;135.26;5009319141504986940;065883380222668463657;858083425
BCO06TPOS0000000049;BCO06POS0000046;20-08-2025 13:45:34;3810.65;89.18;6132744314582946312;062037137088009070199;874319763
BCO06TPOS0000000050;BCO06POS0000053;26-11-2025 17:30:50;1159.72;26.84;4820567849155807716;062169790928488217972;825703783
BCO06TPOS0000000051;BCO06POS0000117;04-02-2025 04:00:37;2827.35;38.11;4836784835046020640;064094903538024076092;868039555
BCO06TPOS0000000052;BCO06POS0000071;08-02-2025 12:39:41;3720.19;81.64;0337963295845892553;061231063453807744114;871873192
BCO06TPOS0000000053;BCO06POS0000140;04-05-2025 13:21:45;517.02;8.59;6224448292097731277;064866081103245928171;869440763
BCO06TPOS0000000054;BCO06POS0000073;19-10-2025 23:24:39;124.39;1.59;3163366541285700640;067393449056427475385;860847852
BCO06TPOS0000000055;BCO06POS0000146;09-01-2025 09:33:14;5494.69;109.19;2408260153997947714;064895958089316471848;828937687
BCO06TPOS0000000056;BCO06POS0000114;08-08-2025 08:09:23;930.91;14.59;8885074453453453732;064941469972850595573;872334049
BCO06TPOS0000000057;BCO06POS0000148;12-06-2025 15:29:33;1242.95;8.29;4440794588556316951;060753497849669882379;850597931
BCO06TPOS0000000058;BCO06POS0000007;14-02-2025 16:57:36;877.36;12.08;8523290078347093926;060251200006825750576;847014685
BCO06TPOS0000000059;BCO06POS0000055;09-10-2025 07:16:55;257.92;5.00;7018616225450876022;064113626765123362646;873231688
BCO06TPOS0000000060;BCO06POS0000142;02-03-2025 21:46:23;569.81;7.74;4234384475038218688;064376111078376292309;851923279
BCO06TPOS0000000061;BCO06POS0000116;20-06-2025 09:48:28;568.28;3.41;1929773105817929152;068384209770174276362;821743640
BCO06TPOS0000000062;BCO06POS0000073;30-08-2025 19:24:43;2449.01;52.72;7900595946544819767;064905670025338743049;859285667
BCO06TPOS0000000063;BCO06POS0000086;07-11-2025 12:45:59;901.59;18.08;6573536382364524308;069290378018439206809;828576042
BCO06TPOS0000000064;BCO06POS0000144;17-01-2025 11:52:28;8266.26;45.13;5089654338695599081;062907340431196730890;854441882
BCO06TPOS0000000065;BCO06POS0000167;18-07-2025 17:09:27;4269.19;78.66;2812412342391300848;064466652858214142589;858435044
BCO06TPOS0000000066;BCO06POS0000055;10-06-2025 18:21:42;688.87;3.28;5054766589659709056;065290045533839508915;879117091
BCO06TPOS0000000067;BCO06POS0000023;14-12-2025 02:10:59;2209.79;4.60;4225380899126773777;063359796191081925678;863852757
BCO06TPOS0000000068;BCO06POS0000044;02-09-2025 11:40:59;2089.57;4.30;5528412552697660916;060641689117081361992;824948234
BCO06TPOS0000000069;BCO06POS0000134;27-12-2025 14:44:52;706.47;11.70;7973589051070314263;066505051614181139414;865822641
BCO06TPOS0000000070;BCO06POS0000017;10-02-2025 15:16:38;3189.81;59.76;4479222685008310657;063912578272504718889;860092416
BCO06TPOS0000000071;BCO06POS0000130;04-11-2025 12:15:58;417.93;1.72;7059891274289882826;061468738911779974928;876783477
BCO06TPOS0000000072;BCO06POS0000077;10-04-2025 14:11:42;1747.40;42.94;4175581223653497851;064376111078376292309;857516443
BCO06TPOS0000000073;BCO06POS0000084;30-06-2025 10:21:27;7876.89;145.83;9447111172750374656;062038505495797964035;861621433
BCO06TPOS0000000074;BCO06POS0000096;10-10-2025 17:40:10;865.31;2.53;1477078011222304140;068638877569784643665;861096590
BCO06TPOS0000000075;BCO06POS0000127;18-12-2025 19:16:28;972.69;14.83;9807621115705642470;062842547436387596439;821495160
BCO06TPOS0000000076;BCO06POS0000113;26-09-2025 20:25:20;16457.19;27.66;0752184274870121698;060617940139985400614;871670213
BCO06TPOS0000000077;BCO06POS0000092;19-05-2025 15:45:06;8398.75;149.55;1011338588551638745;061658105166218394269;854148136
BCO06TPOS0000000078;BCO06POS0000147;28-05-2025 03:49:27;228.91;4.23;3949367099888320217;062671961450437882214;855693273
BCO06TPOS0000000079;BCO06POS0000164;04-03-2025 20:20:06;933.66;8.50;3684304499732962140;065498197630809744192;870767597
BCO06TPOS0000000080;BCO06POS0000060;15-03-2025 17:30:07;216.27;4.21;4280754428786499952;068073882752392755397;853418480
BCO06TPOS0000000081;BCO06POS0000116;07-11-2025 18:28:55;903.38;13.48;8892642874841597417;061198800651205132758;843482383
BCO06TPOS0000000082;BCO06POS0000171;27-06-2025 02:14:11;528.01;11.17;9188466685706170943;060972307416266115776;879379346
BCO06TPOS0000000083;BCO06POS0000070;23-12-2025 20:58:46;1159.58;20.52;1980167694334705953;069531802486554834442;871773875
BCO06TPOS0000000084;BCO06POS0000041;17-03-2025 14:14:58;2616.90;34.64;1018358056011315123;065174722613884105401;825669633
BCO06TPOS0000000085;BCO06POS0000162;16-05-2025 11:04:02;932.13;15.55;0835660256189048574;061669004250827436039;871135501
BCO06TPOS0000000086;BCO06POS0000054;08-07-2025 23:40:14;3265.72;19.35;4856383616279384960;060721489313930230818;863797636
BCO06TPOS0000000087;BCO06POS0000060;19-01-2025 14:14:01;448.74;3.61;7464677340117324530;068884788584036654789;863780345
BCO06TPOS0000000088;BCO06POS0000126;26-11-2025 09:07:25;5982.26;22.69;2923789120411370299;065714116391126476989;825367206
BCO06TPOS0000000089;BCO06POS0000097;27-06-2025 21:23:16;7418.75;75.54;9977543668534604384;062116193861445085500;844042386
BCO06TPOS0000000090;BCO06POS0000131;24-06-2025 16:15:47;1212.05;2.39;3135165535967239795;065705676898184368389;840581884
BCO06TPOS0000000091;BCO06POS0000127;22-04-2025 15:09:57;547.56;4.24;9267847715807611564;065464404170538875321;847320197
BCO06TPOS0000000092;BCO06POS0000123;10-01-2025 09:24:31;102.57;1.47;0562179051960216916;062454196289179420129;842370240
BCO06TPOS0000000093;BCO06POS0000140;21-02-2025 12:05:37;309.22;7.54;2536526577103741260;066051323812515580148;829804965
BCO06TPOS0000000094;BCO06POS0000057;17-05-2025 17:01:38;444.04;1.62;6045494953280411561;069932552354729744660;869596654
BCO06TPOS0000000095;BCO06POS0000063;07-04-2025 16:06:45;483.20;3.83;4574536581249690806;064296492431184226133;841102929
BCO06TPOS0000000096;BCO06POS0000143;17-01-2025 04:56:05;6243.52;7.74;2647864118617556603;069905914204920135655;850924625
BCO06TPOS0000000097;BCO06POS0000164;08-08-2025 11:55:59;5196.10;14.56;7687404716771758373;061946876204369033172;870580645
BCO06TPOS0000000098;BCO06POS0000129;25-11-2025 13:26:04;2368.30;29.57;1398106824000007615;062878949137814868615;829371539
BCO06TPOS0000000099;BCO06POS0000117;18-02-2025 16:46:30;1255.62;8.77;9786609950782779471;063800650330621593744;863428749
BCO06TPOS0000000100;BCO06POS0000036;30-04-2025 12:54:29;7989.79;109.67;0271109990606137054;069987746971659236423;824090352
BCO06TPOS0000000101;BCO06POS0000028;10-07-2025 12:46:41;2146.15;25.20;1319256623352679173;067477778343389773238;874827146
BCO06TPOS0000000102;BCO06POS0000115;03-08-2025 20:42:21;7776.32;179.63;0089485056960569460;067618594406352683979;863821454
BCO06TPOS0000000103;BCO06POS0000027;18-05-2025 18:03:47;1897.50;11.29;1889019487763092527;069104866378786935176;861607469
BCO06TPOS0000000104;BCO06POS0000014;17-09-2025 20:30:33;7680.05;174.15;8372133725151335437;067603919364853863929;823550593
BCO06TPOS0000000105;BCO06POS0000101;26-07-2025 09:40:05;748.85;13.82;5572001481307510861;063643215641199637084;849642794
BCO06TPOS0000000106;BCO06POS0000052;11-03-2025 07:12:15;1093.91;18.34;3904097770324280549;067151576417780071131;877350412
BCO06TPOS0000000107;BCO06POS0000170;26-05-2025 12:46:27;1480.52;23.09;4245262974030686494;063794036052710964632;866407584
BCO06TPOS0000000108;BCO06POS0000095;16-04-2025 16:22:47;232.64;3.33;6347094315180001776;062376295412696382258;855319288
BCO06TPOS0000000109;BCO06POS0000159;12-12-2025 17:15:55;1498.50;22.15;2610276047692334665;069963370262690712281;822991019
BCO06TPOS0000000110;BCO06POS0000074;25-11-2025 10:09:22;1343.58;28.72;4126171037196905207;064962713930105888159;858928809
BCO06TPOS0000000111;BCO06POS0000015;13-03-2025 07:53:21;750.06;17.08;2878838443428275124;064700650587200549457;850649244
BCO06TPOS0000000112;BCO06POS0000007;27-04-2025 14:03:58;824.94;8.53;3943409576906089106;065288779506213552716;847641408
BCO06TPOS0000000113;BCO06POS0000105;16-06-2025 15:19:45;3632.87;59.96;9926572647708543158;061838025801530203124;876496628
BCO06TPOS0000000114;BCO06POS0000073;08-06-2025 17:54:26;945.45;4.15;4083130859547795034;068990276386905248807;857632503
BCO06TPOS0000000115;BCO06POS0000146;07-07-2025 08:59:45;5020.84;21.47;3105840051148034327;060918056278097514536;841241184
BCO06TPOS0000000116;BCO06POS0000118;13-07-2025 12:27:19;392.48;1.68;7741786867963654585;069953720571561492276;824237584
BCO06TPOS0000000117;BCO06POS0000130;20-07-2025 19:55:51;173.11;0.65;9801289981876542218;069359697278190237596;849792338
BCO06TPOS0000000118;BCO06POS0000054;26-09-2025 18:22:59;3989.96;4.20;0407196678033755046;067319655777306861177;864169690
BCO06TPOS0000000119;BCO06POS0000016;03-05-2025 16:28:12;463.46;10.74;3309048515758539501;063284787844017867820;877143619
BCO06TPOS0000000120;BCO06POS0000038;21-12-2025 12:17:01;4631.31;113.67;0697470413024272138;063736745351986646128;859213164
BCO06TPOS0000000121;BCO06POS0000034;11-03-2025 20:02:26;348.22;4.87;2972066061508832517;069527213966037984720;820589412
BCO06TPOS0000000122;BCO06POS0000090;11-03-2025 18:25:34;208.03;1.89;5320190884014895185;066853660837847303657;854233792
BCO06TPOS0000000123;BCO06POS0000085;19-03-2025 09:59:03;1017.15;13.57;4686365162975530284;069850359786376237558;829235764
BCO06TPOS0000000124;BCO06POS0000065;23-03-2025 06:50:22;648.39;14.49;9814721893935173750;062788965210936242443;865005433
BCO06TPOS0000000125;BCO06POS0000001;14-09-2025 04:14:58;1117.01;20.09;6469744059274455964;065237203289237388586;841490092
BCO06TPOS0000000126;BCO06POS0000042;03-04-2025 21:32:42;680.12;14.83;5799665442373296773;062314256583124959355;858705076
BCO06TPOS0000000127;BCO06POS0000123;11-08-2025 13:28:25;818.80;6.37;8824163676504160004;064248720430120315102;879733219
BCO06TPOS0000000128;BCO06POS0000165;22-07-2025 10:40:32;15154.91;343.36;3996288006818873875;065560752080766753994;857233498
BCO06TPOS0000000129;BCO06POS0000007;28-10-2025 00:47:37;4917.74;24.74;4026667331035676091;069543032572693951935;843261969
BCO06TPOS0000000130;BCO06POS0000108;22-09-2025 22:22:15;440.38;9.67;7849074627302165809;061656284044492127376;859507669
BCO06TPOS0000000131;BCO06POS0000061;28-09-2025 11:17:46;155.29;2.64;6840064510155761175;066149657791145908002;873795230
BCO06TPOS0000000132;BCO06POS0000180;31-01-2025 21:19:15;3583.30;17.67;6243158240364370333;061018387910633124044;842219468
BCO06TPOS0000000133;BCO06POS0000002;18-02-2025 09:15:22;2098.74;38.82;3639760508565479022;063002651714545765195;845623117
BCO06TPOS0000000134;BCO06POS0000039;29-08-2025 19:12:01;4250.20;52.83;8362284824895624235;064986851212153502655;865513188
BCO06TPOS0000000135;BCO06POS0000122;04-10-2025 20:28:18;2913.07;31.31;4155570572740923883;061421140361060334904;866473267
BCO06TPOS0000000136;BCO06POS0000028;31-01-2025 08:35:17;712.73;7.70;6019571963287068193;069290378018439206809;844088541
BCO06TPOS0000000137;BCO06POS0000151;06-09-2025 15:08:50;692.94;8.36;1699013843823773468;064047218228449272283;842440372
BCO06TPOS0000000138;BCO06POS0000173;12-02-2025 09:39:12;715.61;13.51;5198037114843111387;067148306944534029870;858659880
BCO06TPOS0000000139;BCO06POS0000171;28-04-2025 16:16:47;2117.94;8.68;1846902662672546365;061264486995429428192;853640800
BCO06TPOS0000000140;BCO06POS0000035;21-03-2025 08:59:02;2154.98;16.00;3792428781102712640;068122401485917609035;866952133
BCO06TPOS0000000141;BCO06POS0000144;18-11-2025 15:18:10;4931.24;45.33;3205651831996772033;064977142939418488676;823331968
BCO06TPOS0000000142;BCO06POS0000112;25-04-2025 18:16:19;796.56;10.60;5812640843181020033;066953922086409641279;848495447
BCO06TPOS0000000143;BCO06POS0000107;22-02-2025 16:10:31;52420.77;324.25;7585210425526753858;064299650948499679240;840893670
BCO06TPOS0000000144;BCO06POS0000161;03-06-2025 18:39:52;873.33;13.20;8632473970651680963;069929575598889748089;872816017
BCO06TPOS0000000145;BCO06POS0000147;21-07-2025 15:49:50;709.34;4.18;6405609622384568110;063781347965178080302;852862578
BCO06TPOS0000000146;BCO06POS0000013;13-09-2025 13:49:04;1074.17;3.82;5975090190602523895;068605463259226258890;826870610
BCO06TPOS0000000147;BCO06POS0000158;31-07-2025 09:40:59;608.20;4.40;1066471249124939560;067548535941512419380;863863441
BCO06TPOS0000000148;BCO06POS0000075;17-01-2025 18:31:20;15318.40;269.92;1208474892085701938;064778604966610024453;856685276
BCO06TPOS0000000149;BCO06POS0000126;17-05-2025 13:14:26;2317.98;34.40;0855484927794356275;065817068958048466901;870392290
BCO06TPOS0000000150;BCO06POS0000032;01-11-2025 16:58:39;283.86;1.12;6262712082128099656;064216801311086322003;852468235
BCO06TPOS0000000151;BCO06POS0000124;07-12-2025 12:38:32;940.18;9.95;9593930962436942553;064684312115809537853;842672391
BCO06TPOS0000000152;BCO06POS0000094;11-04-2025 09:25:58;2393.82;40.15;3767571261473220727;060947666147729324895;823249221
BCO06TPOS0000000153;BCO06POS0000052;15-01-2025 18:58:54;1376.58;4.52;3654888157759152032;068675641422490357005;842421664
BCO06TPOS0000000154;BCO06POS0000044;25-03-2025 08:11:32;2258.59;3.32;4384265839401248436;066360536039705363143;840089496
BCO06TPOS0000000155;BCO06POS0000161;20-01-2025 08:50:34;659.28;12.30;5841442772038998731;068081577265654805483;854046986
BCO06TPOS0000000156;BCO06POS0000131;20-01-2025 19:37:34;7412.67;82.67;2499356609731937401;069744230949397775760;867278605
BCO06TPOS0000000157;BCO06POS0000120;15-12-2025 09:07:28;432.73;5.95;8299927678221403283;060520081770100350804;844288146
BCO06TPOS0000000158;BCO06POS0000072;21-11-2025 22:32:03;1674.72;8.94;3575700116534360414;068699217666861130626;878728847
BCO06TPOS0000000159;BCO06POS0000143;25-05-2025 11:37:50;4009.74;16.07;7313616221043280567;064882965347990248417;824694626
BCO06TPOS0000000160;BCO06POS0000074;09-12-2025 11:16:35;605.52;9.56;6836546484536028508;068268871437111453035;869527168
BCO06TPOS0000000161;BCO06POS0000100;22-01-2025 09:34:49;1510.87;15.36;3932508971922293944;065420138281078053206;826511919
BCO06TPOS0000000162;BCO06POS0000175;24-08-2025 18:16:58;3325.58;15.90;6985772780616517860;067360546185040936780;828186347
BCO06TPOS0000000163;BCO06POS0000028;25-07-2025 12:22:30;524.95;9.18;8956608020839650829;063241112210634797796;828176166
BCO06TPOS0000000164;BCO06POS0000081;30-09-2025 18:46:13;504.28;10.74;3954543011457776542;062755126838690484201;825725437
BCO06TPOS0000000165;BCO06POS0000100;04-03-2025 18:09:22;874.97;11.28;3875211868191299836;062152081764139801985;865522211
BCO06TPOS0000000166;BCO06POS0000015;26-06-2025 23:46:19;1277.51;22.13;8137768718225366393;061126083934415462530;870754477
BCO06TPOS0000000167;BCO06POS0000116;23-04-2025 08:37:29;898.65;11.52;4037996889694137114;068254815117475237318;873897054
BCO06TPOS0000000168;BCO06POS0000053;03-07-2025 11:13:33;623.76;7.55;5094585470791005729;060505990184541900384;872124962
BCO06TPOS0000000169;BCO06POS0000002;17-10-2025 19:10:48;2049.05;45.30;7368878525263003660;068766985038500260342;829700929
BCO06TPOS0000000170;BCO06POS0000172;18-06-2025 14:17:27;1996.22;37.71;0723368098817376510;068820348178623371006;823239583
BCO06TPOS0000000171;BCO06POS0000048;26-03-2025 15:34:37;1491.32;35.32;3385865937063481008;061386444024280881887;825030719
BCO06TPOS0000000172;BCO06POS0000042;03-03-2025 10:16:16;2501.73;61.42;6447742195921222051;061888123117352952628;854170198
BCO06TPOS0000000173;BCO06POS0000129;21-11-2025 18:52:54;334.72;6.59;6321543378309189394;069929575598889748089;850510362
BCO06TPOS0000000174;BCO06POS0000052;14-03-2025 10:09:48;581.00;3.96;6390107108564607753;066434363603914863011;878844834
BCO06TPOS0000000175;BCO06POS0000129;18-07-2025 09:45:46;696.20;2.02;9702584618815975633;062619213390390936000;846426193
BCO06TPOS0000000176;BCO06POS0000074;06-01-2025 20:19:49;3955.56;96.73;1619345757825883987;060559199705953783042;829388914
BCO06TPOS0000000177;BCO06POS0000023;19-09-2025 13:43:36;607.80;1.18;6644551203772605588;068157727555493286986;857729334
BCO06TPOS0000000178;BCO06POS0000154;20-06-2025 18:51:03;573.32;6.79;2824054136957060971;066031579296065709260;846052855
BCO06TPOS0000000179;BCO06POS0000006;11-05-2025 20:00:55;4314.31;10.97;7308495476621309356;067947460802363832860;863342469
BCO06TPOS0000000180;BCO06POS0000126;24-10-2025 14:10:51;2030.93;30.09;0032999244052964830;063997796863028027002;857606463
BCO06TPOS0000000181;BCO06POS0000157;11-04-2025 05:03:02;2273.26;53.85;8870305473118593721;064428052184483969246;861850952
BCO06TPOS0000000182;BCO06POS0000072;30-05-2025 20:40:18;1917.16;32.43;9162936404927866700;069220446848045164884;870703708
BCO06TPOS0000000183;BCO06POS0000085;11-12-2025 06:12:28;824.16;4.90;6898506909352588546;065327773291494007005;849434149
BCO06TPOS0000000184;BCO06POS0000024;05-05-2025 10:44:59;601.82;6.68;7748673506276613046;064112284250433572510;845187143
BCO06TPOS0000000185;BCO06POS0000133;30-08-2025 17:37:48;1410.32;12.73;0253481599687350694;064281619255071150197;866445634
BCO06TPOS0000000186;BCO06POS0000004;10-10-2025 16:42:06;3568.91;51.16;5320191415056851912;066146825795055483707;869091568
BCO06TPOS0000000187;BCO06POS0000082;23-04-2025 16:27:29;204.60;3.99;3408126038996508039;063723897879163499163;874122867
BCO06TPOS0000000188;BCO06POS0000149;24-02-2025 09:58:31;583.47;8.12;1968816714686742726;068746785882765578329;876117464
BCO06TPOS0000000189;BCO06POS0000058;05-01-2025 16:05:07;2356.03;26.85;5842072530486235918;062712268067870833444;844890760
BCO06TPOS0000000190;BCO06POS0000064;20-04-2025 19:51:53;1764.60;2.35;6444112894493566889;068428191379437158250;822533856
BCO06TPOS0000000191;BCO06POS0000174;10-10-2025 15:06:55;197.78;2.33;7712832507458301204;060356595285368882672;842712421
BCO06TPOS0000000192;BCO06POS0000081;02-12-2025 09:17:13;670.59;16.60;5287981806505851905;063649208593854380114;877774228
BCO06TPOS0000000193;BCO06POS0000034;24-06-2025 15:01:21;815.12;9.79;5333412374867069675;060300686058435303833;829676849
BCO06TPOS0000000194;BCO06POS0000177;02-10-2025 23:37:31;1688.98;32.77;0346694502361800556;062590406407286086815;857727770
BCO06TPOS0000000195;BCO06POS0000119;09-01-2025 15:17:05;721.62;12.71;8065430489662429602;062453498189478060438;860123401
BCO06TPOS0000000196;BCO06POS0000089;23-04-2025 17:12:43;656.67;15.02;6498602535589810750;062753258546169740133;854809062
BCO06TPOS0000000197;BCO06POS0000164;23-10-2025 19:35:20;12688.60;138.63;8819566993767755263;062009039135342704744;844018373
BCO06TPOS0000000198;BCO06POS0000049;18-07-2025 17:41:35;502.90;10.71;6577068522815854733;068522011851558612030;874693494
BCO06TPOS0000000199;BCO06POS0000052;16-10-2025 12:28:24;378.39;1.03;3176669344756539683;067362207382536368950;877387102
BCO06TPOS0000000200;BCO06POS0000085;20-03-2025 16:37:33;683.07;11.68;7691426863699892270;068163096063321100417;840674383
BCO06TPOS0000000201;BCO06POS0000101;02-11-2025 17:27:27;1177.43;17.72;4294079038712827554;069064178953345527813;849791132
BCO06TPOS0000000202;BCO06POS0000138;26-06-2025 14:37:07;956.70;6.66;4770147240044340250;068635146167346727649;872950089
BCO06TPOS0000000203;BCO06POS0000073;02-05-2025 15:03:11;520.27;5.04;2600610681809345381;061514031665498967950;858056797
BCO06TPOS0000000204;BCO06POS0000094;30-10-2025 20:20:15;267.25;4.53;8036052658422480726;063309764742472047064;860688255
BCO06TPOS0000000205;BCO06POS0000038;29-06-2025 19:40:20;2264.24;48.12;0171470769040535309;060184118774255968404;820906738
BCO06TPOS0000000206;BCO06POS0000016;24-12-2025 11:50:55;2822.48;66.78;3620222794326363791;061745336093130797023;826503707
BCO06TPOS0000000207;BCO06POS0000112;10-01-2025 09:36:20;1829.96;9.23;6303091537836598536;069093608245116546253;866934781
BCO06TPOS0000000208;BCO06POS0000014;10-07-2025 09:48:19;1195.59;28.73;6426413738782275387;064319675469018792597;846538645
BCO06TPOS0000000209;BCO06POS0000048;04-10-2025 16:35:18;1840.04;7.81;2962494573825227082;064356726626828500151;824094853
BCO06TPOS0000000210;BCO06POS0000131;17-09-2025 14:15:55;1907.25;40.48;7524359281996897467;064733163678348049363;826960634
BCO06TPOS0000000211;BCO06POS0000077;21-12-2025 17:16:59;760.32;11.32;9123360367891491626;069638470860313096199;824472986
BCO06TPOS0000000212;BCO06POS0000113;23-05-2025 17:11:58;4318.67;35.45;5320366518270641574;069134062499196256956;879081330
BCO06TPOS0000000213;BCO06POS0000106;01-02-2025 13:55:12;1206.43;6.08;7699936198811262428;067836351534157665716;853663145
BCO06TPOS0000000214;BCO06POS0000029;18-02-2025 20:51:43;1478.76;19.21;3303318284876502501;061836441685208169626;840918361
BCO06TPOS0000000215;BCO06POS0000004;22-12-2025 16:05:08;4031.64;58.90;7127705841959862535;067624688720104193671;822656442
