NUIB;Número do cliente;Código da agência bancária;Designação da agência bancária;Referência do pedido;Referência do crédito;Canal de submissão;Data da submissão;Resultado da apreciação do pedido;Motivo da rejeição;Tipo de cliente em relação à operação;Tipo de crédito;Âmbito de crédito;Cliente entidade correlacionada;Código do produto de crédito;Designação do produto de crédito;Tipo de amortização;Modalidade do crédito;Indicador crédito verde;Finalidade do crédito;Montante solicitado;Montante aprovado;Moeda da operação;Data da contratação;Data efectiva do 1º desembolso/ utilização;Data do 1º pagamento de capital;Período de deferimento;Data de maturidade;Número de prestações;Frequência de reembolsos;Tipo de taxas de juros;Taxa de juro de referência;Spread da taxa de juros;Comissão do crédito por assinatura;Cedência da operação;Crédito Segurado;Operação vinculada ao sindicato;Local de utilização;Latitude;Longitude;Actividade económica;Origem de recursos;Percentagem dos recursos consignados
;CLI077446171308460016;AG070107;Agência Cidade da Beira;BCO05PED000000026;BCO05CRD000000026;A;11-10-2025;A;;N;1;3;N;HAB01;HAB01 Produto de crédito;SLA;402;NVE;102;363689.74;245464.01;MZN;29-10-2025;29-10-2025;28-11-2025;85;26-05-2028;50;6;1;6;8.4134;8803.40;N;S;S;070102;-24.1441;38.2189;47210;C;
55400042660;CLI208031521386078295;AG030205;Agência Angoche;BCO05PED000000027;BCO05CRD000000027;A;11-10-2025;A;;N;1;3;N;HAB01;HAB01 Produto de crédito;BUL;202;NVE;100;1961055.25;1361072.03;MZN;07-11-2025;15-11-2025;15-12-2025;48;10-02-2029;92;6;2;3;10.3353;11055.41;N;S;N;030204;-20.4589;30.1875;55101;M;44.46
56938348502;CLI767127706474732392;AG031203;Agência Moma;BCO05PED000000028;BCO05CRD000000028;O;25-09-2025;R;60;E;1;3;N;EMP01;EMP01 Produto de crédito;OUT;101;VER;205;6283294.70;0.00;MZN;;;;162;;0;1;1;7;6.3306;7631.77;N;N;N;031202;-21.7644;34.7822;47210;C;
01530849226;CLI930983450413404805;AG071303;Agência Nhamatanda;BCO05PED000000029;BCO05CRD000000029;A;07-01-2025;A;;N;1;3;N;PES01;PES01 Produto de crédito;OUT;401;NVE;108;281592.51;190770.82;USD;16-01-2025;17-01-2025;16-02-2025;44;31-07-2033;91;4;1;2;7.2817;16024.97;N;S;S;071301;-14.8696;32.0319;86100;M;49.20
94479054001;CLI340309321870729509;AG021002;Agência Montepuez;BCO05PED000000030;BCO05CRD000000030;O;19-09-2025;A;;E;2;3;N;AGR01;AGR01 Produto de crédito;SLA;400;NVE;206;862849.52;703496.52;MZN;03-10-2025;07-10-2025;06-11-2025;102;08-09-2034;6;3;1;6;6.8645;2513.63;S;N;S;021001;-11.3634;34.8351;62010;M;15.89
16723101903;CLI360755528929062697;AG031304;Agência Monapo;BCO05PED000000031;BCO05CRD000000031;O;21-06-2025;A;;N;1;3;N;PME01;PME01 Produto de crédito;BUL;202;NVE;110;925821.24;628833.07;MZN;08-07-2025;08-07-2025;07-08-2025;102;24-04-2033;27;5;2;8;7.9519;8118.70;N;N;N;031303;-16.3041;37.3473;49230;P;
56536282190;CLI087328808882206364;AG040103;Agência Quelimane;BCO05PED000000032;BCO05CRD000000032;A;08-07-2025;A;;N;1;2;N;HAB01;HAB01 Produto de crédito;OUT;204;NVE;200;8190332.74;7534476.90;MZN;07-08-2025;15-08-2025;14-09-2025;15;23-10-2029;20;8;1;4;2.4741;12833.32;N;N;N;040105;-22.6921;32.3068;41000;M;77.82
45106635866;CLI462637733557774981;AG031702;Agência Nacala Porto;BCO05PED000000033;BCO05CRD000000033;O;19-09-2025;A;;N;1;3;N;HAB01;HAB01 Produto de crédito;SLA;203;NVE;101;2716806.93;2162547.56;MZN;27-09-2025;04-10-2025;03-11-2025;83;12-01-2028;82;1;2;8;6.3747;14417.65;S;S;N;031701;-12.5594;30.7567;47110;C;
97349655019;CLI758501409283292608;AG081204;Agência Panda;BCO05PED000000034;BCO05CRD000000034;A;25-09-2025;A;;E;1;3;N;HAB01;HAB01 Produto de crédito;JUR;103;NVE;206;25110274.16;25037270.79;MZN;04-10-2025;08-10-2025;07-11-2025;100;18-07-2035;52;8;1;7;5.5718;6801.34;S;N;N;081203;-24.1317;39.0900;01110;P;
83933258085;CLI065908756905219818;AG071207;Agência Muanza;BCO05PED000000035;BCO05CRD000000035;O;12-04-2025;A;;N;1;3;N;HAB01;HAB01 Produto de crédito;SLA;103;VER;105;4225188.36;3320651.90;MZN;30-04-2025;09-05-2025;08-06-2025;70;12-05-2030;111;2;1;3;2.5883;10710.36;N;S;N;071202;-17.0268;34.7378;47300;C;
25539431173;CLI756266535106599368;AG070809;Agência Gorongosa;BCO05PED000000036;BCO05CRD000000036;O;27-05-2025;A;;N;1;3;N;EMP01;EMP01 Produto de crédito;FIA;403;NVE;102;1353759.97;1306470.30;MZN;16-06-2025;26-06-2025;26-07-2025;171;31-01-2033;36;9;1;1;8.7039;15964.11;S;N;N;070803;-12.8831;31.6399;47300;M;15.53
86568044196;CLI432084256263815351;AG100708;Agência Moamba;BCO05PED000000037;BCO05CRD000000037;O;04-08-2025;A;;N;1;1;N;PME01;PME01 Produto de crédito;BUL;203;NVE;103;1085399.83;793251.05;USD;25-08-2025;25-08-2025;24-09-2025;160;16-11-2026;67;4;1;1;11.7107;14639.94;N;S;S;100703;-12.4180;37.3202;96020;C;
88646707862;CLI299514375240031733;AG100608;Agência Matutuine;BCO05PED000000038;BCO05CRD000000038;P;03-01-2025;R;21;N;1;3;N;EMP01;EMP01 Produto de crédito;OUT;102;NVE;206;5440270.72;0.00;MZN;;;;34;;0;5;1;6;5.4735;10332.23;S;S;N;100604;-14.8687;30.9704;96020;P;
52716450122;CLI743633755841131906;AG031808;Agência Nacala-A-Velha;BCO05PED000000039;BCO05CRD000000039;O;27-10-2025;A;;N;1;3;N;PME01;PME01 Produto de crédito;SLA;400;NVE;110;538607.84;356238.45;MZN;24-11-2025;27-11-2025;27-12-2025;152;15-09-2033;59;8;2;1;4.2057;11790.47;N;N;N;031803;-13.6239;39.4528;96020;C;
13980676586;CLI178710383594075059;AG030201;Agência Angoche;BCO05PED000000040;BCO05CRD000000040;A;12-10-2025;A;;N;1;3;N;PME01;PME01 Produto de crédito;JUR;204;NVE;107;3019902.71;2969906.47;MZN;07-11-2025;17-11-2025;17-12-2025;171;02-08-2035;10;8;1;8;9.4518;2972.43;S;N;S;030203;-25.7663;36.3318;85210;C;
02529339633;CLI383338964573122727;AG100303;Agência Magude;BCO05PED000000041;BCO05CRD000000041;D;27-10-2025;A;;N;1;2;N;COM01;COM01 Produto de crédito;OUT;300;NVE;204;6467579.96;5482140.42;MZN;19-11-2025;25-11-2025;25-12-2025;25;18-05-2031;4;2;1;5;4.0184;1468.48;S;S;N;100302;-20.5921;37.6722;56101;M;31.59
17436481754;CLI922658756781629765;AG030501;Agência Lalaua;BCO05PED000000042;BCO05CRD000000042;A;09-02-2025;A;;E;1;3;N;HAB01;HAB01 Produto de crédito;BUL;400;NVE;205;6970532.52;6746707.63;MZN;05-03-2025;12-03-2025;11-04-2025;141;15-04-2032;77;6;1;7;4.0744;14914.10;N;S;N;030502;-12.5164;37.7314;47210;P;
05501997106;CLI877110118619201511;AG030302;Agência Erati;BCO05PED000000043;BCO05CRD000000043;O;25-08-2025;A;;N;1;3;N;HAB01;HAB01 Produto de crédito;IRR;400;NVE;111;516577.76;332366.92;MZN;22-09-2025;23-09-2025;23-10-2025;157;08-01-2029;24;7;1;7;11.9537;15382.77;S;N;S;030303;-14.2785;39.5824;47210;C;
14598396722;CLI395878762268702066;AG030803;Agência Mecuburi;BCO05PED000000044;BCO05CRD000000044;A;18-02-2025;A;;N;1;3;N;HAB01;HAB01 Produto de crédito;JUR;402;NVE;111;3519111.57;2556637.37;MZN;12-03-2025;18-03-2025;17-04-2025;24;30-04-2026;77;5;2;4;4.1767;17137.72;S;S;S;030804;-20.2404;34.5823;47210;C;
23085295708;CLI267675573258210518;AG090307;Agência Chibuto;BCO05PED000000045;BCO05CRD000000045;D;11-11-2025;A;;N;1;3;N;PME01;PME01 Produto de crédito;IRR;200;NVE;111;801548.00;630717.67;ZAR;25-11-2025;29-11-2025;29-12-2025;3;05-11-2028;98;6;3;4;5.4633;5996.08;S;S;S;090303;-15.3578;33.4371;47300;C;
18690266031;CLI943811252124606561;AG070605;Agência Chibabava;BCO05PED000000046;BCO05CRD000000046;D;03-09-2025;A;;N;1;3;N;AGR01;AGR01 Produto de crédito;JUR;403;NVE;104;310372.94;206826.13;MZN;12-09-2025;13-09-2025;13-10-2025;132;13-04-2026;118;7;1;8;4.4404;11762.21;S;N;S;070602;-14.1415;35.7153;64190;M;65.34
20342627349;CLI323988805893292954;AG070706;Agência Dondo;BCO05PED000000047;BCO05CRD000000047;P;11-06-2025;A;;N;1;3;C;COM01;COM01 Produto de crédito;IRR;201;NVE;105;929612.97;647389.26;USD;01-07-2025;11-07-2025;10-08-2025;124;07-08-2029;39;9;1;3;7.3383;16888.43;N;N;N;070701;-12.0008;36.7487;85210;P;
07747362021;CLI539028740014792415;AG051008;Agência Moatize;BCO05PED000000048;BCO05CRD000000048;A;24-05-2025;A;;N;1;3;C;HAB01;HAB01 Produto de crédito;FIA;200;NVE;104;580272.05;507442.65;MZN;09-06-2025;13-06-2025;13-07-2025;37;29-01-2029;41;1;1;2;11.1875;13584.73;N;S;N;051002;-20.6801;35.8017;01110;M;73.12
20427232795;CLI675466985577395048;AG030701;Agência Meconta;BCO05PED000000049;BCO05CRD000000049;D;08-04-2025;R;51;N;1;3;N;PES01;PES01 Produto de crédito;JUR;400;NVE;111;557431.78;0.00;MZN;;;;163;;0;9;1;4;13.6489;4414.90;S;S;N;030703;-17.6771;36.3174;56101;P;
67165277551;CLI566659533380116135;AG030501;Agência Lalaua;BCO05PED000000050;BCO05CRD000000050;A;23-07-2025;A;;N;1;3;N;PES01;PES01 Produto de crédito;JUR;400;NVE;104;1290854.01;752374.66;MZN;29-07-2025;31-07-2025;30-08-2025;2;18-08-2026;23;9;1;7;4.0614;14116.08;S;N;N;030501;-11.7993;33.1061;01110;M;19.33
84078187326;CLI162374144640926811;AG021102;Agência Mueda;BCO05PED000000051;BCO05CRD000000051;A;04-07-2025;A;;N;1;3;N;AGR01;AGR01 Produto de crédito;BUL;201;NVE;108;1609281.87;1303964.46;MZN;08-07-2025;11-07-2025;10-08-2025;19;11-05-2027;89;6;1;8;8.2171;15830.58;S;N;N;021107;-19.4297;35.2766;86100;C;
37077303349;CLI367043230836368382;AG100402;Agência Manhica;BCO05PED000000052;BCO05CRD000000052;O;02-01-2025;P;;N;1;3;N;EMP01;EMP01 Produto de crédito;SLA;200;NVE;105;198494.39;0.00;MZN;;;;75;;0;2;2;8;11.8926;17318.22;N;S;S;100401;-14.3675;38.1153;62010;C;
99292732168;CLI047722971662396031;AG030803;Agência Mecuburi;BCO05PED000000053;BCO05CRD000000053;P;13-11-2025;A;;N;1;3;N;COM01;COM01 Produto de crédito;JUR;202;NVE;107;701212.21;480271.93;MZN;28-11-2025;29-11-2025;29-12-2025;4;23-04-2026;48;9;2;8;12.6604;17771.51;N;N;S;030802;-11.1411;30.7435;01110;M;33.70
71655171075;CLI344424860338319273;AG100607;Agência Matutuine;BCO05PED000000054;BCO05CRD000000054;D;26-11-2025;R;41;N;1;3;N;HAB01;HAB01 Produto de crédito;SLA;102;NVE;104;266299.47;0.00;USD;;;;94;;0;8;1;5;8.1910;1378.63;S;N;S;100605;-22.5331;34.0233;86100;P;
80892085042;CLI598538567935713311;AG050507;Agência Chifunde;BCO05PED000000055;BCO05CRD000000055;O;29-01-2025;A;;N;1;3;N;HAB01;HAB01 Produto de crédito;FIA;200;NVE;201;26067340.99;23166890.97;MZN;21-02-2025;23-02-2025;25-03-2025;86;02-04-2029;54;5;2;3;2.9915;11017.04;S;N;S;050503;-12.6638;36.2357;41000;M;26.26
30674023043;CLI972342546952787659;AG071307;Agência Nhamatanda;BCO05PED000000056;BCO05CRD000000056;D;19-07-2025;A;;N;1;3;N;EMP01;EMP01 Produto de crédito;OUT;403;NVE;110;482890.53;398258.07;MZN;14-08-2025;19-08-2025;18-09-2025;114;09-08-2035;23;4;2;8;6.1186;17819.41;S;N;S;071301;-10.5177;34.0404;96020;C;
45812791093;CLI990286304894316941;AG070401;Agência Chemba;BCO05PED000000057;BCO05CRD000000057;D;19-06-2025;A;;N;1;3;N;COM01;COM01 Produto de crédito;SLA;403;NVE;107;945556.06;846916.32;MZN;06-07-2025;12-07-2025;11-08-2025;50;21-05-2034;32;4;2;8;11.4873;18705.90;S;N;S;070401;-24.8684;31.2300;85210;M;36.74
34944274620;CLI169083304483265427;AG100106;Agência Cidade da Matola;BCO05PED000000058;BCO05CRD000000058;A;03-01-2025;A;;N;1;3;N;PME01;PME01 Produto de crédito;SLA;101;NVE;105;670152.26;455030.03;MZN;26-01-2025;27-01-2025;26-02-2025;80;25-08-2030;9;6;1;4;13.5283;6787.03;S;N;N;100103;-19.1861;32.2475;49230;C;
99103238787;CLI213715640271629466;AG030102;Agência Nampula;BCO05PED000000059;BCO05CRD000000059;A;19-06-2025;A;;N;1;3;N;EMP01;EMP01 Produto de crédito;IRR;400;NVE;105;2802842.59;2287158.25;MZN;14-07-2025;17-07-2025;16-08-2025;107;22-10-2027;94;5;1;4;10.1950;3971.35;N;S;N;030104;-13.0050;39.1551;47110;C;
01067149854;CLI541306043133103086;AG080208;Agência Funhalouro;BCO05PED000000060;BCO05CRD000000060;D;05-08-2025;A;;N;1;3;C;AGR01;AGR01 Produto de crédito;IRR;401;VER;105;543845.99;386534.90;MZN;16-08-2025;23-08-2025;22-09-2025;127;25-05-2027;79;1;1;7;9.5297;548.28;N;S;N;080202;-22.5710;38.7049;01130;M;45.94
99035494965;CLI427345493516747932;AG061202;Agência Vanduzi;BCO05PED000000061;BCO05CRD000000061;A;01-11-2025;A;;N;1;3;C;PME01;PME01 Produto de crédito;IRR;101;NVE;200;2796825.92;2735873.03;MZN;26-11-2025;02-12-2025;01-01-2026;74;25-07-2031;119;6;1;6;7.2072;6846.67;S;N;S;061201;-16.7352;35.2178;01110;M;86.22
52992543655;CLI962354570674149528;AG010404;Agência Chimbunila;BCO05PED000000062;BCO05CRD000000062;O;11-01-2025;A;;N;1;1;N;EMP01;EMP01 Produto de crédito;JUR;103;NVE;103;2160759.26;2046927.08;MZN;26-01-2025;28-01-2025;27-02-2025;39;15-06-2026;21;1;2;2;4.3880;8841.62;N;N;N;010401;-24.0907;34.7161;01110;M;35.36
39995931666;CLI879192120321108480;AG100304;Agência Magude;BCO05PED000000063;BCO05CRD000000063;O;23-03-2025;A;;N;1;1;N;PME01;PME01 Produto de crédito;SLA;103;NVE;206;5997909.68;5888738.46;XXX;21-04-2025;24-04-2025;24-05-2025;51;18-01-2031;34;7;2;6;7.1143;8706.69;S;S;N;100302;-13.6606;34.3398;47210;C;
35256284819;CLI749832899925674582;AG060802;Agência Mossurize;BCO05PED000000064;BCO05CRD000000064;A;16-07-2025;A;;N;1;2;N;EMP01;EMP01 Produto de crédito;IRR;204;NVE;107;399652.47;230645.20;MZN;05-08-2025;13-08-2025;12-09-2025;142;10-11-2029;78;5;1;6;4.7819;6895.12;S;S;N;060801;-24.5695;31.8340;41000;C;
28923880035;CLI496219984394274177;AG091005;Agência Massangena;BCO05PED000000065;BCO05CRD000000065;O;31-01-2025;A;;N;1;3;N;PES01;PES01 Produto de crédito;JUR;203;NVE;100;485890.29;482778.16;MZN;13-02-2025;17-02-2025;19-03-2025;154;22-03-2031;97;1;1;7;8.4429;14723.55;S;N;S;091002;-23.5739;38.2571;47210;P;
11539089499;CLI777362205430235715;AG060206;Agência Barue;BCO05PED000000066;BCO05CRD000000066;P;08-03-2025;A;;N;1;3;N;EMP01;EMP01 Produto de crédito;FIA;100;NVE;107;583432.42;502117.86;MZN;29-03-2025;03-04-2025;03-05-2025;42;07-10-2029;83;5;1;3;3.7490;10270.88;S;S;N;060202;-12.6957;37.5782;56101;C;
30695569121;CLI746218151934894850;AG081208;Agência Panda;BCO05PED000000067;BCO05CRD000000067;O;15-02-2025;A;;N;1;3;N;EMP01;EMP01 Produto de crédito;IRR;300;NVE;103;878023.33;623150.47;MZN;22-02-2025;01-03-2025;31-03-2025;37;18-01-2035;63;3;2;4;11.2435;6251.00;N;N;S;081203;-23.7502;36.1220;62010;C;
82837453978;CLI028071119311834479;AG060309;Agência Gondola;BCO05PED000000068;BCO05CRD000000068;A;29-06-2025;A;;N;1;3;N;HAB01;HAB01 Produto de crédito;JUR;103;NVE;100;645154.69;457241.44;ZAR;08-07-2025;13-07-2025;12-08-2025;60;30-01-2035;61;6;2;5;9.7128;9370.08;N;N;N;060301;-21.5393;31.2182;55101;M;82.86
86375249937;CLI579004255907810973;AG100707;Agência Moamba;BCO05PED000000069;BCO05CRD000000069;D;17-02-2025;A;;N;1;1;N;AGR01;AGR01 Produto de crédito;IRR;402;NVE;100;1281349.90;815424.88;MZN;17-03-2025;18-03-2025;17-04-2025;116;26-09-2028;3;6;2;8;9.3326;16864.64;S;S;S;100702;-23.3932;34.1770;41000;M;83.22
97605282847;CLI228268309663801918;AG100608;Agência Matutuine;BCO05PED000000070;BCO05CRD000000070;O;03-08-2025;A;;N;1;3;N;AGR01;AGR01 Produto de crédito;BUL;403;NVE;204;6401286.85;5049680.38;MZN;23-08-2025;27-08-2025;26-09-2025;110;05-03-2028;49;7;3;3;6.4938;1790.43;N;S;S;100603;-19.3567;34.0620;85210;M;76.67
66432043538;CLI243897805007996597;AG032308;Agência Liupo;BCO05PED000000071;BCO05CRD000000071;D;06-11-2025;A;;N;1;3;N;PES01;PES01 Produto de crédito;JUR;101;NVE;111;678828.85;476464.65;MZN;18-11-2025;21-11-2025;21-12-2025;87;13-11-2032;63;1;2;6;2.8656;15242.72;N;S;N;032301;-19.0769;39.9101;64190;M;23.48
