ID da transacção;ID do Ponto;Data e hora de operação;Valor (MT);Comissão (MT);PAN;NIB de débito;Número de telefone de débito
BCO05TPOS0000000047;BCO05POS0000118;12-02-2025 17:38:28;302.92;5.33;7803490039816683524;054020944615546296514;871694133
BCO05TPOS0000000048;BCO05POS0000048;30-05-2025 10:33:20;641.26;12.57;6063947988795530165;059384757958928331210;827638588
BCO05TPOS0000000049;BCO05POS0000052;03-03-2025 19:08:15;668.90;5.29;2385067227317476577;058520342764978218132;864669042
BCO05TPOS0000000050;BCO05POS0000120;17-03-2025 16:46:22;2104.13;50.45;1472227743755146261;051959557138063519418;855092995
BCO05TPOS0000000051;BCO05POS0000068;30-03-2025 11:16:20;234.27;3.52;5202932827482099020;057460506226413982059;872775508
BCO05TPOS0000000052;BCO05POS0000041;26-07-2025 20:15:29;6152.88;40.75;3573394444417582833;055739381984197974545;852609508
BCO05TPOS0000000053;BCO05POS0000029;03-11-2025 19:29:38;1192.81;5.69;8938325764209956743;052406555613629988404;852906266
BCO05TPOS0000000054;BCO05POS0000113;01-01-2025 21:57:44;3237.14;36.21;4555268327216945114;057941640032861006435;847971647
BCO05TPOS0000000055;BCO05POS0000110;11-12-2025 19:33:02;4085.77;7.26;1660017937864386524;054442722640667500855;867297816
BCO05TPOS0000000056;BCO05POS0000082;30-05-2025 09:27:11;3902.04;17.35;5564977909401163266;056525183651992516844;856305114
BCO05TPOS0000000057;BCO05POS0000166;02-01-2025 16:45:55;457.49;6.69;3994134080908131602;054424578770559451885;863766615
BCO05TPOS0000000058;BCO05POS0000162;12-11-2025 07:47:22;17369.94;225.12;6402197570999504579;055419101543190689039;872132047
BCO05TPOS0000000059;BCO05POS0000029;01-07-2025 23:11:02;480.13;11.18;9559712597215590086;055789944396679764065;843166454
BCO05TPOS0000000060;BCO05POS0000093;19-03-2025 09:38:31;1280.38;26.00;0097125677960276516;058834168444030314283;874960868
BCO05TPOS0000000061;BCO05POS0000002;18-09-2025 16:27:32;1336.46;28.43;2691923387383646020;058830520823614362936;828771919
BCO05TPOS0000000062;BCO05POS0000055;27-09-2025 11:18:08;805.59;2.79;7859846669737645926;054162343037842891831;821322349
BCO05TPOS0000000063;BCO05POS0000161;09-10-2025 19:34:41;1273.88;28.54;6055163239283228122;053803818863843482200;860554970
BCO05TPOS0000000064;BCO05POS0000180;12-07-2025 08:24:16;2194.35;51.66;5866261387340472061;052015607290208174503;877574804
BCO05TPOS0000000065;BCO05POS0000007;24-08-2025 16:53:56;402.71;2.54;7833967938782192800;052921300849180163954;873501189
BCO05TPOS0000000066;BCO05POS0000091;28-01-2025 19:48:59;7767.61;125.97;0393428644402341852;055942684342447274880;842876185
BCO05TPOS0000000067;BCO05POS0000011;06-03-2025 10:32:30;431.87;7.56;3923713256681761845;055533085161343650465;851807127
BCO05TPOS0000000068;BCO05POS0000159;26-01-2025 08:43:30;965.23;19.83;0042821601417358146;058885531257922397843;842223944
BCO05TPOS0000000069;BCO05POS0000044;05-06-2025 13:54:46;3365.77;12.55;6141127002029193447;053995058305820674021;872687878
BCO05TPOS0000000070;BCO05POS0000003;11-12-2025 11:40:56;267.18;0.45;9287518521071718574;057673901010312327152;878535279
BCO05TPOS0000000071;BCO05POS0000166;08-10-2025 19:56:00;845.94;7.42;2511371515298502500;055019974008651543091;866679292
BCO05TPOS0000000072;BCO05POS0000016;25-01-2025 16:23:35;7923.58;124.67;6021589356603784264;056438640340465261989;850376899
BCO05TPOS0000000073;BCO05POS0000046;22-07-2025 07:03:59;5311.39;126.11;3181283855139284878;057130793692374170793;858847451
BCO05TPOS0000000074;BCO05POS0000044;25-06-2025 11:14:33;8738.77;197.86;4919374109042176225;054621270086654289996;877498169
BCO05TPOS0000000075;BCO05POS0000178;28-09-2025 19:56:04;1660.65;32.62;6812743059385173582;054959076748919211087;823889752
BCO05TPOS0000000076;BCO05POS0000179;12-02-2025 18:40:39;3990.13;20.36;8922654480266078019;052854319748752891737;867213596
BCO05TPOS0000000077;BCO05POS0000052;08-05-2025 20:17:28;890.81;17.10;1060256709648356971;055169726742093855541;873748666
BCO05TPOS0000000078;BCO05POS0000096;28-03-2025 18:32:22;821.35;17.30;0470806936280767109;054229110941173755847;879426714
BCO05TPOS0000000079;BCO05POS0000011;23-10-2025 01:16:24;1718.24;20.96;1363707224086620639;054626527251753911172;868746901
BCO05TPOS0000000080;BCO05POS0000177;25-12-2025 18:30:30;3627.11;6.16;6507299943502923033;052902530353022764442;859471187
BCO05TPOS0000000081;BCO05POS0000196;27-05-2025 10:32:35;321.38;2.65;9267171528055268900;059794975661321626429;875997745
BCO05TPOS0000000082;BCO05POS0000024;10-09-2025 14:09:26;1949.30;20.59;5597118403314429831;059604819280185808064;863678941
BCO05TPOS0000000083;BCO05POS0000116;31-01-2025 15:29:53;393.66;8.80;8032669798266582022;059389322031600258299;854590858
BCO05TPOS0000000084;BCO05POS0000081;01-11-2025 16:50:29;1129.47;3.12;4893828765251574676;052516621063845522525;848644806
BCO05TPOS0000000085;BCO05POS0000008;03-04-2025 17:19:39;2937.18;58.29;0608079873063730806;053293429475125219989;865333261
BCO05TPOS0000000086;BCO05POS0000197;23-11-2025 13:53:36;1347.81;22.79;5062081648764352041;059816183690200180129;868440220
BCO05TPOS0000000087;BCO05POS0000086;19-11-2025 13:54:55;2625.55;7.44;4668379074675936492;050126375354858904284;879727464
BCO05TPOS0000000088;BCO05POS0000127;04-06-2025 16:10:12;2135.11;25.13;0532203619332621876;057169039295799608343;856984657
BCO05TPOS0000000089;BCO05POS0000004;01-12-2025 10:26:48;899.72;19.15;7672930521442380335;050434700041599402915;872047552
BCO05TPOS0000000090;BCO05POS0000069;07-11-2025 15:37:07;1207.84;8.66;1725256877494160006;053650538828783721436;842169896
BCO05TPOS0000000091;BCO05POS0000179;15-07-2025 09:16:08;2213.84;11.79;5641886275362341178;052310339849358030957;874701716
BCO05TPOS0000000092;BCO05POS0000058;05-11-2025 17:51:18;225.75;1.68;6608490313878190079;056987134556588934530;847116811
BCO05TPOS0000000093;BCO05POS0000186;09-09-2025 00:53:39;1430.05;21.92;6466562461823278377;051827379633694994626;827322825
BCO05TPOS0000000094;BCO05POS0000187;09-10-2025 16:04:04;503.99;11.78;8115104131177007700;057691427915860384790;823997198
BCO05TPOS0000000095;BCO05POS0000121;01-05-2025 10:46:22;8772.34;167.40;0245706802499963270;051167418063886793311;841957810
BCO05TPOS0000000096;BCO05POS0000134;11-05-2025 05:22:30;21560.87;254.46;3204775224625564941;059689658441814974428;852971901
BCO05TPOS0000000097;BCO05POS0000161;10-11-2025 09:06:14;468.45;2.48;1830027875668777987;058557230337737418813;860549737
BCO05TPOS0000000098;BCO05POS0000102;10-06-2025 12:57:04;1450.47;24.17;6064735363579657362;059271859162297472560;854097127
BCO05TPOS0000000099;BCO05POS0000063;28-11-2025 04:22:37;1568.27;29.36;3084515744556132105;057076944689115111510;879052348
BCO05TPOS0000000100;BCO05POS0000192;30-05-2025 15:24:16;4713.01;31.64;5868403577516294572;050145767330049679916;874115914
BCO05TPOS0000000101;BCO05POS0000004;22-03-2025 10:35:05;1256.46;17.32;0414458757812038766;051967659773029561097;877931384
BCO05TPOS0000000102;BCO05POS0000195;18-01-2025 12:55:25;1064.95;7.76;8453888595881755750;050711734906716269144;823904231
BCO05TPOS0000000103;BCO05POS0000072;31-05-2025 15:24:32;4837.01;73.26;1157988773932088389;054397649990915281475;864266896
BCO05TPOS0000000104;BCO05POS0000037;22-02-2025 17:59:26;5285.45;124.34;4197514895337543492;051270651876704728725;845823958
BCO05TPOS0000000105;BCO05POS0000053;20-05-2025 07:05:27;311.42;1.96;6153623400627779670;057482183974837313413;877596471
BCO05TPOS0000000106;BCO05POS0000187;17-04-2025 14:39:34;953.82;19.48;3368097815676258283;056917126726279469418;853142998
BCO05TPOS0000000107;BCO05POS0000090;23-03-2025 04:33:03;1166.02;25.20;5147939764803623863;052290456802830172867;871813647
BCO05TPOS0000000108;BCO05POS0000098;26-04-2025 18:05:46;8877.79;184.07;8509219784098038166;058164054437800865249;866961149
BCO05TPOS0000000109;BCO05POS0000011;15-10-2025 18:13:55;837.08;17.66;8415382227952778542;053037231407259149206;868504685
BCO05TPOS0000000110;BCO05POS0000121;20-10-2025 20:28:25;21273.21;379.11;1637367067097279510;052577376320325326087;842100548
BCO05TPOS0000000111;BCO05POS0000164;13-08-2025 12:08:44;3574.83;17.12;4797650355025256110;056078478272945816929;872679086
BCO05TPOS0000000112;BCO05POS0000189;12-06-2025 12:36:49;7708.99;102.08;9972893861361730907;053700321514060467654;876089336
BCO05TPOS0000000113;BCO05POS0000004;05-02-2025 08:06:10;400.32;9.61;5337553424264553262;054697609697208327644;868240736
BCO05TPOS0000000114;BCO05POS0000158;25-05-2025 12:26:22;2515.72;6.90;5766975507841839534;057562171048333350109;841551320
BCO05TPOS0000000115;BCO05POS0000005;24-07-2025 17:56:47;1977.83;6.84;6637802635808785654;056525183651992516844;846190171
BCO05TPOS0000000116;BCO05POS0000079;04-09-2025 15:47:07;1093.81;25.63;6950715913785577143;054168144661045128684;822695877
BCO05TPOS0000000117;BCO05POS0000076;06-10-2025 14:47:51;9739.92;15.31;9144603393996691730;053839183396193026326;826087231
BCO05TPOS0000000118;BCO05POS0000170;23-11-2025 13:31:40;637.14;7.44;9831479986658896302;052441118207267500741;842909895
BCO05TPOS0000000119;BCO05POS0000086;19-01-2025 14:07:09;1839.33;42.79;4596642713999901536;059546124069958613632;858016795
BCO05TPOS0000000120;BCO05POS0000004;18-07-2025 18:44:23;1263.56;2.08;1528009089185156142;059011190321225201623;871913447
BCO05TPOS0000000121;BCO05POS0000059;28-10-2025 18:59:50;1426.82;34.41;2048298168053774115;052006799796276941275;822617554
BCO05TPOS0000000122;BCO05POS0000074;30-04-2025 21:12:48;856.18;20.84;3733866006292145337;057814331158979675334;842681995
BCO05TPOS0000000123;BCO05POS0000070;21-11-2025 16:00:55;643.87;8.89;1610923094887028070;055682553605096060458;844494890
BCO05TPOS0000000124;BCO05POS0000109;04-09-2025 05:17:32;234.30;3.57;0638478889991223725;050532908504473770327;856741069
BCO05TPOS0000000125;BCO05POS0000018;06-04-2025 12:26:48;6667.96;165.87;3259393839352074581;053862212888320154012;866048512
BCO05TPOS0000000126;BCO05POS0000023;01-12-2025 08:51:01;5153.81;84.35;5053812637771818541;053054703074200621180;829662731
BCO05TPOS0000000127;BCO05POS0000164;26-05-2025 10:00:01;7780.86;49.96;4029359696427522125;059931870686204533124;875240536
BCO05TPOS0000000128;BCO05POS0000152;26-01-2025 11:24:07;1280.79;31.16;7017514357629115603;051083933941437481827;827817748
BCO05TPOS0000000129;BCO05POS0000171;16-10-2025 18:51:37;476.50;3.73;1514392838392045504;054352042234155648503;853765340
BCO05TPOS0000000130;BCO05POS0000011;05-07-2025 11:09:57;951.41;1.87;3395890121165338136;059151005081909195642;828369405
BCO05TPOS0000000131;BCO05POS0000170;22-10-2025 17:22:31;453.90;11.22;2265174898519359027;055399454611006080128;872337109
BCO05TPOS0000000132;BCO05POS0000162;04-06-2025 15:14:07;1005.47;10.18;8657233058381631429;054305708886449469522;875634543
BCO05TPOS0000000133;BCO05POS0000007;17-07-2025 17:23:07;8594.07;106.15;1744935863356260491;053449023949237419870;864695543
BCO05TPOS0000000134;BCO05POS0000038;04-01-2025 20:51:15;644.81;8.71;9160290158193748372;056255981592910461406;863996959
BCO05TPOS0000000135;BCO05POS0000043;06-11-2025 17:23:38;2504.38;49.24;1681038736253244711;051655630464173301317;847641747
BCO05TPOS0000000136;BCO05POS0000173;13-08-2025 11:25:19;12078.31;206.61;0271002936987060492;059007405585805969880;877522839
BCO05TPOS0000000137;BCO05POS0000078;06-10-2025 11:09:14;838.28;19.76;1042102169990657380;053307081112140645776;879972679
BCO05TPOS0000000138;BCO05POS0000111;13-05-2025 20:16:52;3409.53;81.97;2366178808179913426;057214339308070161304;875567128
BCO05TPOS0000000139;BCO05POS0000182;28-03-2025 16:14:00;10910.02;228.44;8101098252719522137;050565348139223362527;825064803
BCO05TPOS0000000140;BCO05POS0000050;19-07-2025 16:57:02;891.81;19.63;4914540277389929667;054780207082643694436;848030241
BCO05TPOS0000000141;BCO05POS0000007;10-04-2025 15:01:16;1411.31;26.95;0877947833511993282;056679227910091834749;854303797
BCO05TPOS0000000142;BCO05POS0000146;20-12-2025 11:07:12;1332.73;1.39;9585292454993430976;054350261834628644248;823675601
BCO05TPOS0000000143;BCO05POS0000139;11-03-2025 08:27:29;1801.57;21.40;5420165479610332654;059803561518384620975;875856709
BCO05TPOS0000000144;BCO05POS0000145;19-12-2025 11:41:19;477.29;0.81;8097437553050963572;056127478771740624424;824752755
BCO05TPOS0000000145;BCO05POS0000146;30-07-2025 08:11:07;1085.47;9.40;0527387377209379870;054734508277740150841;852157992
BCO05TPOS0000000146;BCO05POS0000151;05-04-2025 10:51:28;10311.81;101.40;6852084507403048046;059029098547924434085;873659638
BCO05TPOS0000000147;BCO05POS0000118;26-05-2025 08:43:27;1110.23;15.45;9616745598786930405;051878885477410400497;855373237
BCO05TPOS0000000148;BCO05POS0000107;16-04-2025 05:24:57;655.81;12.50;2275809334521334210;054446452415671913216;874880850
BCO05TPOS0000000149;BCO05POS0000185;13-05-2025 07:57:08;1281.42;26.59;2700457493378020508;057979121555614057477;873665227
BCO05TPOS0000000150;BCO05POS0000190;03-04-2025 19:10:44;1691.62;37.37;2156590827264102087;050524700485491947442;825598543
BCO05TPOS0000000151;BCO05POS0000103;17-10-2025 12:56:18;1143.10;9.27;7849436713019128357;055522134146348260619;841769007
BCO05TPOS0000000152;BCO05POS0000108;19-02-2025 14:41:20;8310.97;105.64;5079213156924592305;050762066846045540208;845118362
BCO05TPOS0000000153;BCO05POS0000030;30-05-2025 19:44:41;786.45;9.94;8463606494526964432;050396329951854916051;878868280
BCO05TPOS0000000154;BCO05POS0000137;30-06-2025 11:34:36;1221.06;5.76;2718734501834623168;050139450159929589122;856806314
BCO05TPOS0000000155;BCO05POS0000177;05-07-2025 11:00:26;4848.64;54.99;8273525256641465579;054346381198944439796;846316527
BCO05TPOS0000000156;BCO05POS0000014;20-05-2025 18:17:04;3793.78;15.81;1863222836708239690;055232960484264364102;855283889
BCO05TPOS0000000157;BCO05POS0000106;13-12-2025 20:21:46;1605.31;27.18;2441762831267133851;050277801420436728550;869309491
BCO05TPOS0000000158;BCO05POS0000125;13-03-2025 16:27:59;4034.04;19.31;6388710546903167967;051276273787226260308;846626977
BCO05TPOS0000000159;BCO05POS0000054;29-03-2025 12:07:41;1362.56;11.78;8096575954932052805;058674473844952106258;868817904
BCO05TPOS0000000160;BCO05POS0000053;25-10-2025 20:41:36;240.14;4.26;6064410418872123179;052063013119821761489;861219522
BCO05TPOS0000000161;BCO05POS0000109;22-03-2025 19:36:33;893.18;0.98;6927378114445212604;051379395326337418173;844684697
BCO05TPOS0000000162;BCO05POS0000065;20-10-2025 14:24:46;841.70;15.39;1303075902837276923;058342851469018271337;875017718
BCO05TPOS0000000163;BCO05POS0000056;24-05-2025 09:40:47;254.64;4.21;5370662872032032259;050115864337611304413;867020598
BCO05TPOS0000000164;BCO05POS0000091;25-01-2025 18:42:26;804.69;15.90;6671272567792273191;055769948716299489735;870411485
BCO05TPOS0000000165;BCO05POS0000004;07-07-2025 09:43:43;235.03;3.55;5658686052690550937;051761209117151897425;856417337
BCO05TPOS0000000166;BCO05POS0000051;04-01-2025 18:00:04;474.66;2.25;4097612035584187697;051090337783765756999;822957047
BCO05TPOS0000000167;BCO05POS0000178;16-11-2025 17:23:28;4443.89;15.68;9031955755789234528;057451067839942684895;854374178
BCO05TPOS0000000168;BCO05POS0000084;25-10-2025 17:54:06;2733.26;39.04;0168759843114463793;051592700795111887060;871441961
BCO05TPOS0000000169;BCO05POS0000028;22-12-2025 09:38:19;5534.74;32.03;3315491302122777451;056640995634439773940;853730866
BCO05TPOS0000000170;BCO05POS0000192;16-06-2025 08:41:55;761.52;8.19;9122249132197497902;050376683794822096448;823135466
BCO05TPOS0000000171;BCO05POS0000005;19-01-2025 16:49:32;1729.43;22.08;9911788282059741902;054353085292806566410;876254364
BCO05TPOS0000000172;BCO05POS0000142;04-12-2025 16:59:38;946.60;22.25;2506181978077740585;052913123370419768862;863837235
BCO05TPOS0000000173;BCO05POS0000162;28-10-2025 09:19:59;3769.01;24.73;3527034190178389297;055937335225325234961;848754811
BCO05TPOS0000000174;BCO05POS0000089;26-01-2025 14:51:13;946.74;1.84;1837210034728089394;057730746675554401691;873819427
BCO05TPOS0000000175;BCO05POS0000181;28-06-2025 11:35:58;1623.28;16.59;5099201415591028340;055682114249656631895;866942816
BCO05TPOS0000000176;BCO05POS0000029;01-01-2025 22:20:20;584.18;4.08;6130571455734727065;050624203972130929497;820274376
BCO05TPOS0000000177;BCO05POS0000144;11-10-2025 17:41:33;2420.14;9.05;6428640651832233754;051168910741817300434;829781493
BCO05TPOS0000000178;BCO05POS0000166;30-11-2025 15:47:12;4289.29;58.40;1051301669730155891;054797884825428622788;869561019
BCO05TPOS0000000179;BCO05POS0000008;16-10-2025 10:16:47;1837.30;7.04;8199473397185864536;055642642792659716141;845456955
BCO05TPOS0000000180;BCO05POS0000078;15-10-2025 17:12:42;1563.36;12.67;8256276677231039072;057346688773350125390;873306625
BCO05TPOS0000000181;BCO05POS0000189;03-12-2025 20:00:36;12090.28;122.87;5644192126441333359;051959557138063519418;879356753
BCO05TPOS0000000182;BCO05POS0000119;03-10-2025 18:54:40;731.71;17.41;5224881686761215337;051067979914723277537;849089435
BCO05TPOS0000000183;BCO05POS0000080;22-12-2025 16:40:15;1570.13;17.06;5508938523743236457;051188671540267566795;848500779
BCO05TPOS0000000184;BCO05POS0000072;29-10-2025 21:13:29;1464.25;6.25;5675128967042458830;053095242076772114195;848931916
BCO05TPOS0000000185;BCO05POS0000159;05-10-2025 10:48:19;623.19;3.81;7744346407116172968;052606233032595900628;820201085
BCO05TPOS0000000186;BCO05POS0000009;08-02-2025 19:29:57;251.28;5.06;9588017366675033394;058880074566691719609;827016331
BCO05TPOS0000000187;BCO05POS0000024;05-01-2025 17:15:36;7119.65;50.22;3948324987991888400;054584679952445493383;841754062
BCO05TPOS0000000188;BCO05POS0000187;28-04-2025 13:19:07;394.25;3.66;6606460328378624463;057383677808020945268;876524596
BCO05TPOS0000000189;BCO05POS0000094;27-04-2025 22:14:11;431.89;9.78;0483130710033227252;055214236380773492667;841830971
BCO05TPOS0000000190;BCO05POS0000086;08-03-2025 07:27:42;2287.89;45.82;1758053368100280283;051574332400483778814;829167787
BCO05TPOS0000000191;BCO05POS0000033;22-05-2025 21:35:41;3131.18;73.55;5777624435512834592;058662869257625958207;844451215
BCO05TPOS0000000192;BCO05POS0000108;03-06-2025 11:47:00;3096.86;71.53;7341622119874076049;058982921959256454290;879993002
BCO05TPOS0000000193;BCO05POS0000114;27-02-2025 06:41:32;2425.01;12.44;1821549546273064727;057726094256709180198;859051303
BCO05TPOS0000000194;BCO05POS0000076;21-11-2025 19:44:59;28791.57;284.17;6659391595172771921;053255663258010945473;821814987
BCO05TPOS0000000195;BCO05POS0000094;12-01-2025 12:16:25;907.56;21.68;0437660195782464057;055784746659974875942;850740759
BCO05TPOS0000000196;BCO05POS0000053;17-12-2025 13:13:02;226.42;1.78;8548691821886206390;058695015875619365741;820177469
BCO05TPOS0000000197;BCO05POS0000127;28-09-2025 12:43:13;387.20;8.64;8830772588099665130;059314836778622560447;820165372
BCO05TPOS0000000198;BCO05POS0000126;09-08-2025 14:38:38;1505.46;7.34;2808390029885054821;051356737035983419307;844540940
BCO05TPOS0000000199;BCO05POS0000123;07-02-2025 20:30:23;4313.31;82.28;7081573345668169921;050938346410101066927;829170209
BCO05TPOS0000000200;BCO05POS0000199;08-02-2025 11:45:00;2331.48;7.51;2114107576450423893;057841313952275860301;846130855
BCO05TPOS0000000201;BCO05POS0000054;26-03-2025 16:50:34;453.89;1.88;2923004207896907364;052867943645334778376;877254354
BCO05TPOS0000000202;BCO05POS0000031;17-02-2025 17:35:28;878.63;11.06;8069286151490317869;051368810135405469793;866341221
BCO05TPOS0000000203;BCO05POS0000007;01-07-2025 18:56:12;2694.13;39.97;7776990191451593358;052016691124209506774;879431189
BCO05TPOS0000000204;BCO05POS0000110;07-03-2025 16:30:55;14285.62;340.30;6944166152362112412;059937275323523704305;820063201
BCO05TPOS0000000205;BCO05POS0000013;01-12-2025 15:22:49;2359.68;22.31;7184436688068517454;058409037409486072970;865800798
BCO05TPOS0000000206;BCO05POS0000180;12-09-2025 14:19:55;2223.80;16.39;5135895368757100379;053825335529065007307;877907494
BCO05TPOS0000000207;BCO05POS0000176;03-02-2025 16:45:17;523.06;5.15;2928972053862200845;055570326102898288953;847549555
BCO05TPOS0000000208;BCO05POS0000175;13-05-2025 12:48:02;1217.27;4.42;3160322384194769531;056199971817160981082;829228730
BCO05TPOS0000000209;BCO05POS0000114;08-12-2025 18:06:31;5040.94;85.42;3435131928519553760;054013790658118271723;859387744
BCO05TPOS0000000210;BCO05POS0000187;01-04-2025 08:34:52;674.37;8.66;4376125728310215782;055258143513524199723;859049742
BCO05TPOS0000000211;BCO05POS0000047;29-08-2025 22:35:42;261.78;2.08;5867301991853466421;058141297388036477780;851456459
BCO05TPOS0000000212;BCO05POS0000181;22-07-2025 15:06:10;303.73;1.41;6654475974013005690;059031666716746435363;827071367
BCO05TPOS0000000213;BCO05POS0000097;03-07-2025 10:51:56;1327.61;6.32;7454815655263061999;056221380768640975378;871259722
BCO05TPOS0000000214;BCO05POS0000013;31-05-2025 11:58:55;2238.35;42.71;0649048493933770982;054351393484176808011;853472355
