NUIB;Número do cliente;Código da agência bancária;Designação da agência bancária;Referência do pedido;Referência do crédito;Canal de submissão;Data da submissão;Resultado da apreciação do pedido;Motivo da rejeição;Tipo de cliente em relação à operação;Tipo de crédito;Âmbito de crédito;Cliente entidade correlacionada;Código do produto de crédito;Designação do produto de crédito;Tipo de amortização;Modalidade do crédito;Indicador crédito verde;Finalidade do crédito;Montante solicitado;Montante aprovado;Moeda da operação;Data da contratação;Data efectiva do 1º desembolso/ utilização;Data do 1º pagamento de capital;Período de deferimento;Data de maturidade;Número de prestações;Frequência de reembolsos;Tipo de taxas de juros;Taxa de juro de referência;Spread da taxa de juros;Comissão do crédito por assinatura;Cedência da operação;Crédito Segurado;Operação vinculada ao sindicato;Local de utilização;Latitude;Longitude;Actividade económica;Origem de recursos;Percentagem dos recursos consignados
29127774379;CLI192336761843256220;AG070702;Agência Dondo;BCO04PED000000011;BCO04CRD000000011;O;31-01-2025;R;61;N;1;3;N;COM01;COM01 Produto de crédito;OUT;200;NVE;109;688403.58;0.00;MZN;;;;32;;0;2;1;6;9.3396;9403.25;S;S;S;070702;-24.6224;31.7249;41000;M;78.20
58250008434;CLI980674463622468668;AG100701;Agência Moamba;BCO04PED000000012;BCO04CRD000000012;D;15-01-2025;A;;N;2;3;N;AGR01;AGR01 Produto de crédito;BUL;404;NVE;103;552985.98;541376.92;USD;03-02-2025;06-02-2025;08-03-2025;87;11-01-2027;113;8;2;7;8.6829;11736.49;N;S;N;100704;-21.7266;33.1548;96020;P;
49574031009;CLI022602184609674686;AG080801;Agência Mabote;BCO04PED000000013;BCO04CRD000000013;P;09-11-2025;A;;N;1;1;N;PME01;PME01 Produto de crédito;FIA;300;NVE;100;447922.14;304690.35;MZN;02-12-2025;07-12-2025;06-01-2026;115;26-08-2033;34;8;1;6;9.6188;14480.34;N;S;S;080801;-25.2267;34.0784;49230;P;
43882564094;CLI617230853214660675;AG032207;Agência Larde;BCO04PED000000014;BCO04CRD000000014;A;24-07-2025;A;;N;1;1;N;PES01;PES01 Produto de crédito;FIA;401;NVE;102;745461.13;740797.35;USD;03-08-2025;10-08-2025;09-09-2025;11;11-11-2034;62;9;1;6;0.5000;17934.16;S;S;N;032201;-15.2770;38.1903;47110;C;
65416010690;CLI414703999666568376;AG090203;Agência Bilene;BCO04PED000000015;BCO04CRD000000015;A;27-03-2025;A;;N;1;3;N;COM01;COM01 Produto de crédito;FIA;203;NVE;101;983906.68;719844.54;USD;18-04-2025;24-04-2025;24-05-2025;20;14-06-2034;56;4;1;1;8.7998;604.23;N;N;S;090201;-21.7286;39.8160;55101;C;
28340039729;CLI545119121576455953;AG100606;Agência Matutuine;BCO04PED000000016;BCO04CRD000000016;P;07-03-2025;A;;N;1;3;N;PME01;PME01 Produto de crédito;FIA;202;NVE;110;1222470.35;1027420.56;MZN;10-03-2025;10-03-2025;09-04-2025;31;28-01-2026;108;4;1;4;4.5097;15683.10;N;N;S;100602;-14.2051;33.2692;47110;P;
26535814700;CLI572663697651591579;AG090301;Agência Chibuto;BCO04PED000000017;BCO04CRD000000017;A;12-07-2025;A;;N;1;3;N;COM01;COM01 Produto de crédito;BUL;102;NVE;109;300919.73;218994.74;MZN;19-07-2025;20-07-2025;19-08-2025;17;06-12-2033;105;2;1;7;8.6911;6442.98;N;S;S;090303;-11.8699;32.6958;64190;P;
92484991177;CLI181383600133471657;AG050507;Agência Chifunde;BCO04PED000000018;BCO04CRD000000018;A;12-09-2025;A;;E;1;3;N;PES01;PES01 Produto de crédito;FIA;102;NVE;203;2967489.31;2444680.58;MZN;07-10-2025;11-10-2025;10-11-2025;114;11-05-2031;94;6;1;8;2.6602;3906.95;N;N;S;050502;-18.4742;33.8201;85210;M;32.92
36832546448;CLI522553884958389389;AG100607;Agência Matutuine;BCO04PED000000019;BCO04CRD000000019;P;11-03-2025;A;;N;1;2;N;HAB01;HAB01 Produto de crédito;JUR;300;VER;111;414364.35;371446.70;MZN;02-04-2025;04-04-2025;04-05-2025;123;17-12-2028;27;1;3;4;9.0584;6303.57;N;S;N;100602;-15.0081;31.4418;47300;C;
32375906018;CLI672931078906226391;AG021004;Agência Montepuez;BCO04PED000000020;BCO04CRD000000020;P;18-03-2025;A;;N;1;3;N;HAB01;HAB01 Produto de crédito;FIA;404;NVE;111;547873.18;517505.94;MZN;03-04-2025;06-04-2025;06-05-2025;37;04-11-2025;114;8;1;5;10.9460;12037.50;S;S;N;021003;-19.4296;31.4001;01130;C;
61951976866;CLI455748382142195692;AG041809;Agência Derre;BCO04PED000000021;BCO04CRD000000021;P;31-03-2025;A;;N;1;2;C;EMP01;EMP01 Produto de crédito;SLA;100;NVE;110;1133386.42;940440.73;MZN;12-04-2025;14-04-2025;14-05-2025;120;04-11-2033;96;6;1;5;8.4624;10837.40;N;S;N;041801;-22.7406;38.0617;47110;P;
81469869527;CLI866301703080239001;AG030907;Agência Memba;BCO04PED000000022;BCO04CRD000000022;D;15-08-2025;A;;N;1;3;N;COM01;COM01 Produto de crédito;OUT;100;NVE;104;185715.78;177050.63;MZN;03-09-2025;11-09-2025;11-10-2025;81;04-10-2031;35;7;1;3;10.2042;7180.66;S;S;N;030902;-14.5704;30.7142;49230;C;
49691677295;CLI749976276430462678;AG020304;Agência Balama;BCO04PED000000023;BCO04CRD000000023;A;05-08-2025;A;;N;1;3;N;PME01;PME01 Produto de crédito;BUL;403;NVE;202;5060674.10;3872871.33;MZN;20-08-2025;21-08-2025;20-09-2025;51;27-12-2030;23;9;2;4;2.9814;8833.02;S;S;N;020301;-16.7422;30.9939;41000;P;
72694317506;CLI934301527381929929;AG071302;Agência Nhamatanda;BCO04PED000000024;BCO04CRD000000024;D;08-08-2025;A;;N;1;3;N;AGR01;AGR01 Produto de crédito;BUL;100;NVE;107;771043.74;761402.55;MZN;25-08-2025;31-08-2025;30-09-2025;69;05-05-2027;50;5;2;8;8.5085;11015.57;S;S;N;071302;-11.5800;39.3941;56101;C;
38065178859;CLI145336762579923029;AG021408;Agência Nangade;BCO04PED000000025;BCO04CRD000000025;P;20-06-2025;A;;N;1;3;N;PES01;PES01 Produto de crédito;OUT;101;NVE;205;7619074.46;4240035.14;MZN;20-07-2025;22-07-2025;21-08-2025;28;19-01-2033;44;8;2;8;2.8837;15704.20;S;S;S;021401;-21.7700;31.9287;64190;M;24.49
98601037305;CLI666989336755501688;AG051102;Agência Mutarara;BCO04PED000000026;BCO04CRD000000026;P;22-06-2025;A;;N;1;3;N;EMP01;EMP01 Produto de crédito;JUR;101;NVE;203;14769349.49;11595572.84;USD;18-07-2025;28-07-2025;27-08-2025;158;24-02-2034;94;6;1;7;6.2064;9267.39;N;N;N;051101;-17.2369;36.5028;47300;C;
06077640916;CLI081039995290210814;AG010301;Agência Lago;BCO04PED000000027;BCO04CRD000000027;O;20-04-2025;A;;N;1;3;N;EMP01;EMP01 Produto de crédito;IRR;404;NVE;105;694473.58;514916.13;USD;08-05-2025;14-05-2025;13-06-2025;6;27-10-2034;77;4;1;7;1.9860;5468.44;S;S;N;010301;-18.5252;37.7159;49230;C;
09664432184;CLI567426368343468827;AG030206;Agência Angoche;BCO04PED000000028;BCO04CRD000000028;A;30-05-2025;A;;N;1;3;N;HAB01;HAB01 Produto de crédito;FIA;102;NVE;104;359728.68;291062.37;MZN;11-06-2025;14-06-2025;14-07-2025;79;23-07-2028;82;1;1;4;9.5409;10251.66;N;N;S;030202;-10.3281;39.5145;55101;C;
72052307247;CLI837145843920973001;AG100102;Agência Cidade da Matola;BCO04PED000000029;BCO04CRD000000029;O;17-04-2025;A;;N;1;3;N;COM01;COM01 Produto de crédito;BUL;101;NVE;103;624921.93;592411.35;MZN;24-04-2025;25-04-2025;25-05-2025;153;22-09-2027;77;8;1;7;3.2197;15916.51;N;S;N;100103;-13.3287;33.2625;85210;C;
57109731912;CLI504625413907474439;AG011303;Agência Muembe;BCO04PED000000030;BCO04CRD000000030;A;13-05-2025;A;;N;1;3;N;COM01;COM01 Produto de crédito;OUT;403;NVE;109;141472.95;129909.67;MZN;05-06-2025;12-06-2025;12-07-2025;132;09-12-2031;93;7;1;2;4.8778;9701.55;N;N;N;011302;-12.4078;31.4851;64190;C;
44506583764;CLI387080607984026564;AG030704;Agência Meconta;BCO04PED000000031;BCO04CRD000000031;O;27-03-2025;P;;N;1;3;N;PES01;PES01 Produto de crédito;OUT;103;NVE;102;728858.67;0.00;MZN;;;;72;;0;3;3;4;5.9021;7098.00;N;N;N;030701;-25.6503;34.4550;47730;M;64.67
02310358577;CLI710568264828372690;AG100405;Agência Manhica;BCO04PED000000032;BCO04CRD000000032;D;31-03-2025;A;;N;3;3;N;PES01;PES01 Produto de crédito;FIA;204;NVE;110;3888134.75;3122580.44;USD;27-04-2025;30-04-2025;30-05-2025;13;14-01-2028;110;9;2;3;8.6584;17897.51;N;N;N;100406;-16.1884;31.8733;47300;M;34.70
38196336480;CLI948383330570864761;AG050905;Agência Marávia;BCO04PED000000033;BCO04CRD000000033;D;01-01-2025;A;;N;1;3;N;AGR01;AGR01 Produto de crédito;JUR;102;NVE;110;1050025.16;858741.78;MZN;11-01-2025;11-01-2025;10-02-2025;8;06-05-2034;111;3;1;2;8.4980;7655.82;N;N;S;050901;-16.4320;36.8030;47110;P;
05927300844;CLI743836880012572518;AG091409;Agência Mapai;BCO04PED000000034;BCO04CRD000000034;P;03-05-2025;A;;N;1;3;N;HAB01;HAB01 Produto de crédito;JUR;400;VER;100;970933.10;812799.84;MZN;26-05-2025;04-06-2025;04-07-2025;72;28-11-2027;83;6;1;7;8.6578;7693.47;N;N;N;091401;-12.0361;36.3433;85210;M;52.92
65827497680;CLI808626250231536342;AG090906;Agência Mandlakazi;BCO04PED000000035;BCO04CRD000000035;O;14-11-2025;A;;N;1;3;N;HAB01;HAB01 Produto de crédito;IRR;102;NVE;206;4613286.00;3668757.02;MZN;06-12-2025;11-12-2025;10-01-2026;57;13-10-2028;25;7;1;7;3.2983;14668.41;S;S;N;090902;-20.6302;37.1601;49230;P;
53043956771;CLI664489781048944932;AG031504;Agência Muecate;BCO04PED000000036;BCO04CRD000000036;P;23-04-2025;A;;N;1;3;N;PES01;PES01 Produto de crédito;IRR;203;VER;100;1986513.94;1446179.19;MZN;28-04-2025;07-05-2025;06-06-2025;140;04-08-2026;48;4;1;7;4.3638;5501.98;N;S;S;031501;-19.4303;37.2410;85210;C;
70329513571;CLI742021857254170004;AG020309;Agência Balama;BCO04PED000000037;BCO04CRD000000037;P;31-10-2025;A;;N;1;3;N;PME01;PME01 Produto de crédito;SLA;103;NVE;105;480625.87;451073.27;MZN;07-11-2025;07-11-2025;07-12-2025;110;14-03-2030;36;8;1;1;6.6318;11192.66;N;S;S;020301;-12.8796;38.1315;47730;P;
08377692596;CLI166678766394030473;AG031206;Agência Moma;BCO04PED000000038;BCO04CRD000000038;D;27-08-2025;A;;N;1;1;N;PME01;PME01 Produto de crédito;BUL;300;NVE;108;199504.43;143070.76;MZN;03-09-2025;08-09-2025;08-10-2025;90;04-06-2030;93;8;1;4;8.1434;12960.31;N;S;N;031202;-12.6784;37.9799;49230;M;51.45
22939917461;CLI391051976419741410;AG031103;Agência Mogovolas;BCO04PED000000039;BCO04CRD000000039;D;01-04-2025;A;;N;3;1;N;EMP01;EMP01 Produto de crédito;BUL;403;NVE;105;102032.34;63461.09;MZN;12-04-2025;12-04-2025;12-05-2025;81;01-09-2029;50;9;1;7;6.2749;1091.00;N;N;S;031102;-24.4033;33.0371;41000;M;32.65
08444777365;CLI498273147584351103;AG040101;Agência Quelimane;BCO04PED000000040;BCO04CRD000000040;O;04-06-2025;A;;N;1;3;N;PES01;PES01 Produto de crédito;SLA;402;NVE;107;1124806.10;754987.30;MZN;05-06-2025;12-06-2025;12-07-2025;165;18-02-2033;6;7;2;8;5.0722;109.22;N;S;N;040102;-17.7960;38.2172;47730;M;53.09
07062668923;CLI860710811825704078;AG050409;Agência Changara;BCO04PED000000041;BCO04CRD000000041;A;14-05-2025;A;;N;1;3;N;AGR01;AGR01 Produto de crédito;IRR;402;NVE;103;531650.72;498688.46;MZN;04-06-2025;08-06-2025;08-07-2025;151;22-03-2030;18;4;2;5;6.6105;2224.83;N;S;S;050402;-23.0844;35.8968;47210;P;
48034319569;CLI571743797628151567;AG030801;Agência Mecuburi;BCO04PED000000042;BCO04CRD000000042;A;24-03-2025;A;;N;1;3;C;AGR01;AGR01 Produto de crédito;OUT;201;NVE;108;466399.15;333135.31;MZN;30-03-2025;09-04-2025;09-05-2025;74;08-02-2029;43;1;1;3;5.9631;5552.87;N;S;S;030801;-20.3482;37.4333;01110;P;
75523702931;CLI556951571989775484;AG030402;Agência Ilha de Mocambique;BCO04PED000000043;BCO04CRD000000043;D;06-01-2025;R;40;N;1;3;N;EMP01;EMP01 Produto de crédito;IRR;300;VER;204;11836708.66;0.00;MZN;;;;165;;0;6;1;7;5.0647;19947.58;S;N;S;030402;-14.4882;36.3042;41000;M;73.40
40866425829;CLI043887076442191301;AG070208;Agência Buzi;BCO04PED000000044;BCO04CRD000000044;D;23-07-2025;A;;N;1;3;N;HAB01;HAB01 Produto de crédito;SLA;103;NVE;102;1001450.85;617185.48;MZN;20-08-2025;27-08-2025;26-09-2025;17;23-07-2034;6;3;1;8;8.5071;652.58;S;N;S;070202;-22.6713;31.4096;47110;P;
51944368278;CLI933045260553877398;AG020802;Agência Meluco;BCO04PED000000045;BCO04CRD000000045;A;19-01-2025;A;;N;1;1;N;AGR01;AGR01 Produto de crédito;JUR;202;NVE;104;999586.48;717391.96;MZN;02-02-2025;10-02-2025;12-03-2025;101;03-06-2028;67;3;2;4;7.8989;12068.71;S;S;N;020802;-18.4175;34.7234;47300;P;
84836622340;CLI500427039714516178;AG050705;Agência Macanga;BCO04PED000000046;BCO04CRD000000046;A;20-09-2025;A;;N;1;3;N;COM01;COM01 Produto de crédito;FIA;404;NVE;107;326943.63;317269.98;USD;26-09-2025;26-09-2025;26-10-2025;142;24-11-2027;17;1;1;4;4.5773;19660.25;N;N;S;050701;-17.9398;36.4226;47730;C;
17824649095;CLI817400319440939920;AG090101;Agência Xai-Xai;BCO04PED000000047;BCO04CRD000000047;D;18-11-2025;A;;N;1;3;N;EMP01;EMP01 Produto de crédito;IRR;103;NVE;101;211729.09;193785.08;MZN;04-12-2025;07-12-2025;06-01-2026;147;05-07-2026;114;8;3;8;1.8612;6544.61;S;S;N;090104;-15.1213;31.7263;01130;P;
72514912704;CLI857767005133948606;AG032102;Agência Ribáuè;BCO04PED000000048;BCO04CRD000000048;O;08-03-2025;A;;N;1;3;N;COM01;COM01 Produto de crédito;SLA;402;NVE;105;462315.96;444836.55;MZN;22-03-2025;22-03-2025;21-04-2025;68;17-05-2030;60;6;1;4;5.3643;7996.29;S;S;N;032101;-24.7843;39.2534;85210;C;
03997211700;CLI528561675378552108;AG050905;Agência Marávia;BCO04PED000000049;BCO04CRD000000049;O;10-10-2025;A;;N;1;3;N;PME01;PME01 Produto de crédito;FIA;201;NVE;111;1652455.97;1329698.80;MZN;12-10-2025;21-10-2025;20-11-2025;108;08-05-2028;78;6;1;1;6.8405;13598.63;N;S;N;050902;-15.6584;35.3773;01130;P;
78274485909;CLI694511564843201397;AG041805;Agência Derre;BCO04PED000000050;BCO04CRD000000050;O;21-04-2025;A;;E;1;3;N;PME01;PME01 Produto de crédito;JUR;401;NVE;201;7327581.71;4862844.40;MZN;06-05-2025;09-05-2025;08-06-2025;27;31-03-2028;67;7;1;4;4.5902;10489.62;N;S;N;041801;-14.4135;35.0184;85210;P;
38937363328;CLI557408635491932893;AG070107;Agência Cidade da Beira;BCO04PED000000051;BCO04CRD000000051;P;15-08-2025;A;;N;1;3;N;EMP01;EMP01 Produto de crédito;SLA;204;NVE;101;993840.52;790361.96;MZN;12-09-2025;17-09-2025;17-10-2025;152;30-10-2032;107;9;1;7;8.9899;912.34;S;S;S;070101;-13.0930;34.8366;47730;M;33.39
79378792998;CLI621868535336065778;AG081305;Agência Vilankulo;BCO04PED000000052;BCO04CRD000000052;A;13-06-2025;R;10;E;1;3;N;AGR01;AGR01 Produto de crédito;BUL;204;VER;202;4261053.27;0.00;MZN;;;;14;;0;9;1;5;3.3775;10113.50;N;N;N;081301;-10.6539;36.8916;55101;M;74.56
22856359997;CLI648921345065685067;AG032002;Agência Rapale;BCO04PED000000053;BCO04CRD000000053;P;08-10-2025;P;;N;1;3;N;HAB01;HAB01 Produto de crédito;FIA;101;NVE;111;150769.65;0.00;MZN;;;;123;;0;8;1;1;5.7680;14929.25;S;N;N;032003;-25.9671;30.5259;47110;C;
77512955004;CLI304029576477952679;AG100501;Agência Marracuene;BCO04PED000000054;BCO04CRD000000054;P;17-11-2025;A;;E;1;3;N;EMP01;EMP01 Produto de crédito;OUT;200;NVE;201;14436415.66;13399714.02;MZN;10-12-2025;20-12-2025;19-01-2026;39;27-11-2031;19;8;1;2;1.6112;15905.22;S;S;N;100502;-22.2596;36.8812;56101;C;
45515703039;CLI215746506024335743;AG071107;Agência Marromeu;BCO04PED000000055;BCO04CRD000000055;P;26-04-2025;R;10;N;1;3;N;COM01;COM01 Produto de crédito;JUR;300;NVE;102;463986.79;0.00;MZN;;;;138;;0;7;3;2;9.5168;7318.90;N;S;N;071102;-19.1007;32.1287;47300;P;
40386317483;CLI088436635141974023;AG100606;Agência Matutuine;BCO04PED000000056;BCO04CRD000000056;P;10-10-2025;A;;N;1;3;N;COM01;COM01 Produto de crédito;IRR;100;NVE;107;2664577.05;2170366.28;MZN;06-11-2025;11-11-2025;11-12-2025;11;02-05-2028;23;2;1;8;9.3651;6737.58;S;N;S;100605;-18.9524;30.8197;86100;P;
19093111215;CLI456290714134335796;AG100608;Agência Matutuine;BCO04PED000000057;BCO04CRD000000057;P;05-10-2025;A;;N;1;1;N;PME01;PME01 Produto de crédito;OUT;103;NVE;108;273213.77;150848.65;MZN;01-11-2025;08-11-2025;08-12-2025;126;17-09-2033;96;5;1;8;7.2225;10611.64;N;S;N;100603;-17.2266;33.1961;01130;M;35.18
68546651280;CLI336882994944589901;AG042107;Agência Molumbo;BCO04PED000000058;BCO04CRD000000058;D;08-07-2025;A;;N;1;3;N;PES01;PES01 Produto de crédito;FIA;102;NVE;100;1338275.13;1227159.30;MZN;29-07-2025;06-08-2025;05-09-2025;141;01-11-2034;79;9;1;3;7.3501;8984.40;S;N;S;042102;-18.9411;30.2607;01110;P;
61151397901;CLI107250903869497288;AG040405;Agência Gile;BCO04PED000000059;BCO04CRD000000059;A;29-06-2025;A;;N;1;3;N;PME01;PME01 Produto de crédito;FIA;202;NVE;104;318414.57;274564.64;EUR;08-07-2025;16-07-2025;15-08-2025;157;13-06-2029;86;9;1;3;8.9406;3913.18;N;N;S;040401;-24.2810;39.1900;49230;C;
59633595186;CLI117879695264670010;AG050302;Agência Cahora-Bassa;BCO04PED000000060;BCO04CRD000000060;P;03-08-2025;R;61;N;1;3;N;PME01;PME01 Produto de crédito;OUT;101;NVE;107;721214.21;0.00;MZN;;;;94;;0;5;2;2;5.5843;5440.04;N;S;S;050301;-10.4209;33.9296;96020;P;
15227651118;CLI007218407419610484;AG041104;Agência Mocuba;BCO04PED000000061;BCO04CRD000000061;O;12-05-2025;A;;N;1;3;N;PME01;PME01 Produto de crédito;JUR;300;NVE;102;1717305.20;1131338.84;MZN;19-05-2025;25-05-2025;24-06-2025;78;23-12-2027;50;1;1;6;9.6055;1898.13;N;S;S;041102;-23.4389;37.7394;41000;C;
78596057011;CLI425602216342636635;AG040706;Agência Inhassunge;BCO04PED000000062;BCO04CRD000000062;O;01-04-2025;A;;N;1;3;N;PES01;PES01 Produto de crédito;OUT;204;NVE;105;828662.76;588025.86;MZN;09-04-2025;11-04-2025;11-05-2025;164;14-09-2027;112;6;2;1;1.9877;17476.96;N;S;N;040701;-14.9438;34.4309;49230;P;
12684984441;CLI098142603397957030;AG021105;Agência Mueda;BCO04PED000000063;BCO04CRD000000063;P;12-06-2025;A;;N;1;3;N;PME01;PME01 Produto de crédito;SLA;400;NVE;110;1483907.74;1346761.53;MZN;21-06-2025;01-07-2025;31-07-2025;76;24-02-2031;104;8;2;2;5.3657;13366.28;N;N;N;021101;-18.7856;34.8208;47300;C;
79307869278;CLI355960198405820476;AG100305;Agência Magude;BCO04PED000000064;BCO04CRD000000064;P;20-06-2025;A;;N;1;3;N;COM01;COM01 Produto de crédito;BUL;203;NVE;111;439119.90;305957.72;MZN;27-06-2025;06-07-2025;05-08-2025;163;07-04-2033;42;8;2;6;4.7593;14882.52;S;N;N;100301;-20.5385;32.1506;47210;M;42.93
96289971085;CLI018801130905994043;AG100502;Agência Marracuene;BCO04PED000000065;BCO04CRD000000065;A;15-10-2025;A;;N;2;3;N;HAB01;HAB01 Produto de crédito;BUL;402;NVE;100;471281.15;459097.28;MZN;08-11-2025;13-11-2025;13-12-2025;50;05-11-2035;89;3;1;6;9.3323;1487.95;N;S;S;100501;-22.0719;35.9271;47730;M;41.79
78223910129;CLI818731292201313512;AG040501;Agência Gurue;BCO04PED000000066;BCO04CRD000000066;O;08-10-2025;A;;E;1;3;N;HAB01;HAB01 Produto de crédito;FIA;103;NVE;201;22182274.66;12330711.32;MZN;13-10-2025;23-10-2025;22-11-2025;25;27-02-2034;72;3;1;6;6.2047;19331.57;N;S;S;040501;-20.6717;30.7272;47110;M;77.13
81889128512;CLI992674958656139368;AG070404;Agência Chemba;BCO04PED000000067;BCO04CRD000000067;O;05-11-2025;A;;N;1;1;N;PES01;PES01 Produto de crédito;IRR;401;NVE;100;1590635.35;1053800.10;USD;26-11-2025;26-11-2025;26-12-2025;103;08-08-2032;87;6;2;4;6.6520;448.69;N;S;N;070403;-22.7239;35.1199;85210;P;
04869244631;CLI195982530248608336;AG070505;Agência Cheringoma;BCO04PED000000068;BCO04CRD000000068;D;23-03-2025;A;;N;1;1;N;PES01;PES01 Produto de crédito;OUT;101;NVE;109;144481.49;107660.77;MZN;19-04-2025;25-04-2025;25-05-2025;154;04-05-2034;101;5;2;3;10.7137;4503.77;N;N;N;070502;-20.3538;35.8236;62010;M;57.26
53609429668;CLI567618426090687718;AG011405;Agência Ngauma;BCO04PED000000069;BCO04CRD000000069;A;11-05-2025;R;70;N;1;3;N;EMP01;EMP01 Produto de crédito;FIA;201;NVE;109;507356.49;0.00;USD;;;;60;;0;7;1;8;9.3329;6141.91;S;S;S;011401;-12.2391;39.1366;56101;M;70.54
82865603367;CLI692505895013656419;AG071101;Agência Marromeu;BCO04PED000000070;BCO04CRD000000070;D;28-02-2025;A;;N;1;3;N;AGR01;AGR01 Produto de crédito;IRR;200;NVE;111;953372.51;774681.38;MZN;06-03-2025;07-03-2025;06-04-2025;136;17-08-2031;46;5;2;4;5.3458;2774.26;N;S;N;071102;-21.5081;30.0994;47210;C;
47206354039;CLI369368608847353930;AG071204;Agência Muanza;BCO04PED000000071;BCO04CRD000000071;A;12-02-2025;A;;N;1;3;N;AGR01;AGR01 Produto de crédito;JUR;100;NVE;109;1024375.91;827494.55;MZN;23-02-2025;28-02-2025;30-03-2025;73;14-11-2025;20;7;2;7;5.2025;12459.89;S;N;N;071201;-11.1151;31.9040;47110;C;
