NIB;NUIB do Titular;IBAN;Agência / ID Ponto;Agente / ID Ponto;Tipo de Conta;Moeda;Titularidade;Tipo de Titular;Regime de movimentação;Sector de Actividade do Titular;Dimensão da Empresa titular;Volume de Negócios da Empresa titular;Número de trabalhadores da empresa titular;Tipo de classificação da necessidade especial/deficiência;Canal preferencial de acesso à conta;Estado da Conta;Motivo de alteração do Estado;Data da última actualização do estado;Data de Abertura;Data de Encerramento;Data da Última Operação;Data da Última Actualização dos dados;Canal de Abertura;Frequência de utilização da conta;Regime de Abertura;Pessoa Politicamente Exposta  (PEP)
018215050359737290847;39873430354;MZ5901821505035973729084760445539414;AG032007;;01;MZN;01;01;04;55101;00;0.00;0;02;05;01;00;25-07-2025;21-11-2020;;;25-07-2025;05;02;G;N
016051692121689684658;77254326070;MZ5901605169212168968465838632580395;AG031101;;03;MZN;01;01;03;01110;00;0.00;0;01;04;01;00;25-05-2025;10-05-2017;;;25-05-2025;04;01;G;N
014889721168708840995;48245353031;MZ5901488972116870884099556600790884;AG060901;;01;MZN;01;01;04;96020;00;0.00;0;01;03;01;00;30-06-2025;17-05-2022;;;30-06-2025;03;01;G;N
010448373970257289557;19628745217;MZ5901044837397025728955762559873696;AG050208;;02;MZN;03;02;04;47730;03;4965973.88;252;00;01;01;00;28-03-2025;19-06-2017;;;28-03-2025;01;03;G;N
010457182432361174021;17530905677;MZ5901045718243236117402152601890437;AG080409;;03;MZN;01;01;01;62010;00;0.00;0;01;03;01;00;31-01-2025;06-12-2024;;;31-01-2025;03;03;G;N
016382644319087047278;22506619442;MZ5901638264431908704727810592656344;AG031001;;02;MZN;06;02;05;47110;04;25135024.65;4;00;05;01;00;20-06-2025;08-06-2024;;;20-06-2025;05;01;S;N
014925573795013169790;46650692119;MZ5901492557379501316979011569723449;AG042005;;01;MZN;01;01;04;85210;00;0.00;0;01;01;01;00;27-10-2025;16-04-2025;;;27-10-2025;01;01;S;N
012115396456079823249;96702604269;MZ5901211539645607982324954295240758;AG070102;;02;MZN;01;01;01;96020;00;0.00;0;01;02;03;11;18-10-2025;11-06-2025;;;18-10-2025;02;01;S;N
013789658765832323785;34475564600;MZ5901378965876583232378593266652865;AG010606;;01;MZN;03;02;05;47300;04;3346009.20;149;00;05;01;00;19-03-2025;02-03-2019;;;19-03-2025;05;05;G;N
011238269800644225375;12949810956;MZ5901123826980064422537506155642047;AG031604;;01;MZN;01;01;03;01110;00;0.00;0;02;01;01;00;30-07-2025;25-03-2016;;;30-07-2025;01;03;G;N
015266215195201914698;18699409245;MZ5901526621519520191469806461696023;AG030103;;02;MZN;01;01;03;01130;00;0.00;0;02;01;01;00;03-03-2025;17-08-2017;;;03-03-2025;01;03;S;N
012879991077593082022;81615788518;MZ5901287999107759308202254169822620;AG041106;;01;MZN;07;02;03;56101;03;6344448.29;192;00;01;02;06;10-05-2025;16-07-2021;;;10-05-2025;01;03;S;N
016809070511943755357;62385554163;MZ5901680907051194375535749302542908;AG080808;;01;MZN;01;01;04;49230;00;0.00;0;01;02;01;00;11-02-2025;10-02-2023;;;11-02-2025;02;04;G;N
016281394471125571201;51550302801;MZ5901628139447112557120121622240424;AG031105;;01;MZN;01;01;05;64190;00;0.00;0;01;02;01;00;06-08-2025;07-04-2016;;;06-08-2025;02;01;S;N
015083054261291388028;90614388504;MZ5901508305426129138802854163822343;AG100707;;01;MZN;01;01;02;47210;00;0.00;0;02;05;01;00;17-10-2025;27-09-2019;;;17-10-2025;05;02;S;N
010420459473378316580;83414612367;MZ5901042045947337831658039077129792;AG031802;;02;MZN;01;01;05;01110;00;0.00;0;01;03;01;00;10-10-2025;18-10-2018;;;10-10-2025;03;03;G;N
014956975524617194808;04814189279;MZ5901495697552461719480810436446139;AG030605;;04;MZN;01;01;02;56101;00;0.00;0;01;05;01;00;13-04-2025;12-05-2022;;;13-04-2025;05;01;S;N
014180187019080650168;17966957425;MZ5901418018701908065016835713243836;AG071106;;01;MZN;06;02;04;64190;01;19903210.03;283;00;02;01;00;02-05-2025;31-10-2021;;;02-05-2025;02;02;S;N
011636974062379489198;76697228177;MZ5901163697406237948919896665819736;AG031103;;01;MZN;01;01;01;41000;00;0.00;0;01;03;01;00;07-07-2025;20-10-2016;;;07-07-2025;03;03;S;N
016985347962138402473;67185333189;MZ5901698534796213840247331743659744;AG061001;;02;MZN;05;02;01;86100;01;4251177.49;37;00;04;03;06;30-08-2025;08-12-2021;;;30-08-2025;04;03;G;N
014806763683774902549;66561908254;MZ5901480676368377490254922731295463;AG090806;;01;MZN;01;01;03;01130;00;0.00;0;02;03;01;00;24-08-2025;17-12-2021;;;24-08-2025;03;02;G;N
011554442335748766507;40968669023;MZ5901155444233574876650731567271863;AG030505;;04;MZN;01;01;02;47110;00;0.00;0;01;05;01;00;06-09-2025;14-09-2017;;;06-09-2025;05;03;G;N
012434999622262891242;83884311189;MZ5901243499962226289124274523348091;AG041702;;02;USD;01;01;04;96020;00;0.00;0;02;05;01;00;04-08-2025;19-03-2023;;;04-08-2025;05;05;G;N
011938972645681298740;17144665773;MZ5901193897264568129874018762711055;AG030102;;01;MZN;01;01;05;01130;00;0.00;0;02;04;01;00;19-07-2025;03-12-2016;;;19-07-2025;04;03;G;N
018050187866902747437;86492691470;MZ5901805018786690274743709881165988;AG041706;;01;MZN;01;01;05;41000;00;0.00;0;01;02;02;05;23-06-2025;13-05-2020;;;23-06-2025;02;01;G;N
011543440788529471203;86759408637;MZ5901154344078852947120377713479154;AG050704;;04;MZN;01;01;01;56101;00;0.00;0;02;02;01;00;14-12-2025;16-02-2025;;;14-12-2025;02;02;S;N
010192076173598500677;51206335177;MZ5901019207617359850067751470840965;AG021701;;02;MZN;07;02;05;56101;02;11673070.07;389;00;05;01;00;30-08-2025;19-11-2023;;;30-08-2025;05;01;G;N
011537649644930053498;81209249808;MZ5901153764964493005349800739027982;AG071308;;01;MZN;07;02;01;47210;01;12131063.53;196;00;01;01;00;13-09-2025;01-10-2022;;;13-09-2025;01;03;G;N
012866737975723041572;19590124967;MZ5901286673797572304157261129746906;AG060903;;01;MZN;01;01;02;47210;00;0.00;0;02;02;03;10;09-04-2025;15-09-2019;;;09-04-2025;02;02;S;N
013085335940139262779;57259952007;MZ5901308533594013926277926777840640;AG030709;;01;USD;01;01;05;01130;00;0.00;0;01;04;01;00;25-07-2025;23-08-2017;;;25-07-2025;04;03;S;N
017755068064517080507;21628315616;MZ5901775506806451708050766037858411;AG100306;;01;MZN;04;02;02;47110;01;2019913.52;492;00;02;01;00;02-12-2025;15-06-2018;;;02-12-2025;02;01;S;N
016720923857071885726;58501402899;MZ5901672092385707188572609901269915;AG030906;;02;MZN;01;01;02;47730;00;0.00;0;02;03;01;00;28-05-2025;27-05-2016;;;28-05-2025;03;03;S;N
017324958856135996995;59849896806;MZ5901732495885613599699585417577021;AG021501;;04;MZN;01;01;01;47300;00;0.00;0;01;05;01;00;27-03-2025;16-12-2023;;;27-03-2025;05;01;G;N
019998443064695695014;97719908997;MZ5901999844306469569501407836850651;AG041903;;01;MZN;01;01;03;47110;00;0.00;0;01;03;01;00;03-01-2025;09-02-2017;;;03-01-2025;03;04;G;N
010932806760608533943;51736671592;MZ5901093280676060853394375939494010;AG100404;;02;MZN;01;01;02;47730;00;0.00;0;02;05;01;00;18-05-2025;20-06-2018;;;18-05-2025;05;03;S;N
013549609081486267607;16210578364;MZ5901354960908148626760724299645242;AG100402;;01;MZN;01;01;03;62010;00;0.00;0;02;02;01;00;11-01-2025;26-03-2018;;;11-01-2025;02;01;G;N
019113414701955470649;34713543374;MZ5901911341470195547064923023430167;AG081105;;01;MZN;01;01;01;64190;00;0.00;0;01;02;01;00;10-09-2025;08-06-2017;;;10-09-2025;02;01;G;N
015757173062243027322;75588088004;MZ5901575717306224302732242653310226;AG060705;;02;MZN;01;01;04;49230;00;0.00;0;02;04;01;00;22-01-2025;08-11-2023;;;22-01-2025;04;01;G;N
017947377481157006345;43108906750;MZ5901794737748115700634505222887800;AG011605;;01;MZN;01;01;01;47730;00;0.00;0;01;03;01;00;11-09-2025;17-06-2016;;;11-09-2025;03;03;G;N
010722282312730188759;92962662641;MZ5901072228231273018875982136902612;AG021503;;01;MZN;01;01;02;56101;00;0.00;0;02;02;01;00;10-09-2025;04-06-2025;;;10-09-2025;02;03;G;N
015598270195045545688;81311589293;MZ5901559827019504554568845830195167;AG070306;;02;MZN;08;02;04;86100;04;8777905.69;327;00;03;01;00;31-08-2025;31-07-2024;;;31-08-2025;03;02;S;N
015018302804831802698;92759033559;MZ5901501830280483180269840917078646;AG031309;;01;MZN;05;02;04;47110;04;48201823.36;26;00;01;01;00;03-10-2025;19-11-2018;;;03-10-2025;01;01;G;N
016855379947745236971;64303058664;MZ5901685537994774523697100836875183;AG070807;;01;ZAR;01;01;05;41000;00;0.00;0;01;02;01;00;27-03-2025;19-05-2022;;;27-03-2025;02;02;S;N
015709241584173221787;41555102537;MZ5901570924158417322178721878288339;AG100301;;01;USD;08;02;04;47730;01;16551835.16;190;00;05;02;16;09-05-2025;30-12-2024;;;09-05-2025;05;04;G;N
017729949943919257334;29407837750;MZ5901772994994391925733449935849834;AG021002;;02;MZN;01;01;02;41000;00;0.00;0;02;05;01;00;01-08-2025;24-05-2018;;;01-08-2025;05;04;S;N
011835443956778395120;14559580958;MZ5901183544395677839512037416750968;AG070208;;01;MZN;01;01;03;86100;00;0.00;0;02;02;01;00;16-08-2025;04-01-2022;;;16-08-2025;02;01;S;N
016378039967184230489;34969170256;MZ5901637803996718423048993310289317;AG100507;;01;MZN;01;01;04;47730;00;0.00;0;02;01;01;00;03-11-2025;24-02-2016;;;03-11-2025;01;01;S;N
010231569333157653124;81859487965;MZ5901023156933315765312428345619719;AG060603;;05;MZN;07;02;05;47110;01;8477858.32;415;00;04;01;00;06-09-2025;13-04-2023;;;06-09-2025;04;05;G;N
014699789118040725022;64869966520;MZ5901469978911804072502291380882329;AG030907;;03;MZN;01;01;01;01130;00;0.00;0;01;04;02;09;11-09-2025;31-07-2021;;;11-09-2025;04;04;S;N
013048567567356846506;79540316010;MZ5901304856756735684650663356147446;AG031909;;02;MZN;01;01;04;47730;00;0.00;0;01;01;01;00;05-01-2025;17-04-2021;;;05-01-2025;01;02;S;N
012931130709733318174;26957177081;MZ5901293113070973331817431739626063;AG100709;;01;MZN;01;01;05;47300;00;0.00;0;01;03;01;00;23-12-2025;10-05-2024;;;23-12-2025;03;03;S;N
013393879767855363687;81129267860;MZ5901339387976785536368711299767007;AG100309;;04;ZAR;04;02;02;47730;01;3057913.29;437;00;01;01;00;15-08-2025;02-05-2023;;;15-08-2025;01;01;G;N
013619205578664292665;83365721127;MZ5901361920557866429266576678735573;AG031608;;01;MZN;07;02;01;96020;03;17752460.94;123;00;03;01;00;29-05-2025;18-04-2021;;;29-05-2025;03;03;S;N
019782311168609402241;54189784272;MZ5901978231116860940224103919979268;AG010702;;03;MZN;03;02;01;01130;01;6814572.14;270;00;05;01;00;01-05-2025;18-11-2016;;;01-05-2025;05;03;G;N
011360365715131233077;73166648015;MZ5901136036571513123307747930281969;AG070906;;02;MZN;01;01;05;55101;00;0.00;0;01;05;01;00;03-08-2025;02-12-2021;;;03-08-2025;05;02;S;N
010602603208338125630;11709778109;MZ5901060260320833812563015693006807;AG031208;;01;MZN;01;01;03;41000;00;0.00;0;02;03;01;00;12-10-2025;22-05-2025;;;12-10-2025;03;02;S;N
013693736438910206087;35363108118;MZ5901369373643891020608745487999574;AG070104;;04;MZN;01;01;03;64190;00;0.00;0;02;02;04;08;15-05-2025;03-01-2018;;;15-05-2025;02;04;G;N
015728098248310348084;80316698994;MZ5901572809824831034808415010024244;AG051302;;01;MZN;01;01;02;41000;00;0.00;0;02;03;01;00;02-05-2025;11-09-2022;;;02-05-2025;03;02;G;N
016838412025364055815;66828363589;MZ5901683841202536405581578425168454;AG050504;;03;MZN;01;01;02;47210;00;0.00;0;01;02;01;00;05-09-2025;13-05-2017;;;05-09-2025;02;01;S;N
018104837255915011498;50529315312;MZ5901810483725591501149855408117402;AG021008;;01;MZN;01;01;03;41000;00;0.00;0;01;05;01;00;04-01-2025;06-07-2018;;;04-01-2025;05;04;S;N
015907934035561665113;97987236306;MZ5901590793403556166511348806145775;AG071106;;01;MZN;01;01;05;41000;00;0.00;0;02;02;01;00;29-08-2025;30-03-2024;;;29-08-2025;02;02;S;N
010921621068433145939;25399463454;MZ5901092162106843314593996243225643;AG070602;;01;MZN;01;01;04;85210;00;0.00;0;01;01;01;00;15-09-2025;03-06-2022;;;15-09-2025;01;04;S;N
018341892788649646561;67158209703;MZ5901834189278864964656169581559531;AG050407;;01;MZN;01;01;02;62010;00;0.00;0;02;01;03;02;09-12-2025;15-12-2024;;;09-12-2025;01;02;S;N
013212528905334689829;08287686679;MZ5901321252890533468982943039262202;AG050505;;02;MZN;01;01;02;41000;00;0.00;0;01;03;01;00;23-08-2025;28-04-2021;;;23-08-2025;03;05;S;N
014860236196923174152;87306086477;MZ5901486023619692317415285151908047;AG040106;;01;ZAR;01;01;04;47300;00;0.00;0;01;05;01;00;08-09-2025;12-09-2021;;;08-09-2025;05;03;G;N
018016199231010291305;17772109116;MZ5901801619923101029130586403143690;AG030304;;01;ZAR;01;01;05;49230;00;0.00;0;01;05;03;03;04-11-2025;16-10-2025;;;04-11-2025;05;01;S;N
016721094806602755134;98898056412;MZ5901672109480660275513487342058176;AG030709;;01;MZN;06;02;04;56101;02;20566394.08;426;00;04;02;07;14-07-2025;29-03-2020;;;14-07-2025;04;01;S;N
019257171663975600482;10036168807;MZ5901925717166397560048255560333147;AG032101;;01;MZN;04;02;03;86100;01;7719584.29;8;00;05;01;00;06-02-2025;22-01-2019;;;06-02-2025;05;01;G;N
017561542049858358727;12916978720;MZ5901756154204985835872778865247941;AG100307;;01;MZN;01;01;03;01130;00;0.00;0;01;02;01;00;10-05-2025;26-12-2019;;;10-05-2025;02;03;G;N
017654491015257413887;17496795947;MZ5901765449101525741388735074940961;AG050308;;01;MZN;01;01;03;01130;00;0.00;0;02;01;01;00;16-12-2025;25-08-2019;;;16-12-2025;01;03;G;N
014446891886868823210;09975138641;MZ5901444689188686882321013192092664;AG070205;;02;MZN;04;02;03;49230;02;3996893.55;278;00;04;02;04;07-12-2025;14-11-2016;;;07-12-2025;04;03;S;N
015436945961195230134;74555740593;MZ5901543694596119523013484903569338;AG070203;;01;MZN;01;01;01;85210;00;0.00;0;01;05;01;00;20-09-2025;04-09-2017;;;20-09-2025;05;01;S;N
019737265220254180451;64922925446;MZ5901973726522025418045114423469675;AG021305;;01;MZN;01;01;05;47300;00;0.00;0;01;02;01;00;10-05-2025;07-10-2024;;;10-05-2025;02;01;G;N
013260469749463739894;50222065779;MZ5901326046974946373989458037684240;AG031506;;05;MZN;01;01;03;47300;00;0.00;0;01;01;01;00;25-06-2025;22-12-2020;;;25-06-2025;01;03;S;N
019595736678794347333;62016462431;MZ5901959573667879434733378424762318;AG030905;;01;MZN;01;01;03;85210;00;0.00;0;01;05;01;00;30-08-2025;13-05-2020;;;30-08-2025;05;03;S;N
010629121267846411530;48776826986;MZ5901062912126784641153044873023776;AG020308;;01;USD;01;01;03;47110;00;0.00;0;01;01;01;00;26-09-2025;29-04-2016;;;26-09-2025;01;02;G;N
011987105006514686096;04525972202;MZ5901198710500651468609605192126021;AG040904;;01;MZN;05;02;04;41000;03;2234815.34;214;00;05;03;09;20-05-2025;24-07-2018;;;20-05-2025;05;04;S;N
013478384454505065267;16386932029;MZ5901347838445450506526708450480537;AG040907;;01;MZN;04;02;03;01110;02;10308355.83;397;00;04;02;01;05-08-2025;03-08-2016;;;05-08-2025;04;03;S;N
018997939876804800341;75056836911;MZ5901899793987680480034136737032333;AG060309;;01;MZN;01;01;04;55101;00;0.00;0;02;05;01;00;02-10-2025;30-05-2022;;;02-10-2025;05;01;G;N
014496969066364856626;13816284771;MZ5901449696906636485662681822844182;AG031607;;01;MZN;01;01;04;86100;00;0.00;0;01;05;01;00;01-12-2025;24-11-2025;;;01-12-2025;05;02;G;N
018362691240817332213;07334019156;MZ5901836269124081733221362681869098;AG080504;;01;USD;03;02;03;86100;01;1169069.36;201;00;05;01;00;23-09-2025;09-02-2020;;;23-09-2025;05;02;S;N
013911099189812235574;65937279164;MZ5901391109918981223557491625628254;AG070106;;01;ZAR;01;01;02;55101;00;0.00;0;02;05;01;00;03-09-2025;15-01-2021;;;03-09-2025;05;02;S;N
018587926221351470470;14369531998;MZ5901858792622135147047084448384747;AG021005;;02;MZN;01;01;02;49230;00;0.00;0;01;02;02;10;24-03-2025;27-06-2019;;;24-03-2025;02;02;G;N
013286512691648703421;34518964833;MZ5901328651269164870342193368870625;AG060602;;03;EUR;01;01;01;96020;00;0.00;0;01;05;01;00;07-02-2025;23-06-2019;;;07-02-2025;05;03;G;N
014546438817051045157;94507483241;MZ5901454643881705104515757034043610;AG080508;;01;EUR;01;01;03;47110;00;0.00;0;01;03;01;00;24-03-2025;05-08-2017;;;24-03-2025;03;04;G;N
017585907993912285679;61908864090;MZ5901758590799391228567923881433765;AG071008;;01;MZN;01;01;04;47730;00;0.00;0;02;05;02;06;10-12-2025;16-12-2021;;;10-12-2025;05;01;G;N
012767214581403741448;08947250981;MZ5901276721458140374144892493806345;AG071103;;05;MZN;01;01;02;47730;00;0.00;0;01;03;02;17;20-11-2025;03-01-2017;;;20-11-2025;03;01;S;N
011368160507154307624;57566381887;MZ5901136816050715430762433877484585;AG090203;;01;MZN;01;01;02;01130;00;0.00;0;02;03;01;00;25-07-2025;22-03-2016;;;25-07-2025;03;01;G;N
011821414030032294921;75301973099;MZ5901182141403003229492114367709365;AG032108;;02;MZN;01;01;01;64190;00;0.00;0;02;03;01;00;03-05-2025;29-06-2018;;;03-05-2025;03;01;G;N
015680405030801311346;04610859290;MZ5901568040503080131134635449431152;AG030406;;01;MZN;01;01;02;41000;00;0.00;0;02;01;01;00;05-09-2025;30-03-2018;;;05-09-2025;01;02;G;N
018835787632683157927;83583604045;MZ5901883578763268315792739245075268;AG070308;;01;MZN;06;02;03;85210;02;2950530.66;89;00;04;02;02;07-01-2025;19-06-2016;;;07-01-2025;04;04;S;N
016365296355350570809;03273280760;MZ5901636529635535057080935667175364;AG020803;;02;MZN;01;01;04;47730;00;0.00;0;02;02;04;05;11-09-2025;14-01-2023;;;11-09-2025;02;01;G;N
014432663062124107179;36190628881;MZ5901443266306212410717996687382964;AG100401;;01;MZN;01;01;02;85210;00;0.00;0;02;02;01;00;21-10-2025;11-06-2018;;;21-10-2025;02;03;S;N
013056439330481246304;67917057688;MZ5901305643933048124630445493074951;AG061006;;03;MZN;01;01;02;41000;00;0.00;0;02;05;01;00;06-02-2025;07-01-2021;;;06-02-2025;05;01;G;N
019306516112001032809;94417056850;MZ5901930651611200103280979809724885;AG011403;;02;MZN;08;02;02;47110;01;26337772.97;122;00;02;01;00;03-03-2025;05-08-2016;;;03-03-2025;02;02;G;N
019028247514331016765;92298292850;MZ5901902824751433101676528608925611;AG020305;;01;MZN;01;01;04;01130;00;0.00;0;01;03;01;00;28-10-2025;10-09-2025;;;28-10-2025;03;01;G;N
010503070651918898916;21832535815;MZ5901050307065191889891672273704481;AG030107;;01;ZAR;01;01;05;64190;00;0.00;0;02;03;01;00;22-03-2025;25-04-2016;;;22-03-2025;03;01;G;N
019208215214260740774;13779864846;MZ5901920821521426074077496293494478;AG060404;;01;MZN;01;01;05;86100;00;0.00;0;01;04;01;00;31-08-2025;12-07-2021;;;31-08-2025;04;01;S;N
019415354043207966448;36377276725;MZ5901941535404320796644820539326768;AG030707;;01;MZN;01;01;01;62010;00;0.00;0;02;01;01;00;09-06-2025;08-03-2025;;;09-06-2025;01;01;S;N
015833813542037389668;87177731612;MZ5901583381354203738966843480092829;AG020507;;04;MZN;01;01;02;62010;00;0.00;0;01;03;02;04;30-11-2025;05-04-2018;;;30-11-2025;03;02;S;N
013154876253808788820;10427878613;MZ5901315487625380878882045457305323;AG070205;;01;MZN;01;01;05;49230;00;0.00;0;02;02;02;04;12-02-2025;05-04-2023;;;12-02-2025;02;01;G;N
017965576169511332564;52242232029;MZ5901796557616951133256444228772116;AG030601;;03;MZN;01;01;01;47300;00;0.00;0;01;05;01;00;21-10-2025;30-01-2023;;;21-10-2025;05;01;S;N
016097770187530356028;82217232001;MZ5901609777018753035602864157000129;AG042002;;02;MZN;01;01;02;55101;00;0.00;0;02;05;01;00;26-08-2025;30-12-2024;;;26-08-2025;05;01;S;N
017244336678941945884;90501050895;MZ5901724433667894194588448147369262;AG031304;;01;MZN;01;01;01;62010;00;0.00;0;02;03;01;00;27-12-2025;20-01-2016;;;27-12-2025;03;01;G;N
018226610219669141508;95506045116;MZ5901822661021966914150884764054227;AG100801;;02;MZN;01;01;03;47730;00;0.00;0;01;04;02;11;16-05-2025;06-05-2017;;;16-05-2025;04;01;S;N
010757570797926145383;81052817817;MZ5901075757079792614538351669965754;AG050903;;05;MZN;07;02;05;64190;01;2639611.00;9;00;01;01;00;20-06-2025;16-10-2016;;;20-06-2025;01;01;S;N
014147021633480839067;24440204614;MZ5901414702163348083906780856622375;AG100107;;01;MZN;01;01;04;56101;00;0.00;0;01;02;01;00;22-05-2025;05-07-2016;;;22-05-2025;02;02;S;N
016331551035983442830;92935017323;MZ5901633155103598344283021853077834;AG031106;;02;MZN;01;01;02;49230;00;0.00;0;01;05;01;00;29-09-2025;26-05-2016;;;29-09-2025;05;02;G;N
012026761622579439865;53912857186;MZ5901202676162257943986574231719745;AG010409;;02;MZN;08;02;02;85210;02;16594182.26;170;00;02;01;00;27-11-2025;22-11-2016;;;27-11-2025;02;02;S;N
