NIB;NUIB do Titular;IBAN;Agência / ID Ponto;Agente / ID Ponto;Tipo de Conta;Moeda;Titularidade;Tipo de Titular;Regime de movimentação;Sector de Actividade do Titular;Dimensão da Empresa titular;Volume de Negócios da Empresa titular;Número de trabalhadores da empresa titular;Tipo de classificação da necessidade especial/deficiência;Canal preferencial de acesso à conta;Estado da Conta;Motivo de alteração do Estado;Data da última actualização do estado;Data de Abertura;Data de Encerramento;Data da Última Operação;Data da Última Actualização dos dados;Canal de Abertura;Frequência de utilização da conta;Regime de Abertura;Pessoa Politicamente Exposta  (PEP)
108058322197621192084;93523680900;MZ5910805832219762119208490852814730;AG040406;;01;MZN;01;01;02;47730;00;0.00;0;02;03;01;00;02-12-2025;18-11-2025;;;02-12-2025;03;01;G;N
105722305647160813745;71636789716;MZ5910572230564716081374559857112328;AG080202;;01;MZN;01;01;02;41000;00;0.00;0;02;05;01;00;21-08-2025;13-09-2022;;;21-08-2025;05;02;G;N
104095139794988894283;99193896737;MZ5910409513979498889428381354622273;AG032102;;01;MZN;01;01;04;62010;00;0.00;0;02;01;01;00;15-04-2025;24-11-2024;;;15-04-2025;01;02;G;N
108300567283221392356;43277044868;MZ5910830056728322139235640902771392;AG032109;;01;USD;01;01;05;56101;00;0.00;0;02;03;01;00;27-12-2025;30-05-2022;;;27-12-2025;03;01;G;N
108694032165274337344;31720863914;MZ5910869403216527433734437585144662;AG031701;;01;MZN;01;01;02;86100;00;0.00;0;02;03;01;00;19-07-2025;19-08-2022;;;19-07-2025;03;04;G;N
103728070681916475686;95572031041;MZ5910372807068191647568699263156693;AG030604;;01;MZN;07;02;03;49230;02;27421565.52;487;00;03;03;09;16-08-2025;07-12-2016;;;16-08-2025;03;04;G;S
101028895529596636211;69647771118;MZ5910102889552959663621156349300169;AG030902;;01;MZN;01;01;03;96020;00;0.00;0;01;02;01;00;29-08-2025;12-08-2025;;;29-08-2025;02;02;S;N
104549532754150275954;17112258578;MZ5910454953275415027595471546483369;AG070804;;01;MZN;01;01;05;86100;00;0.00;0;02;01;01;00;09-03-2025;11-04-2016;;;09-03-2025;01;01;S;N
102043935007143831308;02670029858;MZ5910204393500714383130853875162046;AG060303;;01;MZN;01;01;04;41000;00;0.00;0;02;02;01;00;29-11-2025;08-03-2016;;;29-11-2025;02;05;S;N
106890251720768805661;04590998140;MZ5910689025172076880566139254612365;AG070502;;01;MZN;01;01;02;49230;00;0.00;0;02;02;01;00;17-03-2025;31-05-2016;;;17-03-2025;02;01;S;N
105352124413772564509;97860308078;MZ5910535212441377256450903153533287;AG050902;;01;USD;01;01;02;85210;00;0.00;0;02;02;01;00;22-08-2025;19-04-2019;;;22-08-2025;02;04;G;N
101334554593284627047;73381202272;MZ5910133455459328462704762769236257;AG040103;;02;MZN;01;01;04;41000;00;0.00;0;01;04;01;00;14-06-2025;10-01-2025;;;14-06-2025;04;01;S;N
107364125947944184166;14663665267;MZ5910736412594794418416608890293364;AG010106;;01;ZAR;01;01;01;47730;00;0.00;0;02;03;01;00;02-10-2025;20-05-2016;;;02-10-2025;03;01;S;N
100850645104895443450;93915541625;MZ5910085064510489544345041780792803;AG070607;;01;USD;01;01;03;62010;00;0.00;0;02;03;01;00;07-07-2025;09-05-2016;;;07-07-2025;03;01;S;N
102294129705749181776;34068359332;MZ5910229412970574918177646953755867;AG030904;;02;MZN;01;01;02;96020;00;0.00;0;02;01;01;00;07-05-2025;02-12-2019;;;07-05-2025;01;02;S;N
102998732027680414210;59704764354;MZ5910299873202768041421015561813922;AG070406;;01;MZN;01;01;03;96020;00;0.00;0;02;04;01;00;16-01-2025;27-01-2020;;;16-01-2025;04;05;G;N
100195122228957710407;10769223246;MZ5910019512222895771040799733474296;AG030908;;01;ZAR;01;01;01;47110;00;0.00;0;01;02;01;00;10-08-2025;12-11-2016;;;10-08-2025;02;01;S;N
108006370339599838296;43179505132;MZ5910800637033959983829601206038055;AG100409;;03;MZN;03;02;04;47110;01;14009769.73;183;00;03;01;00;10-04-2025;28-02-2021;;;10-04-2025;03;02;S;N
109201337163315510603;49799313805;MZ5910920133716331551060306706905406;AG070901;;02;MZN;01;01;02;85210;00;0.00;0;01;03;03;03;06-06-2025;28-05-2022;;;06-06-2025;03;04;G;N
102720020611699160747;09219894033;MZ5910272002061169916074736562553225;AG050802;;02;MZN;06;02;03;96020;01;9093564.12;488;00;02;01;00;30-08-2025;27-10-2017;;;30-08-2025;02;02;S;N
103287304325924373551;21917980326;MZ5910328730432592437355168419007185;AG100108;;01;MZN;01;01;05;47300;00;0.00;0;01;03;01;00;28-12-2025;09-08-2022;;;28-12-2025;03;01;S;N
103947354547234094749;34586422486;MZ5910394735454723409474956707847856;AG060204;;02;USD;03;02;02;41000;03;20310484.35;162;00;05;01;00;03-07-2025;26-03-2022;;;03-07-2025;05;01;S;N
101742969363020144300;50230784058;MZ5910174296936302014430067146414810;AG100609;;01;MZN;01;01;01;01130;00;0.00;0;02;01;01;00;16-09-2025;08-06-2016;;;16-09-2025;01;03;S;N
105301725179097737596;37062572761;MZ5910530172517909773759679093971380;AG041007;;01;MZN;01;01;04;49230;00;0.00;0;01;02;01;00;02-07-2025;14-08-2022;;;02-07-2025;02;03;G;N
108049442640535814970;29382890163;MZ5910804944264053581497066682982133;AG070203;;02;MZN;01;01;03;01130;00;0.00;0;02;03;01;00;24-01-2025;14-12-2020;;;24-01-2025;03;02;G;N
107739449052443776814;11906518251;MZ5910773944905244377681406949346536;AG031604;;01;MZN;01;01;02;47110;00;0.00;0;01;01;01;00;17-04-2025;18-03-2025;;;17-04-2025;01;01;G;N
102651736498796086130;55173023655;MZ5910265173649879608613038883487733;AG071103;;01;ZAR;01;01;04;01130;00;0.00;0;02;04;01;00;02-06-2025;27-06-2023;;;02-06-2025;04;01;S;N
108558363108917673029;75982859563;MZ5910855836310891767302915060264748;AG010305;;02;EUR;01;01;04;47110;00;0.00;0;01;05;01;00;03-05-2025;28-03-2025;;;03-05-2025;05;01;G;N
104035155118350696206;32197765202;MZ5910403515511835069620630996595995;AG021404;;01;MZN;01;01;01;47730;00;0.00;0;01;05;01;00;27-07-2025;04-10-2019;;;27-07-2025;05;01;G;N
107223069959865444829;31371805252;MZ5910722306995986544482960794875317;AG070104;;01;MZN;01;01;02;01110;00;0.00;0;01;04;01;00;31-12-2025;11-06-2024;;;31-12-2025;04;04;G;N
101259929259438163360;44940285709;MZ5910125992925943816336017856907970;AG081108;;02;MZN;06;02;01;49230;02;6183648.59;257;00;02;01;00;04-02-2025;27-06-2021;;;04-02-2025;02;02;G;N
106204671311418538443;04390673935;MZ5910620467131141853844306188665217;AG070302;;01;MZN;07;02;02;41000;02;11064278.24;472;00;02;01;00;07-01-2025;01-06-2017;;;07-01-2025;02;01;G;N
103273735417738374681;89134551013;MZ5910327373541773837468101627274158;AG030206;;01;MZN;01;01;02;41000;00;0.00;0;01;02;01;00;29-08-2025;20-07-2025;;;29-08-2025;02;03;S;N
104847443218939873069;18330459761;MZ5910484744321893987306930074487748;AG020204;;01;MZN;01;01;04;49230;00;0.00;0;02;05;04;11;11-11-2025;16-03-2025;;;11-11-2025;05;01;S;N
104579595644731696796;29200286572;MZ5910457959564473169679632623439853;AG060301;;01;MZN;07;02;03;56101;02;2788721.06;262;00;03;04;16;13-12-2025;08-02-2019;;;13-12-2025;03;01;S;N
102177310888826766036;81771519833;MZ5910217731088882676603612664968925;AG021603;;01;MZN;01;01;02;62010;00;0.00;0;02;03;04;07;19-06-2025;12-04-2023;;;19-06-2025;03;03;S;N
102157900724497106756;10267832248;MZ5910215790072449710675620250158271;AG040202;;03;MZN;01;01;05;96020;00;0.00;0;01;03;01;00;26-08-2025;22-01-2018;;;26-08-2025;03;03;G;N
102734040793948344113;17706498466;MZ5910273404079394834411380227777133;AG070303;;03;MZN;01;01;04;01110;00;0.00;0;01;02;01;00;08-11-2025;30-09-2020;;;08-11-2025;02;02;S;N
109291396020732506435;80998596829;MZ5910929139602073250643581459280326;AG032306;;05;MZN;01;01;01;47110;00;0.00;0;02;02;01;00;07-05-2025;20-02-2024;;;07-05-2025;02;02;G;N
109498971596144887645;68912481492;MZ5910949897159614488764537285806873;AG031308;;01;MZN;01;01;02;85210;00;0.00;0;02;02;01;00;30-08-2025;28-08-2021;;;30-08-2025;02;05;G;N
103741150282259689719;63583543524;MZ5910374115028225968971909005268291;AG031401;;01;MZN;01;01;03;47300;00;0.00;0;01;01;01;00;11-11-2025;23-04-2024;;;11-11-2025;01;02;G;N
102911406632106143686;90164939261;MZ5910291140663210614368621480874783;AG050507;;01;MZN;01;01;02;47210;00;0.00;0;02;01;01;00;14-01-2025;04-11-2016;;;14-01-2025;01;01;G;N
108919267440190353018;56070641792;MZ5910891926744019035301803428718349;AG020308;;01;MZN;01;01;03;62010;00;0.00;0;01;01;01;00;21-09-2025;02-07-2017;;;21-09-2025;01;02;S;N
108133081750458568574;82952014746;MZ5910813308175045856857406273281544;AG090905;;01;MZN;01;01;05;01130;00;0.00;0;01;04;01;00;06-04-2025;10-06-2020;;;06-04-2025;04;01;G;N
101114591027991848912;58818875907;MZ5910111459102799184891293132481099;AG070501;;01;MZN;01;01;02;47210;00;0.00;0;02;05;02;01;21-11-2025;24-03-2022;;;21-11-2025;05;02;G;N
102957897874531962499;18393059499;MZ5910295789787453196249951400649548;AG040306;;05;USD;01;01;05;62010;00;0.00;0;01;01;01;00;05-08-2025;09-05-2019;;;05-08-2025;01;01;G;N
107694873599686716290;04072581130;MZ5910769487359968671629060676191877;AG050803;;02;ZAR;01;01;02;86100;00;0.00;0;02;04;01;00;30-04-2025;05-06-2023;;;30-04-2025;04;03;G;N
102669637816774627950;26233264820;MZ5910266963781677462795061195141497;AG060707;;01;MZN;01;01;02;01130;00;0.00;0;01;05;01;00;21-12-2025;22-06-2025;;;21-12-2025;05;02;G;N
107885634499417379444;87653811124;MZ5910788563449941737944429151426273;AG030102;;02;MZN;01;01;01;01110;00;0.00;0;01;03;01;00;16-11-2025;26-10-2025;;;16-11-2025;03;04;S;N
102011745102779898910;95649452164;MZ5910201174510277989891095833359131;AG010307;;02;MZN;01;01;04;01110;00;0.00;0;01;04;01;00;30-07-2025;23-07-2018;;;30-07-2025;04;02;S;N
102103957833449738254;37321097399;MZ5910210395783344973825477763019101;AG040808;;01;MZN;01;01;01;47110;00;0.00;0;02;05;01;00;19-12-2025;16-12-2025;;;19-12-2025;05;03;G;N
107432795641842841100;70415421078;MZ5910743279564184284110027221444849;AG032107;;02;MZN;01;01;04;47730;00;0.00;0;01;01;01;00;06-03-2025;07-04-2021;;;06-03-2025;01;03;G;N
102551610792023431827;88380338839;MZ5910255161079202343182719197680864;AG031708;;02;MZN;08;02;04;85210;03;1718395.68;430;00;04;01;00;11-05-2025;09-05-2016;;;11-05-2025;04;01;S;N
100601571753161287248;11274256521;MZ5910060157175316128724861219750798;AG070203;;02;MZN;01;01;02;49230;00;0.00;0;01;01;01;00;17-10-2025;21-07-2025;;;17-10-2025;01;05;G;N
109019470128170185887;98168492983;MZ5910901947012817018588761578291956;AG071309;;02;MZN;01;01;02;47300;00;0.00;0;01;04;02;07;10-03-2025;19-09-2024;;;10-03-2025;04;01;S;N
109413349948611108332;57509251051;MZ5910941334994861110833248871528440;AG071305;;04;MZN;01;01;03;56101;00;0.00;0;02;02;01;00;17-01-2025;25-05-2017;;;17-01-2025;02;03;S;N
106938090830229750557;07495061816;MZ5910693809083022975055787186086019;AG031904;;01;MZN;01;01;05;47730;00;0.00;0;02;02;01;00;25-12-2025;10-11-2025;;;25-12-2025;02;03;G;N
106375671808288499901;31954097328;MZ5910637567180828849990155937614517;AG041907;;01;USD;01;01;04;85210;00;0.00;0;02;02;01;00;09-11-2025;03-07-2023;;;09-11-2025;02;04;S;N
108711218619766014918;31440096227;MZ5910871121861976601491888281002225;AG030104;;03;MZN;01;01;02;56101;00;0.00;0;02;04;01;00;10-02-2025;23-11-2018;;;10-02-2025;04;02;G;N
100995532203619450294;63076882997;MZ5910099553220361945029427721305842;AG031708;;02;MZN;05;02;04;41000;01;4406300.06;62;00;02;01;00;05-12-2025;23-03-2017;;;05-12-2025;02;01;G;N
108276120767344116297;87987873106;MZ5910827612076734411629751831047717;AG100304;;05;MZN;01;01;04;62010;00;0.00;0;01;04;01;00;14-05-2025;26-03-2018;;;14-05-2025;04;01;G;N
109623693343634500329;22433638781;MZ5910962369334363450032904421202776;AG090409;;02;MZN;01;01;05;85210;00;0.00;0;02;05;02;04;14-09-2025;12-08-2022;;;14-09-2025;05;02;G;N
108744626797578242726;22731244778;MZ5910874462679757824272662501456492;AG070902;;01;MZN;01;01;01;47110;00;0.00;0;02;04;01;00;31-10-2025;14-12-2022;;;31-10-2025;04;03;G;N
109325612958568126103;25811455867;MZ5910932561295856812610395989427856;AG031304;;01;MZN;03;02;03;47110;01;957028.30;104;00;04;01;00;23-05-2025;05-05-2019;;;23-05-2025;04;01;S;N
102624527824795580541;32008213312;MZ5910262452782479558054190201227155;AG030309;;02;MZN;07;02;01;01110;02;4801469.33;473;00;01;01;00;14-06-2025;24-05-2023;;;14-06-2025;01;01;G;N
102445642083870946342;67282820115;MZ5910244564208387094634253356027944;AG010607;;02;USD;01;01;01;01130;00;0.00;0;01;05;01;00;03-03-2025;10-08-2017;;;03-03-2025;05;03;S;N
107071946638635912270;45924007449;MZ5910707194663863591227039738235437;AG081102;;03;MZN;01;01;04;47110;00;0.00;0;01;02;01;00;31-12-2025;20-01-2018;;;31-12-2025;02;04;S;N
103644040735117423550;19404462423;MZ5910364404073511742355096955527552;AG080606;;01;MZN;01;01;04;01130;00;0.00;0;01;01;01;00;17-08-2025;28-01-2018;;;17-08-2025;01;01;S;N
108313098538274530010;41271903425;MZ5910831309853827453001022479525839;AG030208;;02;MZN;01;01;01;47730;00;0.00;0;01;01;01;00;10-01-2025;13-03-2020;;;10-01-2025;01;01;S;N
107474849722847807348;73007695906;MZ5910747484972284780734875069963610;AG070102;;01;MZN;01;01;02;47110;00;0.00;0;01;02;01;00;12-06-2025;15-07-2016;;;12-06-2025;02;01;S;N
108559190070887215619;69440880208;MZ5910855919007088721561985726353862;AG030407;;03;MZN;01;01;02;96020;00;0.00;0;02;05;01;00;27-11-2025;19-05-2025;;;27-11-2025;05;02;G;N
104557891050778378226;99080266606;MZ5910455789105077837822635007795788;AG040102;;02;MZN;04;02;01;47300;02;20212053.96;399;00;01;03;14;10-02-2025;09-04-2022;;;10-02-2025;01;03;G;N
104230272547768552161;89722134521;MZ5910423027254776855216105549505576;AG080805;;01;MZN;01;01;04;96020;00;0.00;0;01;03;01;00;09-11-2025;25-12-2019;;;09-11-2025;03;02;G;N
108308619597603394653;60048254053;MZ5910830861959760339465364476628476;AG031109;;01;MZN;03;02;05;64190;01;37159231.86;265;00;04;01;00;17-02-2025;10-03-2024;;;17-02-2025;04;02;G;N
106451707967377861018;27305051336;MZ5910645170796737786101807063134350;AG010308;;02;MZN;01;01;05;01110;00;0.00;0;02;01;03;13;10-06-2025;01-02-2023;;;10-06-2025;01;02;G;N
103801298115785416715;61174495752;MZ5910380129811578541671527273696244;AG070103;;01;MZN;01;01;02;01110;00;0.00;0;01;01;01;00;30-07-2025;22-10-2023;;;30-07-2025;01;01;G;N
102510740266650284483;30053159559;MZ5910251074026665028448310301772026;AG071104;;02;MZN;01;01;01;47210;00;0.00;0;02;05;01;00;28-11-2025;10-11-2016;;;28-11-2025;05;02;S;N
106282337894244038206;98751935888;MZ5910628233789424403820687801140072;AG040706;;01;MZN;01;01;03;41000;00;0.00;0;02;03;01;00;10-01-2025;11-04-2023;;;10-01-2025;03;02;S;N
104135298396033530355;46008037963;MZ5910413529839603353035576784518929;AG090208;;01;MZN;01;01;01;56101;00;0.00;0;02;02;01;00;18-05-2025;03-08-2019;;;18-05-2025;02;03;S;N
103841338750414843672;13238303699;MZ5910384133875041484367279369798670;AG100203;;01;MZN;01;01;05;49230;00;0.00;0;01;03;01;00;07-11-2025;23-02-2018;;;07-11-2025;03;02;G;N
101716638315811106791;17796172465;MZ5910171663831581110679136664232676;AG100308;;02;MZN;01;01;03;64190;00;0.00;0;02;04;01;00;05-12-2025;29-11-2025;;;05-12-2025;04;02;G;S
105704093904103251894;37256898661;MZ5910570409390410325189456117669068;AG031009;;01;MZN;01;01;04;01110;00;0.00;0;02;01;01;00;13-10-2025;28-08-2021;;;13-10-2025;01;02;S;N
100857339587404360713;53179151443;MZ5910085733958740436071355095235123;AG071308;;01;MZN;01;01;03;49230;00;0.00;0;02;04;01;00;28-03-2025;10-01-2016;;;28-03-2025;04;01;S;N
106243391117142018462;38432216129;MZ5910624339111714201846200459476384;AG050901;;05;MZN;01;01;03;49230;00;0.00;0;01;02;02;07;16-08-2025;09-02-2016;;;16-08-2025;02;02;G;N
101178766417646617408;45446339933;MZ5910117876641764661740885524935166;AG030609;;01;MZN;01;01;04;64190;00;0.00;0;02;03;01;00;15-02-2025;16-09-2019;;;15-02-2025;03;01;S;N
100015663532498945907;80889761011;MZ5910001566353249894590747559270103;AG081303;;01;MZN;01;01;04;47210;00;0.00;0;02;03;01;00;06-11-2025;12-06-2021;;;06-11-2025;03;03;S;N
104009847835346416677;71262432290;MZ5910400984783534641667737226814320;AG041403;;01;MZN;05;02;04;62010;03;6543243.54;76;00;04;01;00;09-01-2025;02-09-2018;;;09-01-2025;04;04;G;N
103593229074665313599;91912618985;MZ5910359322907466531359970993657772;AG100307;;01;MZN;01;01;03;96020;00;0.00;0;01;01;01;00;28-03-2025;28-05-2023;;;28-03-2025;01;01;G;N
103127107018574449284;48561166116;MZ5910312710701857444928475523149175;AG021204;;02;MZN;01;01;03;55101;00;0.00;0;01;02;01;00;28-11-2025;31-01-2021;;;28-11-2025;02;01;G;N
107276222402901963273;74707017480;MZ5910727622240290196327391790096795;AG080308;;01;MZN;01;01;03;47110;00;0.00;0;02;05;01;00;21-01-2025;21-11-2020;;;21-01-2025;05;02;S;N
102500374218595984092;27140003275;MZ5910250037421859598409242026684992;AG070407;;01;MZN;01;01;04;86100;00;0.00;0;01;01;01;00;24-05-2025;08-09-2018;;;24-05-2025;01;01;S;N
103073153569138029581;70562985675;MZ5910307315356913802958156206105020;AG070207;;01;MZN;01;01;05;55101;00;0.00;0;02;01;01;00;18-05-2025;05-01-2016;;;18-05-2025;01;02;G;N
100670329887261817046;97044381348;MZ5910067032988726181704647987285830;AG050205;;01;MZN;01;01;01;47730;00;0.00;0;01;03;01;00;23-04-2025;23-05-2017;;;23-04-2025;03;03;S;N
104393943740036920957;04275850716;MZ5910439394374003692095736867335157;AG071305;;01;MZN;01;01;03;85210;00;0.00;0;01;04;01;00;21-10-2025;19-08-2023;;;21-10-2025;04;03;S;N
106885668050486898753;48925335914;MZ5910688566805048689875391341289193;AG071007;;03;MZN;01;01;03;47300;00;0.00;0;01;05;01;00;12-11-2025;01-03-2021;;;12-11-2025;05;01;G;N
103985987915713055418;38295188141;MZ5910398598791571305541843452432792;AG031502;;01;MZN;01;01;02;01130;00;0.00;0;02;05;01;00;23-11-2025;23-06-2025;;;23-11-2025;05;03;G;N
107419329540516095860;98495932474;MZ5910741932954051609586018466586385;AG080707;;01;MZN;01;01;04;55101;00;0.00;0;02;01;01;00;29-12-2025;26-08-2017;;;29-12-2025;01;02;S;N
