ID da transacção;ID do Ponto;Data e hora de operação;Valor (MT);Comissão (MT);PAN;NIB de débito;Número de telefone de débito
BCO10TPOS0000000033;BCO10POS0000026;08-09-2025 18:56:08;8794.55;123.20;8731869461978855507;107164079628232881970;842892956
BCO10TPOS0000000034;BCO10POS0000033;15-08-2025 13:46:06;17625.22;127.48;5320148223607435938;105185180807656497068;825299763
BCO10TPOS0000000035;BCO10POS0000039;07-03-2025 11:49:49;1229.61;28.80;0440512623699727806;109701649009045145927;841640848
BCO10TPOS0000000036;BCO10POS0000055;02-04-2025 13:52:41;1431.86;12.22;0025125326441013730;109974585818056257990;879513509
BCO10TPOS0000000037;BCO10POS0000070;01-04-2025 18:45:41;1438.55;21.91;5629600082984372842;106026177784666047227;826982908
BCO10TPOS0000000038;BCO10POS0000075;01-07-2025 15:44:04;815.50;7.89;0825950397132243396;106907232846267239736;868134369
BCO10TPOS0000000039;BCO10POS0000067;19-01-2025 11:27:44;454.49;3.80;2010087393906849705;107542097164130580371;828522900
BCO10TPOS0000000040;BCO10POS0000027;17-04-2025 14:18:20;443.08;7.21;0645252993128789982;104128598237934080970;873737367
BCO10TPOS0000000041;BCO10POS0000039;04-06-2025 18:22:14;711.07;17.19;2960617830077572696;108754868850636045646;845214259
BCO10TPOS0000000042;BCO10POS0000051;09-07-2025 13:00:16;2015.05;41.61;1401898150891808068;107975338841404007344;870319050
BCO10TPOS0000000043;BCO10POS0000008;10-01-2025 14:43:46;8707.35;136.34;7388125982718406434;108260282039993279546;828571636
BCO10TPOS0000000044;BCO10POS0000055;05-09-2025 12:58:06;6443.66;49.86;5039639111886173017;108743354802455177306;847316718
BCO10TPOS0000000045;BCO10POS0000034;15-03-2025 09:33:25;2962.29;62.94;1798439617124524151;109137732917688861763;853200488
BCO10TPOS0000000046;BCO10POS0000018;11-09-2025 05:33:31;1162.68;26.77;9441014814088933759;107719060605177750404;820653099
BCO10TPOS0000000047;BCO10POS0000063;06-01-2025 14:49:35;314.15;5.34;0610247098504785704;106959720804083146967;848997951
BCO10TPOS0000000048;BCO10POS0000047;16-12-2025 12:00:18;8586.95;12.35;4602543463838264582;109852487474619099209;863549852
BCO10TPOS0000000049;BCO10POS0000021;23-12-2025 14:56:44;18938.07;358.60;9750033196573419120;100923804870437771991;828774818
BCO10TPOS0000000050;BCO10POS0000065;20-02-2025 14:27:00;1181.81;22.64;5828696392538008447;102157900724497106756;826970616
BCO10TPOS0000000051;BCO10POS0000010;05-03-2025 13:23:36;3657.60;5.75;5411154087872615973;104061186518012603829;853734513
BCO10TPOS0000000052;BCO10POS0000052;01-08-2025 09:12:46;1062.92;9.57;6118734555611393931;108536802325421405514;829329673
BCO10TPOS0000000053;BCO10POS0000017;21-04-2025 06:28:46;447.80;6.82;2869068159875980933;108760058513171362713;878834881
BCO10TPOS0000000054;BCO10POS0000060;07-02-2025 19:18:47;209.10;0.36;7214753410169968116;102160306093470909695;877898782
BCO10TPOS0000000055;BCO10POS0000035;12-01-2025 18:27:49;2384.11;43.49;5510641699299739631;104691646908550655399;840147916
BCO10TPOS0000000056;BCO10POS0000073;19-07-2025 18:19:09;1066.79;1.96;1401001572947394650;102928114904992806292;823704799
BCO10TPOS0000000057;BCO10POS0000068;31-05-2025 09:35:37;1690.78;39.28;5554133239920192878;100310651394405491394;871561543
BCO10TPOS0000000058;BCO10POS0000011;06-11-2025 11:23:37;7594.94;23.48;5395007761527862855;105598588747608505498;829414974
BCO10TPOS0000000059;BCO10POS0000011;28-05-2025 15:38:43;4889.16;85.91;7225203005403122575;108914941561006875181;854664811
BCO10TPOS0000000060;BCO10POS0000023;30-07-2025 19:42:48;586.52;0.97;7018442190169076196;105089032137832539786;822627747
BCO10TPOS0000000061;BCO10POS0000037;08-07-2025 10:30:31;385.31;4.54;7575913876857896262;102916271460061573103;859678017
BCO10TPOS0000000062;BCO10POS0000079;09-02-2025 17:23:23;336.26;5.60;3174706040704906687;104988971058468336110;851257681
BCO10TPOS0000000063;BCO10POS0000012;07-10-2025 16:32:47;1437.63;19.14;5633404588480992789;103972309574278004143;827504157
BCO10TPOS0000000064;BCO10POS0000059;14-01-2025 15:58:57;6463.21;117.22;9203755258700297248;109498971596144887645;855309366
BCO10TPOS0000000065;BCO10POS0000037;02-03-2025 06:51:18;318.79;6.57;7143500954629943089;102144682767154821962;876982525
BCO10TPOS0000000066;BCO10POS0000030;20-02-2025 23:46:46;276.53;1.56;4101284250139147088;103370026856930034622;875568287
BCO10TPOS0000000067;BCO10POS0000026;21-08-2025 13:41:57;31467.19;126.01;7039071677616958149;100903662623771587482;872270270
BCO10TPOS0000000068;BCO10POS0000033;26-12-2025 19:26:52;1855.42;37.52;1688372437908589819;100830940604912296086;829311059
BCO10TPOS0000000069;BCO10POS0000040;01-01-2025 10:14:23;134.85;2.78;8693240555567973808;109808667277345081672;875702629
BCO10TPOS0000000070;BCO10POS0000054;01-06-2025 19:34:15;2538.44;30.72;0790931637806598504;106575008022789333710;845471397
BCO10TPOS0000000071;BCO10POS0000028;28-06-2025 19:59:45;927.84;1.28;3950696845063293508;108509755731448721451;855241602
BCO10TPOS0000000072;BCO10POS0000065;07-08-2025 08:15:57;2138.22;48.22;5858294985589786903;106466458178664202019;858128974
BCO10TPOS0000000073;BCO10POS0000034;23-02-2025 19:13:14;538.19;2.61;7567870765089402091;100878305550241321453;864869128
BCO10TPOS0000000074;BCO10POS0000045;09-01-2025 13:10:45;433.28;9.92;8259817497117504322;107262580681888290324;871461667
BCO10TPOS0000000075;BCO10POS0000032;07-06-2025 09:57:22;501.99;9.92;9469058507323824475;109473600627879263299;844913746
BCO10TPOS0000000076;BCO10POS0000001;09-12-2025 16:14:03;763.40;19.05;4350107493288379159;100500590239939658397;879796465
BCO10TPOS0000000077;BCO10POS0000025;08-02-2025 17:34:15;1249.22;5.26;4406778370035980152;102302357969587706546;863149647
BCO10TPOS0000000078;BCO10POS0000040;13-04-2025 19:24:01;470.48;9.39;3918022774447337964;106974442142211663999;869376447
BCO10TPOS0000000079;BCO10POS0000044;15-08-2025 09:31:03;26793.74;669.75;7797460731318266430;103313602729399690631;852506182
BCO10TPOS0000000080;BCO10POS0000046;20-11-2025 14:57:49;2558.40;15.20;2716604246765701290;104678159779835083153;866753439
BCO10TPOS0000000081;BCO10POS0000005;16-02-2025 10:30:27;1563.39;16.01;9150656520411669212;109159130754915095678;878284782
BCO10TPOS0000000082;BCO10POS0000052;25-03-2025 17:36:47;528.05;8.88;0060157958675621061;102465769385664890390;820143944
BCO10TPOS0000000083;BCO10POS0000071;15-02-2025 15:47:02;1594.43;17.89;7854783601938691986;103119169485309197274;844810249
BCO10TPOS0000000084;BCO10POS0000076;24-07-2025 19:48:40;908.18;10.25;1632492164831430711;103452793647737193803;826083484
BCO10TPOS0000000085;BCO10POS0000052;07-11-2025 20:19:47;1672.06;24.34;3551880683643362248;106798776957609417052;850375812
BCO10TPOS0000000086;BCO10POS0000019;30-01-2025 14:00:01;1035.32;15.32;3595295572815708752;105669442003321459799;821490771
BCO10TPOS0000000087;BCO10POS0000033;21-07-2025 10:28:41;2449.85;21.27;7580829233685698004;103780281892151891486;859808046
BCO10TPOS0000000088;BCO10POS0000014;03-03-2025 18:57:16;938.94;1.81;1637134713310466794;100419449365934231334;853862657
BCO10TPOS0000000089;BCO10POS0000079;29-04-2025 09:19:54;946.06;13.91;3562437995734932058;109366356714926858485;866375276
BCO10TPOS0000000090;BCO10POS0000055;05-01-2025 09:45:30;9300.55;98.21;7149686070308126934;108541491497548195192;821462799
BCO10TPOS0000000091;BCO10POS0000001;28-02-2025 11:03:19;711.63;3.99;3666934226424902093;107963197587362321514;869807607
BCO10TPOS0000000092;BCO10POS0000066;01-03-2025 11:39:41;517.63;9.23;2370820600938762367;109220344700469601445;847631322
BCO10TPOS0000000093;BCO10POS0000003;07-02-2025 17:35:28;1012.41;25.14;2526995606415909384;106664093965314245950;820711481
BCO10TPOS0000000094;BCO10POS0000014;01-04-2025 21:48:52;5635.15;18.01;3670562790362494001;104512957029463915566;865397655
BCO10TPOS0000000095;BCO10POS0000004;14-04-2025 16:14:02;3523.07;15.75;8465888212750610876;101247010874745126601;850912439
BCO10TPOS0000000096;BCO10POS0000050;10-01-2025 15:02:06;911.55;8.95;7443888786428520445;100331955053896229885;863680941
BCO10TPOS0000000097;BCO10POS0000022;02-12-2025 10:53:41;13181.58;33.23;6878332494741599189;107466693778376667702;878203173
BCO10TPOS0000000098;BCO10POS0000024;11-05-2025 21:22:38;518.66;7.04;1728507488905741795;101359122938036208332;822382256
BCO10TPOS0000000099;BCO10POS0000032;13-05-2025 18:43:34;1781.84;33.58;2707225686389184608;104285271180650229236;821028191
BCO10TPOS0000000100;BCO10POS0000055;19-01-2025 02:52:13;750.84;18.26;8071248942565901903;102615470220351321078;820350243
BCO10TPOS0000000101;BCO10POS0000005;23-02-2025 17:12:07;309.55;1.17;2882513673780949613;102834393559860287322;864553046
BCO10TPOS0000000102;BCO10POS0000036;04-12-2025 18:15:11;14236.58;76.62;4617463352156641899;106282460449844184063;851744953
BCO10TPOS0000000103;BCO10POS0000056;05-09-2025 16:02:06;205.39;4.01;9539496510675020109;107253500594445522733;874194430
BCO10TPOS0000000104;BCO10POS0000026;21-03-2025 09:59:00;7776.00;109.21;5105988685254449801;100023237467802442803;867292165
BCO10TPOS0000000105;BCO10POS0000062;13-04-2025 20:45:27;442.36;5.21;2266860306129552472;100994715740329544338;853157862
BCO10TPOS0000000106;BCO10POS0000041;22-06-2025 12:08:53;425.50;0.44;4244376668656357736;107554905804794059922;841120561
BCO10TPOS0000000107;BCO10POS0000029;12-06-2025 18:08:12;1085.12;17.82;1028814915313103886;104264218425092616474;877126610
BCO10TPOS0000000108;BCO10POS0000061;15-07-2025 08:33:28;1499.15;29.94;5636166921995317198;106008632660305000815;827417983
BCO10TPOS0000000109;BCO10POS0000076;22-11-2025 16:56:45;678.84;6.42;6216499953930919380;109484110502837593982;863462635
BCO10TPOS0000000110;BCO10POS0000051;16-03-2025 09:42:23;4005.75;59.79;5780608583471252811;102232204755080979286;861134615
BCO10TPOS0000000111;BCO10POS0000041;22-03-2025 19:52:54;2163.58;32.67;1257736807629820366;104522176823472002570;828236583
BCO10TPOS0000000112;BCO10POS0000025;27-05-2025 21:43:45;575.67;3.85;7848122095461353660;107667645848555382301;825606086
BCO10TPOS0000000113;BCO10POS0000048;06-10-2025 13:48:01;2158.39;6.46;0987996850149963505;101331619402727701443;871377224
BCO10TPOS0000000114;BCO10POS0000078;01-05-2025 16:28:33;654.56;5.35;1832925578678781635;104706459528284478198;873118597
BCO10TPOS0000000115;BCO10POS0000048;07-08-2025 08:29:43;1166.93;18.70;2912345375127008547;102998732027680414210;861993871
BCO10TPOS0000000116;BCO10POS0000048;28-03-2025 11:22:33;3326541.63;62491.93;8869412866014640270;108823368451256113926;868107660
BCO10TPOS0000000117;BCO10POS0000004;05-06-2025 14:47:21;4801.15;48.55;1929314289859598249;107543953258903217919;877780016
BCO10TPOS0000000118;BCO10POS0000006;21-08-2025 08:55:47;805.46;12.28;1121815089899864864;107346306397950277564;854914552
BCO10TPOS0000000119;BCO10POS0000022;27-09-2025 11:35:40;23166.95;435.94;2562967937855396173;103824562662263317414;848508303
BCO10TPOS0000000120;BCO10POS0000007;03-12-2025 10:23:07;5910.77;65.42;0162892723454720248;107835096038794788993;853355597
BCO10TPOS0000000121;BCO10POS0000069;29-08-2025 09:59:31;757.56;14.12;1450897680565503563;103945668636713157248;850511678
BCO10TPOS0000000122;BCO10POS0000052;27-10-2025 06:23:53;1210.03;9.12;8959272162283045155;107071946638635912270;859581135
BCO10TPOS0000000123;BCO10POS0000017;07-09-2025 23:02:24;1240.66;1.32;4495669714266440801;101357226273244489108;860705730
BCO10TPOS0000000124;BCO10POS0000014;15-02-2025 20:43:42;741.52;4.66;5378123493713056771;103313602729399690631;843430826
BCO10TPOS0000000125;BCO10POS0000060;04-10-2025 13:44:46;885.37;4.81;7501532053391287453;106362737624652806920;866311274
BCO10TPOS0000000126;BCO10POS0000058;08-03-2025 08:47:05;3979.65;32.22;5337325960359349619;101515838732624994302;867669419
BCO10TPOS0000000127;BCO10POS0000007;03-06-2025 14:48:15;7482.17;175.82;8872017276679318702;102840251534952343660;822152185
BCO10TPOS0000000128;BCO10POS0000009;26-11-2025 19:33:06;307.10;4.25;2735743884575868024;109079349195407888877;852383236
BCO10TPOS0000000129;BCO10POS0000071;21-01-2025 16:16:51;1056.14;6.32;8817665639491310125;102725310260605892232;854512863
BCO10TPOS0000000130;BCO10POS0000001;24-04-2025 15:00:26;2156.57;50.57;0843906742643318154;105299568898898551385;845134780
BCO10TPOS0000000131;BCO10POS0000046;15-04-2025 08:50:05;2309.25;27.73;6195159139523323567;102814299341001343065;865353474
BCO10TPOS0000000132;BCO10POS0000002;07-02-2025 19:01:34;1699.87;26.88;6716559456161836517;108563495416169832113;878817173
BCO10TPOS0000000133;BCO10POS0000047;03-05-2025 13:23:03;6559.70;81.75;6083194795381326774;100195122228957710407;867890901
BCO10TPOS0000000134;BCO10POS0000059;18-08-2025 03:31:35;1981.92;22.59;6480145216442364580;109511064404632712906;821414751
BCO10TPOS0000000135;BCO10POS0000009;01-03-2025 08:50:04;1341.25;29.65;5513869283595636710;109930967168041626045;872678591
BCO10TPOS0000000136;BCO10POS0000040;19-08-2025 12:08:04;406.38;9.95;1412575577427338386;101743018696184483866;859000276
BCO10TPOS0000000137;BCO10POS0000065;11-01-2025 10:12:40;1306.90;16.29;0500588164605628162;103673952909730931453;871088861
BCO10TPOS0000000138;BCO10POS0000008;09-03-2025 15:09:40;2196.99;34.92;1973151326187080602;100469632005556606445;867251976
BCO10TPOS0000000139;BCO10POS0000032;28-04-2025 17:21:13;1325.17;4.97;1094255303534052556;109250234126020437693;858433596
BCO10TPOS0000000140;BCO10POS0000042;04-04-2025 19:16:23;1324.22;31.50;0277981129115609633;106375671808288499901;866065591
BCO10TPOS0000000141;BCO10POS0000058;18-10-2025 14:57:10;747.15;15.86;8403623040611117565;106499523930358808829;863864599
BCO10TPOS0000000142;BCO10POS0000052;09-03-2025 13:31:37;2764.93;67.82;7973319295210469220;104763466196765152203;871102766
BCO10TPOS0000000143;BCO10POS0000019;12-01-2025 06:31:11;3021.45;70.67;2277569132647113033;101279813286471682572;862393207
BCO10TPOS0000000144;BCO10POS0000055;06-12-2025 15:16:39;836.95;8.56;6891408142639625746;100235124638407746351;865655997
BCO10TPOS0000000145;BCO10POS0000079;14-09-2025 06:08:32;327.45;1.81;5969094651806916707;100619771365430532777;865409038
BCO10TPOS0000000146;BCO10POS0000018;08-07-2025 13:21:59;972.55;14.03;0393442306970133112;109935778277090761596;863717760
BCO10TPOS0000000147;BCO10POS0000058;01-08-2025 18:53:54;3327.34;26.25;9809635768026262465;102080722238624855381;870338562
BCO10TPOS0000000148;BCO10POS0000054;27-11-2025 15:05:35;3424.07;7.73;0169241076346585858;106039242014330186836;852616619
BCO10TPOS0000000149;BCO10POS0000079;18-02-2025 08:36:58;351.31;8.27;7979923159577826854;100581327739018059510;840209764
BCO10TPOS0000000150;BCO10POS0000041;28-01-2025 08:51:31;3040.29;9.53;0364092954432815182;106205792103243009684;824321255
BCO10TPOS0000000151;BCO10POS0000015;24-02-2025 11:00:46;1336.04;9.65;9399815117661968725;103629176775002268191;872490849
BCO10TPOS0000000152;BCO10POS0000046;14-10-2025 17:12:47;788.05;19.29;1590986388813416521;106585494306283830482;858031632
BCO10TPOS0000000153;BCO10POS0000012;14-04-2025 03:54:23;1120.14;13.21;7481393396214282160;100572598893940034064;855065907
BCO10TPOS0000000154;BCO10POS0000074;16-08-2025 17:00:32;2546.18;50.98;6120912552270063185;101827508248251344201;844167333
BCO10TPOS0000000155;BCO10POS0000011;14-09-2025 16:24:50;13979.36;59.99;4326631249441696421;108123555035185812333;846642392
BCO10TPOS0000000156;BCO10POS0000052;14-03-2025 12:01:47;1103.28;16.55;6434730646247906026;100014820630641276698;865475747
BCO10TPOS0000000157;BCO10POS0000053;22-12-2025 11:45:21;1944.27;44.67;4470942720235144782;105669378949547232796;829060532
BCO10TPOS0000000158;BCO10POS0000052;29-05-2025 16:29:17;4633.34;4.85;9764386258852316285;100299951885651543061;840185281
BCO10TPOS0000000159;BCO10POS0000004;23-11-2025 11:45:40;2855.47;22.76;1305228403198540078;107770060864385896889;847827257
BCO10TPOS0000000160;BCO10POS0000020;04-01-2025 18:22:49;2603.25;15.24;2895990664931196936;106495397561715647512;858299443
BCO10TPOS0000000161;BCO10POS0000002;02-03-2025 12:21:51;1063.58;24.30;4085720893884106551;107092639070923535613;870157939
BCO10TPOS0000000162;BCO10POS0000035;11-05-2025 19:03:45;529.20;10.57;6570511943376114756;102768618922027638062;821484486
BCO10TPOS0000000163;BCO10POS0000052;26-05-2025 07:55:19;6983.32;87.48;2352376247571640977;107694873599686716290;853330523
BCO10TPOS0000000164;BCO10POS0000064;01-08-2025 14:48:42;513.84;10.00;4151816900584467834;106205792103243009684;854443251
BCO10TPOS0000000165;BCO10POS0000044;26-07-2025 08:58:13;12962.94;78.34;6596908943009844498;108403603777970519648;821425116
BCO10TPOS0000000166;BCO10POS0000043;18-06-2025 07:01:56;1789.06;34.52;6754572206293667438;103850051696147517865;863137217
BCO10TPOS0000000167;BCO10POS0000016;26-07-2025 15:28:52;1852.60;13.88;1633525635723498774;103106137861156824174;876360959
BCO10TPOS0000000168;BCO10POS0000023;22-11-2025 21:51:50;1432.87;24.08;1915368671471501665;101173451632844021743;855052972
BCO10TPOS0000000169;BCO10POS0000035;03-06-2025 07:56:08;1537.56;29.79;2405390144907823398;102140185752727059897;864623255
BCO10TPOS0000000170;BCO10POS0000005;06-11-2025 07:51:46;2013.36;34.86;6126700778858519645;105655714591471149918;877277102
BCO10TPOS0000000171;BCO10POS0000017;19-08-2025 19:13:47;777.53;12.20;2122110510389081631;108029555491601862426;867668431
BCO10TPOS0000000172;BCO10POS0000078;30-03-2025 15:25:27;1655.81;28.07;5534614758986064246;104315766167857460003;857756097
BCO10TPOS0000000173;BCO10POS0000072;03-08-2025 19:09:27;2339.30;2.72;3106002685083094954;109137732917688861763;856403498
BCO10TPOS0000000174;BCO10POS0000079;17-09-2025 14:47:10;486.16;3.76;5669955094300904481;108133081750458568574;829322188
BCO10TPOS0000000175;BCO10POS0000024;01-07-2025 11:59:33;1270.56;12.61;2080690535401193526;104259213458689943235;858215320
BCO10TPOS0000000176;BCO10POS0000054;02-01-2025 14:03:07;1628.67;32.91;0478364444079754511;103644040735117423550;845367916
BCO10TPOS0000000177;BCO10POS0000037;07-02-2025 14:17:30;2097.81;7.30;3709717438370631658;103278449582440244634;859412861
BCO10TPOS0000000178;BCO10POS0000057;03-04-2025 12:00:43;1192.60;28.40;4238297775484411666;104363274682848385071;851919626
BCO10TPOS0000000179;BCO10POS0000026;18-11-2025 17:21:40;3927.36;22.07;7961919920480963239;100131206356000364801;824729799
BCO10TPOS0000000180;BCO10POS0000030;31-05-2025 08:02:03;657.69;16.04;4030004862042409245;105010505048316392635;828363153
BCO10TPOS0000000181;BCO10POS0000057;12-10-2025 15:46:24;418.50;1.13;3183649111193046175;103099957164431489252;877788879
BCO10TPOS0000000182;BCO10POS0000076;25-09-2025 10:14:07;1421.85;3.81;9381817573984922205;108148756795173084607;823642862
BCO10TPOS0000000183;BCO10POS0000036;16-02-2025 18:25:08;10332.49;117.32;2805481878860488894;108563445785576447169;848163009
BCO10TPOS0000000184;BCO10POS0000070;06-08-2025 10:35:09;1082.48;8.58;7356132161416220030;106597596520088519913;820931129
BCO10TPOS0000000185;BCO10POS0000011;04-01-2025 08:12:32;6903.24;58.66;9891543841198253199;109164397066886039172;869605417
BCO10TPOS0000000186;BCO10POS0000023;03-11-2025 06:14:50;1869.32;6.81;8585568991981562470;103584098568345996243;871029311
BCO10TPOS0000000187;BCO10POS0000019;16-01-2025 11:54:20;5122.33;10.26;9942612454104901447;101235877952159736358;870975967
BCO10TPOS0000000188;BCO10POS0000015;05-09-2025 11:30:26;538.42;12.23;5181183129702857403;109701756091914459793;842961505
BCO10TPOS0000000189;BCO10POS0000014;23-09-2025 15:00:44;710.60;9.91;6458803237918688152;100286582140876093264;867423348
BCO10TPOS0000000190;BCO10POS0000014;27-07-2025 14:38:45;1038.94;1.90;6505312905659371836;102725310260605892232;843218729
BCO10TPOS0000000191;BCO10POS0000066;16-01-2025 11:25:55;1631.02;33.11;3962987362936669524;101637789558043879268;853224182
BCO10TPOS0000000192;BCO10POS0000029;13-05-2025 07:40:31;2500.12;24.06;6846210364355426656;103167612756049160720;845338096
BCO10TPOS0000000193;BCO10POS0000039;10-12-2025 17:03:38;1138.80;23.06;4784962072166383262;100857339587404360713;844759583
BCO10TPOS0000000194;BCO10POS0000019;20-04-2025 08:03:12;1576.81;38.72;8661755404253858386;109826245571275821882;873958042
BCO10TPOS0000000195;BCO10POS0000054;19-09-2025 16:28:31;4303.64;71.45;4876830347867810342;103115187812981721297;847285362
BCO10TPOS0000000196;BCO10POS0000039;17-06-2025 13:20:46;865.45;13.94;2601881807902785858;104711453564570692141;855389087
BCO10TPOS0000000197;BCO10POS0000030;25-07-2025 13:43:31;466.07;1.21;7466289875942402369;103167234660793251705;829811218
BCO10TPOS0000000198;BCO10POS0000065;31-12-2025 23:22:51;2573.71;36.78;0072954340843169723;101700418050191646362;854364969
BCO10TPOS0000000199;BCO10POS0000035;28-09-2025 18:35:38;1118.54;4.97;2092627807824608059;106570969729165811725;878624534
BCO10TPOS0000000200;BCO10POS0000063;21-03-2025 14:09:21;388.76;7.60;0352331091765888187;102270878781561023149;826469461
BCO10TPOS0000000201;BCO10POS0000023;16-11-2025 18:26:07;1102.00;6.17;7537953741379499253;107458564653068589484;879736509
BCO10TPOS0000000202;BCO10POS0000036;23-07-2025 08:07:22;16814.87;295.31;8255802913924502890;107097708908837265341;870294023
BCO10TPOS0000000203;BCO10POS0000054;22-08-2025 18:48:17;1160.53;21.53;1903122991887445778;106480803272342742475;823894783
BCO10TPOS0000000204;BCO10POS0000079;13-03-2025 19:03:39;1680.94;17.93;1394485072584917354;102588132676425189708;820164951
BCO10TPOS0000000205;BCO10POS0000080;16-01-2025 11:16:29;1443.04;32.87;9546032901255323432;105860699112542059056;840136947
BCO10TPOS0000000206;BCO10POS0000032;01-01-2025 15:25:15;1301.49;19.78;4362673298926854057;101594106510184562857;866873204
BCO10TPOS0000000207;BCO10POS0000030;27-06-2025 09:04:51;385.00;5.47;8651543355800238742;104977326855002675878;855724114
BCO10TPOS0000000208;BCO10POS0000077;18-10-2025 14:00:05;535.81;2.64;1224607110272759302;101495067746488293625;868128296
BCO10TPOS0000000209;BCO10POS0000075;03-10-2025 09:47:49;1127.26;23.16;6456864719718774177;106854966349344520468;829937355
BCO10TPOS0000000210;BCO10POS0000013;24-06-2025 03:27:01;1207.67;26.72;1056162031342724388;107573722965423461728;855471130
BCO10TPOS0000000211;BCO10POS0000055;07-04-2025 15:15:11;3493.05;64.43;0080268017289410450;104104689438830898323;869457041
BCO10TPOS0000000212;BCO10POS0000021;27-06-2025 10:01:16;1958.59;19.18;9628716723936122980;109063343232094924160;842405228
BCO10TPOS0000000213;BCO10POS0000009;07-06-2025 07:01:48;1277.20;21.61;5456724330503039287;104531649312099175096;829704647
BCO10TPOS0000000214;BCO10POS0000037;30-01-2025 09:55:34;1699.84;2.08;1850804489368632678;108450618428579181051;877021520
