NUIB;Referência do depósito;Tipo de Depósito;Tipo de Contraparte;País da Contraparte;Latitude;Longitude;Tipo de taxas de juros;Taxa de juro de referência;Taxa Anual Efectiva (TAE);Taxa Anual Nominal Bruta (TANB);Taxa Anual Nominal Líquida (TANL);Moeda;Data de Depósito;Data de Maturidade;Data do 1º Pagamento de Juros;Frequência de pagamento de juros
15720018498;BCO02DEP000000026;DO;0;MZ;-14.2210;36.0425;1;2;0.4658;1.3987;0.3726;MZN;15-01-2025;;14-02-2025;2
05165890208;BCO02DEP000000027;DO;0;MZ;-23.1765;35.1857;1;5;1.6871;2.0657;1.3497;MZN;31-08-2025;;30-09-2025;4
72902453328;BCO02DEP000000028;DO;1;MZ;-14.4180;32.2654;3;2;1.6372;2.4351;1.3098;MZN;04-07-2025;;03-08-2025;2
07627051804;BCO02DEP000000029;DO;0;MZ;-17.5316;30.8617;1;6;1.8830;2.0203;1.5064;MZN;14-10-2025;;13-11-2025;5
63413343333;BCO02DEP000000030;DP;0;MZ;-12.2874;38.8288;1;7;4.6102;5.1391;3.6882;MZN;06-04-2025;06-04-2026;06-05-2025;3
69716659542;BCO02DEP000000031;DO;1;MZ;-13.6285;31.5296;1;3;0.6051;0.9568;0.4841;MZN;28-09-2025;;28-10-2025;6
35347222979;BCO02DEP000000032;DO;0;MZ;-14.5735;30.5032;1;1;1.8145;1.8560;1.4516;USD;28-12-2025;;27-01-2026;4
38616463506;BCO02DEP000000033;DO;1;MZ;-25.9120;30.8223;1;2;0.4739;0.6897;0.3792;MZN;13-10-2025;;12-11-2025;9
64156954322;BCO02DEP000000034;DP;1;MZ;-10.1285;33.0931;1;1;11.3396;11.4840;9.0716;MZN;06-03-2025;05-04-2025;05-04-2025;4
67462274569;BCO02DEP000000035;DO;0;MZ;-20.5956;32.4021;2;1;1.6023;1.9335;1.2818;MZN;15-11-2025;;15-12-2025;5
48088232046;BCO02DEP000000036;DO;1;MZ;-25.7662;30.9363;2;1;0.6820;1.6107;0.5456;MZN;28-01-2025;;27-02-2025;2
62661172360;BCO02DEP000000037;DP;1;MZ;-15.0768;38.7670;2;1;4.8147;4.9093;3.8518;MZN;26-10-2025;26-10-2027;25-11-2025;3
29135671571;BCO02DEP000000038;DO;1;MZ;-10.2598;33.1530;1;2;1.2451;1.8779;0.9961;MZN;13-07-2025;;12-08-2025;9
65680850034;BCO02DEP000000039;DP;0;MZ;-11.4589;32.3009;2;3;10.3164;10.9123;8.2531;MZN;18-08-2025;18-08-2026;17-09-2025;3
14714726755;BCO02DEP000000040;DO;1;MZ;-13.8033;31.9942;1;6;1.8401;2.4536;1.4721;MZN;23-01-2025;;22-02-2025;4
21670384578;BCO02DEP000000041;DP;1;MZ;-19.7034;35.4455;2;7;10.6392;11.3914;8.5114;MZN;27-02-2025;27-02-2027;29-03-2025;4
64683314485;BCO02DEP000000042;DO;0;MZ;-21.2978;37.1158;2;2;1.0354;1.7619;0.8283;MZN;28-10-2025;;27-11-2025;3
78511033971;BCO02DEP000000043;DO;0;MZ;-19.2784;30.6051;1;5;0.8605;1.2472;0.6884;MZN;14-09-2025;;14-10-2025;6
80005567114;BCO02DEP000000044;DP;0;MZ;-25.5740;34.1385;1;4;4.3087;5.1142;3.4469;MZN;08-12-2025;08-03-2026;07-01-2026;1
10122203583;BCO02DEP000000045;DO;0;MZ;-19.7235;30.0933;2;5;1.4704;1.4835;1.1763;MZN;29-09-2025;;29-10-2025;6
85280590013;BCO02DEP000000046;PA;0;MZ;-10.7696;36.5610;1;5;11.1712;12.0334;8.9370;MZN;20-11-2025;19-05-2026;20-12-2025;1
03686789948;BCO02DEP000000047;DO;1;MZ;-15.7236;31.7834;2;7;0.5388;0.5614;0.4310;MZN;05-10-2025;;04-11-2025;5
88888483659;BCO02DEP000000048;DO;1;MZ;-25.1785;35.9268;2;6;0.9949;1.0314;0.7960;MZN;20-09-2025;;20-10-2025;4
87197282752;BCO02DEP000000049;DO;1;MZ;-25.9910;37.8298;2;3;0.4559;1.3266;0.3647;MZN;02-10-2025;;01-11-2025;1
31039696711;BCO02DEP000000050;DO;1;MZ;-25.6772;36.7955;1;2;1.0422;1.5211;0.8338;EUR;21-11-2025;;21-12-2025;5
68883261796;BCO02DEP000000051;DO;1;MZ;-15.4093;39.0945;1;1;1.1837;1.7455;0.9469;MZN;13-08-2025;;12-09-2025;3
84624654550;BCO02DEP000000052;DO;0;MZ;-12.4071;33.4746;2;5;0.4689;0.6975;0.3751;MZN;05-04-2025;;05-05-2025;5
94085871166;BCO02DEP000000053;DO;1;MZ;-12.3764;38.0473;2;3;0.9668;1.2371;0.7735;MZN;06-06-2025;;06-07-2025;6
01974175276;BCO02DEP000000054;DO;1;MZ;-13.7285;36.1117;1;4;1.9028;2.7221;1.5222;MZN;04-01-2025;;03-02-2025;4
96653239550;BCO02DEP000000055;DO;0;MZ;-13.4071;39.5922;1;3;1.3289;1.3429;1.0631;MZN;06-07-2025;;05-08-2025;1
69868951523;BCO02DEP000000056;DP;0;MZ;-21.8623;36.0480;1;5;11.4655;11.9585;9.1724;MZN;21-05-2025;17-11-2025;20-06-2025;1
67722928208;BCO02DEP000000057;DO;1;MZ;-25.5824;39.2331;1;7;0.0105;0.5018;0.0084;USD;05-08-2025;;04-09-2025;6
74438703336;BCO02DEP000000058;DP;0;MZ;-23.6826;39.1887;1;3;5.3928;6.2929;4.3143;MZN;12-01-2025;11-07-2025;11-02-2025;2
65590603910;BCO02DEP000000059;DO;0;MZ;-23.2726;33.1714;1;2;0.3864;0.6020;0.3091;MZN;08-06-2025;;08-07-2025;9
89453688688;BCO02DEP000000060;DO;1;MZ;-20.7325;39.7055;1;4;0.0218;0.3800;0.0174;MZN;10-08-2025;;09-09-2025;3
43616799327;BCO02DEP000000061;DO;1;MZ;-14.8583;38.8393;1;3;1.9309;2.4996;1.5447;MZN;04-08-2025;;03-09-2025;3
24866077534;BCO02DEP000000062;DP;0;MZ;-21.4303;30.1771;2;1;10.2228;10.6489;8.1782;MZN;15-04-2025;15-04-2026;15-05-2025;5
11310547145;BCO02DEP000000063;DO;0;MZ;-14.8747;36.4298;2;3;1.8998;2.0606;1.5198;MZN;12-12-2025;;11-01-2026;4
26739194546;BCO02DEP000000064;DO;1;MZ;-17.6079;35.4996;1;3;1.3639;2.0682;1.0911;MZN;02-02-2025;;04-03-2025;2
94125018853;BCO02DEP000000065;DO;0;MZ;-11.7434;31.3967;1;4;1.9646;2.8784;1.5717;MZN;15-02-2025;;17-03-2025;9
79904259854;BCO02DEP000000066;DP;1;MZ;-10.6323;38.7330;1;6;9.1463;10.1169;7.3170;MZN;11-03-2025;11-03-2026;10-04-2025;6
02721685826;BCO02DEP000000067;DO;0;MZ;-10.0795;36.9477;1;4;0.0305;0.5147;0.0244;MZN;03-02-2025;;05-03-2025;6
94369002009;BCO02DEP000000068;DF;0;MZ;-12.1991;39.8207;2;3;8.1468;8.6341;6.5174;MZN;17-12-2025;;16-01-2026;3
75986060306;BCO02DEP000000069;DO;1;MZ;-18.6606;34.7272;1;4;0.7108;1.3352;0.5687;MZN;05-10-2025;;04-11-2025;1
96758785279;BCO02DEP000000070;DP;1;MZ;-10.4826;37.5908;1;5;4.3659;4.7992;3.4927;MZN;20-08-2025;19-09-2025;19-09-2025;3
94224540345;BCO02DEP000000071;DP;1;MZ;-15.2644;36.6557;1;2;11.8077;12.4226;9.4462;MZN;28-11-2025;28-11-2026;28-12-2025;6
68818924327;BCO02DEP000000072;DP;1;MZ;-13.6554;37.3593;1;1;10.5039;10.7021;8.4031;MZN;16-09-2025;15-12-2025;16-10-2025;1
54318575118;BCO02DEP000000073;DP;1;MZ;-24.9471;38.9990;1;4;4.9874;5.8732;3.9899;MZN;29-05-2025;29-05-2027;28-06-2025;2
10534178584;BCO02DEP000000074;DO;1;MZ;-17.9062;30.1800;1;1;0.1990;1.1874;0.1592;MZN;26-04-2025;;26-05-2025;4
28157796530;BCO02DEP000000075;DO;0;MZ;-24.4089;38.9279;2;3;1.8116;2.5322;1.4493;MZN;18-06-2025;;18-07-2025;6
47255538906;BCO02DEP000000076;DO;0;MZ;-11.8692;39.0395;1;6;1.1968;1.3944;0.9574;MZN;29-03-2025;;28-04-2025;3
68677902078;BCO02DEP000000077;DO;1;MZ;-20.7121;35.7910;1;3;0.2420;1.0524;0.1936;USD;04-12-2025;;03-01-2026;2
24669483612;BCO02DEP000000078;DF;1;MZ;-12.8608;36.8570;1;6;6.2671;6.6408;5.0137;USD;22-11-2025;;22-12-2025;3
26378091167;BCO02DEP000000079;DO;0;MZ;-13.4794;32.6512;1;2;1.9620;2.1603;1.5696;USD;03-08-2025;;02-09-2025;1
19526623357;BCO02DEP000000080;DP;1;MZ;-11.4811;39.6386;1;7;7.5462;8.4037;6.0369;MZN;15-01-2025;15-01-2026;14-02-2025;5
61163015753;BCO02DEP000000081;DO;1;MZ;-21.7729;30.1134;1;5;1.2260;1.2496;0.9808;MZN;23-09-2025;;23-10-2025;9
25756313460;BCO02DEP000000082;DO;0;MZ;-18.9349;34.5522;1;3;1.1599;1.9313;0.9279;MZN;16-08-2025;;15-09-2025;9
26582103413;BCO02DEP000000083;DO;0;MZ;-11.3089;35.5844;1;1;0.2022;0.8753;0.1618;MZN;25-06-2025;;25-07-2025;4
11117018051;BCO02DEP000000084;DO;1;MZ;-18.6189;30.3732;1;6;1.2669;1.2920;1.0135;MZN;08-12-2025;;07-01-2026;6
96790582255;BCO02DEP000000085;DO;0;MZ;-17.0789;34.9870;2;4;1.2496;1.7125;0.9997;MZN;01-07-2025;;31-07-2025;5
31257292845;BCO02DEP000000086;DO;1;MZ;-24.7991;38.1834;3;7;1.8436;2.6243;1.4749;MZN;04-04-2025;;04-05-2025;2
14866287877;BCO02DEP000000087;DP;1;MZ;-25.0519;33.1471;2;7;8.4634;9.2740;6.7707;EUR;08-07-2025;07-08-2025;07-08-2025;2
36168972569;BCO02DEP000000088;DP;1;MZ;-13.1040;30.8645;1;3;3.3436;3.4570;2.6749;MZN;20-02-2025;19-08-2025;22-03-2025;3
89494235226;BCO02DEP000000089;DP;1;MZ;-11.0240;37.3690;1;2;4.1551;4.9698;3.3241;MZN;09-10-2025;07-04-2026;08-11-2025;3
35486313976;BCO02DEP000000090;DO;0;MZ;-20.1929;33.2784;1;4;1.1764;1.9324;0.9411;EUR;03-06-2025;;03-07-2025;6
28890030416;BCO02DEP000000091;DP;0;MZ;-11.9473;30.7956;2;1;11.0803;11.8215;8.8642;MZN;21-08-2025;21-08-2026;20-09-2025;9
77281313630;BCO02DEP000000092;DO;1;MZ;-14.6634;39.3793;2;5;0.8107;1.5426;0.6486;EUR;11-07-2025;;10-08-2025;9
47393734764;BCO02DEP000000093;DO;0;MZ;-15.2899;31.1851;1;6;1.9355;2.5838;1.5484;MZN;14-04-2025;;14-05-2025;1
97121529017;BCO02DEP000000094;DO;0;MZ;-25.1857;38.6076;1;4;1.1581;1.4777;0.9265;MZN;20-11-2025;;20-12-2025;2
75338345373;BCO02DEP000000095;PA;1;MZ;-20.0252;30.8007;1;1;11.3605;12.1509;9.0884;MZN;15-01-2025;15-04-2025;14-02-2025;3
05326940786;BCO02DEP000000096;DP;0;MZ;-25.7235;34.1550;1;1;1.7402;1.8943;1.3921;MZN;31-05-2025;31-05-2027;30-06-2025;1
92617575438;BCO02DEP000000097;DO;0;MZ;-14.1341;32.0079;1;6;0.2947;0.5645;0.2357;MZN;17-05-2025;;16-06-2025;9
42557790597;BCO02DEP000000098;DP;0;MZ;-16.4250;32.5093;3;4;4.1577;4.8965;3.3262;USD;25-03-2025;25-03-2027;24-04-2025;9
01097846687;BCO02DEP000000099;DP;1;MZ;-23.3895;33.2763;1;1;1.2530;2.0641;1.0024;USD;14-07-2025;13-08-2025;13-08-2025;1
22502705491;BCO02DEP000000100;DP;0;MZ;-24.2322;33.1417;1;2;1.8385;2.5233;1.4708;USD;15-10-2025;13-04-2026;14-11-2025;1
16664126794;BCO02DEP000000101;DO;0;MZ;-22.7083;31.9404;1;5;0.4527;1.0566;0.3621;MZN;13-03-2025;;12-04-2025;2
51200362405;BCO02DEP000000102;DP;1;MZ;-21.3521;37.4348;1;6;3.6710;3.7395;2.9368;USD;08-06-2025;08-06-2026;08-07-2025;6
87103638015;BCO02DEP000000103;DO;0;MZ;-11.3866;38.1167;1;2;0.6312;0.9301;0.5049;MZN;25-08-2025;;24-09-2025;4
96111765758;BCO02DEP000000104;DP;1;MZ;-18.0142;32.8220;1;5;4.3370;4.3796;3.4696;USD;12-04-2025;09-10-2025;12-05-2025;1
14579381131;BCO02DEP000000105;DP;1;MZ;-20.2928;38.0348;3;3;11.1879;12.0992;8.9503;MZN;29-04-2025;26-10-2025;29-05-2025;4
54000974165;BCO02DEP000000106;DO;1;MZ;-19.0955;38.3708;1;4;0.1859;0.1929;0.1487;MZN;29-05-2025;;28-06-2025;5
41143378963;BCO02DEP000000107;PA;0;MZ;-13.3488;31.2872;1;1;4.0586;4.4029;3.2469;MZN;18-04-2025;18-04-2027;18-05-2025;6
18935773902;BCO02DEP000000108;DO;1;MZ;-23.2277;36.4141;1;1;1.6019;2.3593;1.2815;MZN;18-12-2025;;17-01-2026;9
95821141260;BCO02DEP000000109;DO;0;MZ;-17.0425;36.9629;2;7;1.8192;2.3121;1.4554;MZN;25-12-2025;;24-01-2026;9
30432973694;BCO02DEP000000110;DP;0;MZ;-19.9133;38.3359;2;5;3.0283;3.2462;2.4227;MZN;13-03-2025;13-03-2027;12-04-2025;1
66590774771;BCO02DEP000000111;DP;1;MZ;-18.8822;39.0839;1;3;7.0530;7.6739;5.6424;ZAR;01-08-2025;01-08-2027;31-08-2025;2
02755328004;BCO02DEP000000112;DO;0;MZ;-15.7067;30.4850;1;7;1.7087;2.4143;1.3669;MZN;16-11-2025;;16-12-2025;4
29075888782;BCO02DEP000000113;DO;0;MZ;-11.2395;39.0403;1;6;1.9571;2.8755;1.5657;MZN;20-06-2025;;20-07-2025;9
42419517170;BCO02DEP000000114;DO;0;MZ;-19.4673;39.3505;2;1;0.6146;1.4739;0.4917;MZN;30-01-2025;;01-03-2025;2
01252767465;BCO02DEP000000115;DO;0;MZ;-12.6519;37.2469;2;1;0.2459;1.0070;0.1967;USD;04-08-2025;;03-09-2025;3
66264113188;BCO02DEP000000116;DO;0;MZ;-22.0282;30.4219;3;7;1.4131;2.2500;1.1305;MZN;02-01-2025;;01-02-2025;5
30432973694;BCO02DEP000000117;DO;0;MZ;-20.7938;35.2977;1;4;1.9066;2.4202;1.5253;MZN;06-08-2025;;05-09-2025;3
66590774771;BCO02DEP000000118;DP;1;MZ;-25.5371;38.9254;1;1;3.2477;3.5443;2.5982;ZAR;19-01-2025;18-07-2025;18-02-2025;1
29527082467;BCO02DEP000000119;DO;1;MZ;-16.6419;33.5807;1;1;1.6499;1.8648;1.3199;MZN;25-07-2025;;24-08-2025;6
47596590177;BCO02DEP000000120;DP;0;MZ;-23.1530;32.5428;1;6;7.5523;8.3291;6.0419;MZN;02-04-2025;02-04-2026;02-05-2025;2
42603267685;BCO02DEP000000121;DP;1;MZ;-25.1577;37.4039;1;2;9.1684;9.2474;7.3348;MZN;21-09-2025;20-12-2025;21-10-2025;5
63148014605;BCO02DEP000000122;DO;0;MZ;-11.8625;30.0276;1;1;1.8611;2.5449;1.4889;MZN;29-03-2025;;28-04-2025;1
05390880918;BCO02DEP000000123;DO;0;MZ;-18.7062;33.3039;2;7;0.4110;1.2883;0.3288;MZN;06-11-2025;;06-12-2025;3
46146250714;BCO02DEP000000124;DO;1;MZ;-20.0069;39.1152;1;1;0.5655;0.6436;0.4524;MZN;07-08-2025;;06-09-2025;6
77170354533;BCO02DEP000000125;DO;0;MZ;-15.2051;33.3219;1;1;0.8800;1.3309;0.7040;MZN;30-11-2025;;30-12-2025;1
82520161976;BCO02DEP000000126;DP;1;MZ;-14.0073;30.2897;1;1;6.9916;7.9844;5.5932;MZN;26-09-2025;26-09-2026;26-10-2025;6
74196709365;BCO02DEP000000127;DP;0;MZ;-18.4529;30.5606;1;6;7.5589;7.9813;6.0472;MZN;25-04-2025;22-10-2025;25-05-2025;6
97867387471;BCO02DEP000000128;DO;0;MZ;-16.5441;32.6587;1;4;1.0755;1.7089;0.8604;MZN;04-04-2025;;04-05-2025;4
21519230705;BCO02DEP000000129;DP;1;MZ;-11.5342;36.3666;2;1;9.4193;10.2074;7.5354;MZN;13-08-2025;13-08-2027;12-09-2025;9
39528604205;BCO02DEP000000130;DP;0;MZ;-18.5403;39.4027;1;7;6.8577;7.0282;5.4862;MZN;17-05-2025;17-05-2027;16-06-2025;2
46492304641;BCO02DEP000000131;DP;0;MZ;-25.1803;34.6386;2;1;3.6421;3.7225;2.9137;MZN;19-02-2025;18-08-2025;21-03-2025;4
50408160693;BCO02DEP000000132;DO;0;MZ;-17.3150;34.6896;1;1;0.2709;0.3305;0.2167;MZN;15-09-2025;;15-10-2025;3
00965686375;BCO02DEP000000133;DO;1;MZ;-22.0664;33.3539;1;1;0.9355;1.7355;0.7484;MZN;09-10-2025;;08-11-2025;1
30557091732;BCO02DEP000000134;DO;0;MZ;-18.8176;33.4260;2;6;0.7530;0.9154;0.6024;MZN;22-10-2025;;21-11-2025;3
23187925255;BCO02DEP000000135;DP;0;MZ;-23.4181;32.7710;1;2;11.5189;12.2556;9.2152;MZN;29-06-2025;29-07-2025;29-07-2025;6
48383725273;BCO02DEP000000136;DO;0;MZ;-25.6146;30.5470;1;6;1.6905;2.0816;1.3524;USD;31-08-2025;;30-09-2025;3
32685592618;BCO02DEP000000137;PA;0;MZ;-23.5087;30.2700;1;5;10.7288;11.6757;8.5830;MZN;02-10-2025;31-03-2026;01-11-2025;6
74059879527;BCO02DEP000000138;DP;0;MZ;-22.0329;30.2439;1;2;5.0697;5.4990;4.0557;MZN;08-01-2025;08-01-2027;07-02-2025;2
75931630642;BCO02DEP000000139;DO;0;MZ;-14.0093;37.2183;1;3;1.4930;1.8114;1.1944;MZN;07-05-2025;;06-06-2025;2
48143229780;BCO02DEP000000140;DP;1;MZ;-17.5068;36.5656;2;2;10.8463;11.2725;8.6771;ZAR;01-09-2025;30-11-2025;01-10-2025;9
79606437390;BCO02DEP000000141;DO;1;MZ;-24.0847;39.1444;1;5;1.0620;2.0535;0.8496;MZN;18-01-2025;;17-02-2025;9
31708726883;BCO02DEP000000142;DO;0;MZ;-15.5685;30.5763;1;4;1.5502;2.0425;1.2402;USD;28-10-2025;;27-11-2025;6
51247238192;BCO02DEP000000143;DO;1;MZ;-22.0608;39.7987;2;2;0.7258;0.9323;0.5806;MZN;26-03-2025;;25-04-2025;3
86457032590;BCO02DEP000000144;DO;1;MZ;-16.8655;34.3929;1;4;1.9316;2.7638;1.5453;MZN;11-03-2025;;10-04-2025;3
53748807915;BCO02DEP000000145;PA;0;MZ;-11.8660;30.6483;1;3;6.0850;6.8390;4.8680;MZN;28-05-2025;27-06-2025;27-06-2025;1
01372134596;BCO02DEP000000146;DP;1;MZ;-21.2934;36.9198;1;2;3.3555;3.7390;2.6844;MZN;29-10-2025;29-10-2026;28-11-2025;2
82734853696;BCO02DEP000000147;DO;0;MZ;-24.6677;39.3057;1;2;1.5716;2.5402;1.2573;MZN;13-03-2025;;12-04-2025;6
38364569851;BCO02DEP000000148;DP;0;MZ;-16.6828;30.3040;2;2;6.8530;7.6107;5.4824;MZN;27-02-2025;27-02-2027;29-03-2025;4
72751898445;BCO02DEP000000149;DO;1;MZ;-25.3996;39.5727;1;5;1.1303;1.9887;0.9042;MZN;25-02-2025;;27-03-2025;4
36926803698;BCO02DEP000000150;DO;0;MZ;-14.3622;33.4645;1;7;0.5100;1.0319;0.4080;MZN;13-09-2025;;13-10-2025;3
30640511583;BCO02DEP000000151;DO;1;MZ;-11.5844;39.9448;1;5;0.7134;0.7202;0.5707;USD;19-09-2025;;19-10-2025;9
35347222979;BCO02DEP000000152;DP;0;MZ;-15.1443;37.3066;2;1;7.0613;7.1916;5.6490;USD;12-01-2025;11-07-2025;11-02-2025;9
43199906746;BCO02DEP000000153;DP;1;MZ;-19.7803;30.0814;1;5;9.6973;10.6862;7.7578;MZN;29-01-2025;29-01-2026;28-02-2025;5
83604995105;BCO02DEP000000154;DS;1;MZ;-24.3076;33.6290;1;4;8.2243;8.4817;6.5794;MZN;25-11-2025;;25-12-2025;2
72263397613;BCO02DEP000000155;DF;0;MZ;-21.3533;39.5725;1;4;11.2938;11.6529;9.0350;ZAR;19-03-2025;;18-04-2025;5
77118327681;BCO02DEP000000156;DO;0;MZ;-20.2406;33.2470;1;6;1.8953;2.2241;1.5162;MZN;20-11-2025;;20-12-2025;3
50913600769;BCO02DEP000000157;DO;1;MZ;-17.7487;32.5547;1;4;0.1964;0.8928;0.1571;MZN;26-01-2025;;25-02-2025;4
34633747512;BCO02DEP000000158;DO;0;MZ;-11.5327;38.1615;1;1;0.4087;0.8981;0.3270;MZN;10-02-2025;;12-03-2025;5
74268694891;BCO02DEP000000159;DO;1;MZ;-19.8906;35.4659;1;3;0.2799;0.8091;0.2239;MZN;25-10-2025;;24-11-2025;3
04304318613;BCO02DEP000000160;DP;0;MZ;-11.9030;33.8134;1;4;11.7368;11.7891;9.3895;MZN;20-05-2025;20-05-2026;19-06-2025;4
34782331721;BCO02DEP000000161;DO;1;MZ;-12.0740;31.7119;1;5;0.5500;1.0172;0.4400;MZN;03-07-2025;;02-08-2025;1
42417542339;BCO02DEP000000162;DP;0;MZ;-15.6865;30.2140;1;4;3.7568;4.4500;3.0055;MZN;21-04-2025;21-04-2026;21-05-2025;2
45092043391;BCO02DEP000000163;DO;0;MZ;-16.9931;38.5633;1;1;0.9326;1.7790;0.7461;MZN;25-12-2025;;24-01-2026;9
63123518435;BCO02DEP000000164;DP;1;MZ;-17.7089;37.2599;1;5;4.1708;5.1603;3.3367;MZN;17-08-2025;17-08-2026;16-09-2025;5
22365963879;BCO02DEP000000165;DP;0;MZ;-17.1264;36.9343;1;4;8.3948;9.1987;6.7158;MZN;25-12-2025;25-03-2026;24-01-2026;4
97680849866;BCO02DEP000000166;DP;1;MZ;-23.2613;31.3366;1;5;3.0079;3.8627;2.4063;MZN;20-10-2025;20-10-2026;19-11-2025;9
62016432617;BCO02DEP000000167;DO;1;MZ;-10.1122;34.9553;1;2;0.1052;0.4625;0.0842;MZN;27-03-2025;;26-04-2025;5
89882652216;BCO02DEP000000168;DO;1;MZ;-24.1257;38.5191;1;6;1.7474;2.3164;1.3980;MZN;11-12-2025;;10-01-2026;5
49187105387;BCO02DEP000000169;DO;1;MZ;-22.7394;38.7206;1;3;1.0608;1.1657;0.8486;MZN;24-06-2025;;24-07-2025;1
10769093556;BCO02DEP000000170;DP;0;MZ;-23.4851;31.6237;1;5;3.2508;3.2656;2.6007;MZN;28-02-2025;27-08-2025;30-03-2025;4
06201107411;BCO02DEP000000171;DO;1;MZ;-21.7944;34.4577;2;7;1.9406;2.0813;1.5524;MZN;04-08-2025;;03-09-2025;1
13726232020;BCO02DEP000000172;DP;0;MZ;-12.4810;32.4455;1;4;7.2433;8.0133;5.7947;MZN;17-12-2025;17-03-2026;16-01-2026;1
35444271880;BCO02DEP000000173;DO;1;MZ;-16.6038;38.9326;1;6;0.2120;0.4590;0.1696;MZN;19-12-2025;;18-01-2026;2
26295952352;BCO02DEP000000174;DO;0;MZ;-20.5691;31.9631;3;6;0.4821;1.2075;0.3856;MZN;14-10-2025;;13-11-2025;5
