NIB;NUIB do Titular;IBAN;Agência / ID Ponto;Agente / ID Ponto;Tipo de Conta;Moeda;Titularidade;Tipo de Titular;Regime de movimentação;Sector de Actividade do Titular;Dimensão da Empresa titular;Volume de Negócios da Empresa titular;Número de trabalhadores da empresa titular;Tipo de classificação da necessidade especial/deficiência;Canal preferencial de acesso à conta;Estado da Conta;Motivo de alteração do Estado;Data da última actualização do estado;Data de Abertura;Data de Encerramento;Data da Última Operação;Data da Última Actualização dos dados;Canal de Abertura;Frequência de utilização da conta;Regime de Abertura;Pessoa Politicamente Exposta  (PEP)
025870658996283076549;11151238601;MZ5902587065899628307654979126533996;AG021703;;02;USD;05;02;05;01130;01;74488779.68;140;00;03;01;00;15-12-2025;19-04-2019;;;15-12-2025;03;03;S;N
022597142450407025576;74976734006;MZ5902259714245040702557628354208661;AG041404;;05;MZN;01;01;05;49230;00;0.00;0;02;01;01;00;03-01-2025;22-05-2022;;;03-01-2025;01;01;G;N
020314699711814097216;72729443808;MZ5902031469971181409721664274743448;AG030208;;04;MZN;01;01;04;41000;00;0.00;0;01;05;01;00;19-10-2025;30-03-2018;;;19-10-2025;05;01;S;N
029848204649387411830;97764788005;MZ5902984820464938741183047727483598;AG100307;;01;MZN;07;02;02;47210;02;19508344.83;310;00;01;01;00;11-06-2025;26-05-2019;;;11-06-2025;01;02;G;N
020015857162158628980;58026553775;MZ5902001585716215862898060178587720;AG060504;;03;MZN;01;01;02;41000;00;0.00;0;01;01;01;00;14-10-2025;12-09-2024;;;14-10-2025;01;02;S;N
027366075187956572942;63196828642;MZ5902736607518795657294205173114593;AG070203;;01;MZN;01;01;04;56101;00;0.00;0;01;01;02;01;24-05-2025;02-10-2024;;;24-05-2025;01;01;G;N
026213640275556957557;02569885180;MZ5902621364027555695755771501120055;AG090704;;01;MZN;01;01;03;56101;00;0.00;0;02;01;01;00;26-06-2025;29-03-2019;;;26-06-2025;01;04;G;N
026810263848625904488;05962933117;MZ5902681026384862590448872069260955;AG032008;;03;MZN;01;01;02;62010;00;0.00;0;02;01;02;11;07-08-2025;23-08-2018;;;07-08-2025;01;01;S;N
023909484261391985077;89693060317;MZ5902390948426139198507703155493427;AG070106;;01;MZN;06;02;03;47300;03;3051496.45;388;00;04;01;00;23-06-2025;03-07-2019;;;23-06-2025;04;02;G;N
022897612892255416633;47537436866;MZ5902289761289225541663342489783129;AG021503;;01;MZN;01;01;05;62010;00;0.00;0;01;03;01;00;29-11-2025;06-06-2020;;;29-11-2025;03;01;S;N
029875467904244905958;98823540550;MZ5902987546790424490595898844870544;AG100501;;01;MZN;01;01;05;01130;00;0.00;0;02;03;01;00;04-12-2025;19-06-2018;;;04-12-2025;03;02;S;N
029764333490665360947;40623849192;MZ5902976433349066536094774424681287;AG071103;;01;MZN;01;01;05;49230;00;0.00;0;01;04;01;00;05-04-2025;31-03-2023;;;05-04-2025;04;01;S;N
023857195822275364094;74060508715;MZ5902385719582227536409445242812282;AG040102;;01;MZN;01;01;05;86100;00;0.00;0;02;01;01;00;21-05-2025;21-03-2019;;;21-05-2025;01;04;G;N
022114288682251730553;59816240788;MZ5902211428868225173055354327584453;AG070801;;05;MZN;01;01;02;86100;00;0.00;0;01;05;01;00;30-08-2025;08-04-2019;;;30-08-2025;05;03;G;N
021627182460874128566;39323672909;MZ5902162718246087412856650358901147;AG070207;;01;MZN;07;02;02;86100;02;8341721.09;52;00;03;01;00;22-04-2025;04-09-2024;;;22-04-2025;03;02;S;N
029813058430963148006;96800958205;MZ5902981305843096314800698661289244;AG070604;;02;MZN;07;02;03;49230;01;2682120.94;34;00;01;01;00;01-12-2025;02-10-2021;;;01-12-2025;01;02;G;N
021054380623563684449;04651705763;MZ5902105438062356368444901883289398;AG090507;;01;MZN;01;01;04;47300;00;0.00;0;01;02;01;00;08-06-2025;19-08-2023;;;08-06-2025;02;01;S;N
024660962914923599164;88346901045;MZ5902466096291492359916416914883016;AG100707;;01;MZN;03;02;03;41000;01;5891790.53;159;00;03;01;00;25-11-2025;08-05-2016;;;25-11-2025;03;03;S;N
027255870394920178330;95132705426;MZ5902725587039492017833097107949470;AG061206;;02;MZN;01;01;02;85210;00;0.00;0;01;04;01;00;18-05-2025;10-08-2021;;;18-05-2025;04;04;S;N
021079103872985037604;38594694677;MZ5902107910387298503760412167918705;AG020706;;01;MZN;01;01;05;55101;00;0.00;0;01;03;01;00;23-01-2025;05-12-2016;;;23-01-2025;03;01;S;N
020311898102327828481;28801034757;MZ5902031189810232782848167343785761;AG100609;;01;MZN;01;01;03;85210;00;0.00;0;01;05;01;00;08-07-2025;20-06-2021;;;08-07-2025;05;02;G;N
023830579658368842910;12911019969;MZ5902383057965836884291047787466357;AG071308;;01;MZN;01;01;03;47110;00;0.00;0;02;03;01;00;03-10-2025;01-08-2025;;;03-10-2025;03;05;S;N
029550834214924941933;85436932432;MZ5902955083421492494193300377423145;AG021203;;01;MZN;01;01;05;47730;00;0.00;0;02;05;01;00;12-09-2025;07-09-2021;;;12-09-2025;05;03;G;N
022148405920224454769;71334387476;MZ5902214840592022445476992241922710;AG090304;;05;MZN;01;01;01;41000;00;0.00;0;01;04;01;00;21-06-2025;01-01-2025;;;21-06-2025;04;01;G;N
028592645764345937895;77345895411;MZ5902859264576434593789525057222660;AG031502;;01;MZN;01;01;02;64190;00;0.00;0;02;05;01;00;20-05-2025;16-05-2020;;;20-05-2025;05;02;G;N
027335533049032304197;41363976850;MZ5902733553304903230419732454144583;AG030609;;01;MZN;03;02;05;47730;01;15601709.73;53;00;05;01;00;14-10-2025;20-02-2017;;;14-10-2025;05;04;S;N
022540356328958335092;73920388596;MZ5902254035632895833509256876701337;AG090205;;01;MZN;01;01;05;49230;00;0.00;0;02;02;04;03;19-04-2025;18-09-2024;;;19-04-2025;02;02;G;N
020135839144079071030;34077895682;MZ5902013583914407907103019144004417;AG070109;;01;MZN;06;02;02;47300;02;5663566.46;487;00;02;03;15;01-04-2025;11-05-2016;;;01-04-2025;02;02;G;N
028076920078741596773;27345973733;MZ5902807692007874159677371539875835;AG060503;;03;EUR;01;01;03;55101;00;0.00;0;01;05;01;00;28-10-2025;12-05-2023;;;28-10-2025;05;02;G;N
029440577984679798058;48143229780;MZ5902944057798467979805867981813787;AG071009;;01;ZAR;01;01;01;56101;00;0.00;0;01;02;01;00;18-07-2025;08-07-2019;;;18-07-2025;02;03;G;N
023318945899078250735;27839302827;MZ5902331894589907825073562214120703;AG060801;;01;MZN;01;01;04;01130;00;0.00;0;02;01;01;00;09-01-2025;08-04-2019;;;09-01-2025;01;02;S;N
023581085852054344766;63370045140;MZ5902358108585205434476671999436461;AG031906;;01;MZN;01;01;01;01130;00;0.00;0;02;03;01;00;08-08-2025;06-08-2021;;;08-08-2025;03;01;S;N
025472659964514277250;12358975319;MZ5902547265996451427725091106106128;AG100706;;01;MZN;01;01;04;86100;00;0.00;0;01;02;01;00;05-03-2025;16-02-2017;;;05-03-2025;02;01;G;N
022916879975849854582;57556677913;MZ5902291687997584985458249618588341;AG080402;;02;MZN;01;01;01;01130;00;0.00;0;02;01;01;00;04-05-2025;01-03-2021;;;04-05-2025;01;02;G;N
026359842039785600194;92641618531;MZ5902635984203978560019459046634904;AG100402;;01;MZN;01;01;04;96020;00;0.00;0;01;01;02;11;24-06-2025;02-05-2022;;;24-06-2025;01;02;G;N
021788102437416552163;57947772315;MZ5902178810243741655216360540165283;AG081301;;01;USD;03;02;03;64190;01;9194571.63;122;00;03;01;00;21-08-2025;08-04-2021;;;21-08-2025;03;03;S;N
029678168659281341992;91322350235;MZ5902967816865928134199217734788884;AG031106;;01;MZN;06;02;03;01110;01;13776069.46;179;00;05;01;00;20-02-2025;17-07-2022;;;20-02-2025;05;03;G;N
025279032115493838857;03888324878;MZ5902527903211549383885769351513577;AG030909;;02;MZN;01;01;03;64190;00;0.00;0;01;03;01;00;12-05-2025;03-03-2019;;;12-05-2025;03;02;G;N
020964050007431367328;89672728283;MZ5902096405000743136732869087049953;AG030801;;01;MZN;03;02;01;47730;03;4453915.73;418;00;02;01;00;13-02-2025;22-12-2024;;;13-02-2025;02;04;S;N
027100177897234339029;42233443922;MZ5902710017789723433902997560407056;AG030808;;01;MZN;01;01;04;85210;00;0.00;0;01;01;01;00;14-11-2025;13-07-2018;;;14-11-2025;01;01;G;N
029804927957222668495;81977660430;MZ5902980492795722266849543785508397;AG070208;;02;MZN;01;01;03;49230;00;0.00;0;02;05;01;00;14-01-2025;15-01-2018;;;14-01-2025;05;01;G;N
028124899750992853004;41968383898;MZ5902812489975099285300486205198743;AG032304;;02;MZN;01;01;04;49230;00;0.00;0;01;04;01;00;22-11-2025;15-09-2019;;;22-11-2025;04;01;G;N
024914795461774426683;19055376634;MZ5902491479546177442668357766581469;AG031503;;02;MZN;01;01;02;47300;00;0.00;0;02;02;01;00;12-10-2025;08-10-2018;;;12-10-2025;02;04;S;N
021920474889243694660;66040203142;MZ5902192047488924369466093982040675;AG080504;;01;ZAR;01;01;05;55101;00;0.00;0;02;01;01;00;19-12-2025;04-12-2018;;;19-12-2025;01;02;G;N
021717111723994550048;06620967268;MZ5902171711172399455004874637215215;AG051409;;01;MZN;01;01;04;56101;00;0.00;0;02;02;01;00;16-01-2025;07-04-2018;;;16-01-2025;02;02;G;N
028224931330493465683;34245942004;MZ5902822493133049346568399309806471;AG021108;;01;MZN;01;01;02;47730;00;0.00;0;02;01;01;00;30-11-2025;04-09-2025;;;30-11-2025;01;04;S;N
021383827048838182252;63766839071;MZ5902138382704883818225270810604652;AG070905;;02;MZN;01;01;03;01130;00;0.00;0;01;01;01;00;23-08-2025;02-05-2024;;;23-08-2025;01;01;S;N
023779395341016656360;36437653802;MZ5902377939534101665636037742268571;AG040809;;01;MZN;01;01;02;47300;00;0.00;0;01;03;01;00;10-10-2025;23-06-2025;;;10-10-2025;03;02;S;N
021472421911624649329;41945479916;MZ5902147242191162464932933280225850;AG010204;;02;MZN;01;01;02;41000;00;0.00;0;02;03;01;00;15-08-2025;02-09-2018;;;15-08-2025;03;01;S;N
021923612529001334901;88361856379;MZ5902192361252900133490156669926359;AG070405;;02;MZN;03;02;01;86100;01;3048336.30;271;00;01;01;00;21-10-2025;17-03-2023;;;21-10-2025;01;01;G;N
025214588615245392477;06761420749;MZ5902521458861524539247780595531012;AG100108;;01;MZN;01;01;04;64190;00;0.00;0;02;02;01;00;24-05-2025;01-11-2018;;;24-05-2025;02;02;G;N
028854542343540730182;35985751471;MZ5902885454234354073018291607354791;AG031506;;02;MZN;01;01;01;41000;00;0.00;0;02;05;01;00;05-04-2025;14-12-2022;;;05-04-2025;05;02;S;N
024166645083525344957;63148014605;MZ5902416664508352534495797623505740;AG050302;;01;MZN;01;01;04;49230;00;0.00;0;02;01;02;04;08-12-2025;21-09-2023;;;08-12-2025;01;02;G;N
024801903634310875407;87479748692;MZ5902480190363431087540753679069212;AG032009;;01;MZN;01;01;04;47730;00;0.00;0;01;03;01;00;28-11-2025;31-05-2022;;;28-11-2025;03;04;G;N
024337716794917622783;13408709050;MZ5902433771679491762278367664534561;AG050905;;01;MZN;01;01;03;49230;00;0.00;0;02;02;02;17;07-06-2025;08-03-2019;;;07-06-2025;02;03;S;N
024463360700107584943;98570565466;MZ5902446336070010758494317101214548;AG100405;;01;MZN;01;01;02;56101;00;0.00;0;02;04;01;00;23-12-2025;08-02-2016;;;23-12-2025;04;04;S;N
022795489157244913185;77841203998;MZ5902279548915724491318529540117559;AG031404;;01;MZN;01;01;01;47730;00;0.00;0;01;02;01;00;11-05-2025;06-12-2017;;;11-05-2025;02;03;S;N
029695020002281470245;34153898087;MZ5902969502000228147024543971736505;AG080602;;03;MZN;06;02;04;62010;01;8677146.74;148;00;05;01;00;09-01-2025;06-07-2021;;;09-01-2025;05;01;S;N
029663051085543241136;95216424891;MZ5902966305108554324113637697746287;AG030302;;03;MZN;01;01;01;41000;00;0.00;0;01;01;01;00;16-01-2025;16-11-2019;;;16-01-2025;01;05;S;N
024840307048147098612;57920016963;MZ5902484030704814709861281015612101;AG021303;;01;MZN;01;01;02;55101;00;0.00;0;02;02;01;00;04-03-2025;14-03-2020;;;04-03-2025;02;01;S;N
026397316553045021313;08663070041;MZ5902639731655304502131384115923539;AG030807;;02;MZN;01;01;03;47110;00;0.00;0;02;01;01;00;28-02-2025;12-03-2023;;;28-02-2025;01;03;G;N
022447138730464851732;60549214721;MZ5902244713873046485173241259648438;AG041006;;01;MZN;01;01;04;55101;00;0.00;0;02;02;01;00;11-02-2025;15-11-2016;;;11-02-2025;02;03;S;N
026193362786811825965;30800618738;MZ5902619336278681182596570697373556;AG031908;;01;MZN;01;01;01;62010;00;0.00;0;02;01;04;08;24-10-2025;18-06-2019;;;24-10-2025;01;05;G;N
029714281814305266609;38627019366;MZ5902971428181430526660919202330794;AG100107;;01;MZN;06;02;01;01130;01;5369835.28;14;00;01;03;01;28-04-2025;11-10-2017;;;28-04-2025;01;01;S;N
020662293692492366262;78357771341;MZ5902066229369249236626293844786198;AG032201;;01;MZN;01;01;02;01110;00;0.00;0;02;02;01;00;16-07-2025;21-12-2022;;;16-07-2025;02;02;S;N
025733014097743231832;40797388641;MZ5902573301409774323183291961128047;AG041303;;02;MZN;01;01;01;62010;00;0.00;0;02;04;01;00;23-09-2025;20-03-2022;;;23-09-2025;04;03;G;N
024289928100294870978;66314366078;MZ5902428992810029487097872443693514;AG100705;;01;ZAR;01;01;03;85210;00;0.00;0;02;01;01;00;30-07-2025;13-12-2019;;;30-07-2025;01;03;S;N
024014421192891109237;62548920427;MZ5902401442119289110923777884909786;AG042101;;01;MZN;01;01;03;01110;00;0.00;0;01;04;01;00;30-04-2025;24-04-2024;;;30-04-2025;04;02;G;N
025377898575006621586;03184980163;MZ5902537789857500662158640185278935;AG031402;;05;ZAR;01;01;01;41000;00;0.00;0;01;05;01;00;26-07-2025;18-01-2018;;;26-07-2025;05;01;G;N
023305510992440817268;34089081977;MZ5902330551099244081726883310862835;AG030108;;02;MZN;01;01;03;62010;00;0.00;0;01;01;01;00;10-02-2025;07-06-2024;;;10-02-2025;01;01;G;N
029473944911437842283;28813782870;MZ5902947394491143784228394699434548;AG020905;;01;MZN;01;01;02;41000;00;0.00;0;01;05;01;00;31-07-2025;06-12-2022;;;31-07-2025;05;01;G;N
025774444342039306067;57474124810;MZ5902577444434203930606784052568055;AG090701;;01;MZN;01;01;03;47210;00;0.00;0;01;01;01;00;16-11-2025;01-08-2025;;;16-11-2025;01;02;S;N
024555134789202047738;13806888595;MZ5902455513478920204773814482452595;AG020309;;01;MZN;01;01;02;85210;00;0.00;0;02;02;04;10;21-09-2025;29-07-2022;;;21-09-2025;02;05;G;N
022657076679438345997;95425175886;MZ5902265707667943834599786753035075;AG100706;;04;USD;04;02;05;56101;01;21182024.11;462;00;05;01;00;22-10-2025;05-01-2017;;;22-10-2025;05;02;G;N
029506966161654057711;77203040209;MZ5902950696616165405771171433257306;AG091202;;01;MZN;01;01;01;62010;00;0.00;0;01;02;01;00;01-05-2025;28-04-2019;;;01-05-2025;02;03;S;N
020235374944605439870;58687423544;MZ5902023537494460543987075775399922;AG070109;;02;MZN;01;01;01;85210;00;0.00;0;02;02;01;00;07-06-2025;07-01-2022;;;07-06-2025;02;01;S;N
026020963979210785847;68510036068;MZ5902602096397921078584779184886119;AG031005;;01;MZN;04;02;04;01130;02;3803264.58;246;00;01;01;00;26-10-2025;28-07-2024;;;26-10-2025;01;01;G;N
021557875102842040166;78197123739;MZ5902155787510284204016648757497369;AG041006;;01;MZN;01;01;01;47300;00;0.00;0;02;02;01;00;07-11-2025;07-02-2021;;;07-11-2025;02;03;S;N
024619645393709356145;94681706403;MZ5902461964539370935614522496634942;AG081101;;01;MZN;01;01;01;86100;00;0.00;0;02;04;01;00;05-11-2025;10-07-2017;;;05-11-2025;04;01;S;N
020684283458228949448;41142976073;MZ5902068428345822894944863188548932;AG031101;;04;MZN;01;01;02;62010;00;0.00;0;01;04;01;00;04-03-2025;01-01-2021;;;04-03-2025;04;02;G;N
025348737429643190274;04550710969;MZ5902534873742964319027422311710477;AG100404;;01;MZN;08;02;05;85210;01;561978.15;261;00;02;01;00;25-10-2025;02-02-2025;;;25-10-2025;02;04;G;N
022688925149581007523;30787772180;MZ5902268892514958100752370246363747;AG100105;;01;MZN;01;01;02;41000;00;0.00;0;02;04;01;00;04-07-2025;30-07-2016;;;04-07-2025;04;01;S;N
021440703038918412124;15228122076;MZ5902144070303891841212448836169181;AG030704;;02;MZN;01;01;04;01130;00;0.00;0;01;05;01;00;07-06-2025;09-10-2023;;;07-06-2025;05;01;G;N
022323131202175769485;02866436314;MZ5902232313120217576948576764348081;AG030806;;01;MZN;01;01;05;86100;00;0.00;0;01;04;01;00;12-07-2025;15-12-2021;;;12-07-2025;04;01;G;N
029418488837516996814;99807831748;MZ5902941848883751699681434443370347;AG040502;;02;MZN;01;01;01;47300;00;0.00;0;02;05;01;00;12-12-2025;06-11-2024;;;12-12-2025;05;03;G;N
025060217776353846369;99163747776;MZ5902506021777635384636929429929992;AG032004;;04;MZN;05;02;03;47300;02;9355932.38;174;00;03;01;00;07-12-2025;22-03-2021;;;07-12-2025;03;02;S;N
024776004292247110723;16624968388;MZ5902477600429224711072302391185047;AG071104;;01;USD;01;01;04;01130;00;0.00;0;02;05;01;00;08-07-2025;25-03-2020;;;08-07-2025;05;04;S;N
027519989111626015662;75066766477;MZ5902751998911162601566249905329929;AG050808;;01;MZN;01;01;05;47110;00;0.00;0;01;03;01;00;24-04-2025;16-06-2021;;;24-04-2025;03;01;G;N
026023572735320623695;50748208416;MZ5902602357273532062369523630339504;AG031902;;01;MZN;01;01;01;47210;00;0.00;0;01;01;01;00;13-09-2025;19-03-2021;;;13-09-2025;01;02;S;N
022732757314495296195;47380669851;MZ5902273275731449529619582806320464;AG080704;;02;MZN;01;01;05;47210;00;0.00;0;01;05;01;00;19-08-2025;08-10-2021;;;19-08-2025;05;01;S;N
022808225686375392461;11135260978;MZ5902280822568637539246126420857281;AG031309;;01;MZN;08;02;04;47110;01;8634524.25;438;00;03;01;00;16-06-2025;01-05-2024;;;16-06-2025;03;05;G;N
028065817449545382656;75591451403;MZ5902806581744954538265653251308534;AG071008;;02;MZN;01;01;05;86100;00;0.00;0;01;05;01;00;21-06-2025;14-02-2022;;;21-06-2025;05;02;G;N
028229661165256957177;37035483500;MZ5902822966116525695717713350009366;AG031705;;05;MZN;01;01;05;47730;00;0.00;0;02;05;01;00;10-09-2025;31-08-2021;;;10-09-2025;05;05;G;N
024916454012109204546;52596687007;MZ5902491645401210920454683375286444;AG031303;;01;MZN;01;01;04;47110;00;0.00;0;01;02;01;00;04-05-2025;11-06-2023;;;04-05-2025;02;03;S;N
027486219212226194623;88880070866;MZ5902748621921222619462394923621305;AG061201;;01;MZN;01;01;04;55101;00;0.00;0;02;03;02;05;24-04-2025;06-09-2021;;;24-04-2025;03;01;G;N
021214847076569039675;97438171419;MZ5902121484707656903967508838938292;AG031602;;04;MZN;01;01;04;47300;00;0.00;0;01;05;01;00;09-08-2025;26-12-2023;;;09-08-2025;05;04;G;N
024598378360552555082;05488934118;MZ5902459837836055255508212470794642;AG071008;;01;MZN;01;01;04;55101;00;0.00;0;02;03;01;00;15-05-2025;10-02-2021;;;15-05-2025;03;01;S;N
028869974717439981798;85992828810;MZ5902886997471743998179896223931997;AG060605;;01;MZN;08;02;04;86100;04;22047530.11;53;00;05;01;00;17-10-2025;22-05-2023;;;17-10-2025;05;01;G;N
022164408442739912841;81208707568;MZ5902216440844273991284125576873209;AG010703;;03;MZN;03;02;03;49230;01;17889577.41;68;00;03;01;00;26-02-2025;14-04-2021;;;26-02-2025;03;02;G;N
022212421675015655016;57730380258;MZ5902221242167501565501679945170984;AG090507;;01;MZN;01;01;05;64190;00;0.00;0;02;05;01;00;02-11-2025;06-03-2022;;;02-11-2025;05;02;G;N
022939393089432275207;46166001486;MZ5902293939308943227520733173602424;AG090601;;01;MZN;01;01;05;86100;00;0.00;0;01;05;01;00;07-08-2025;23-07-2023;;;07-08-2025;05;02;S;N
021587008213077289250;38660170414;MZ5902158700821307728925023061378095;AG091109;;01;MZN;01;01;03;55101;00;0.00;0;02;05;01;00;31-01-2025;20-11-2024;;;31-01-2025;05;01;G;N
020439540440307989720;62508059766;MZ5902043954044030798972073632874968;AG100602;;01;MZN;01;01;05;49230;00;0.00;0;02;03;02;05;11-01-2025;29-11-2023;;;11-01-2025;03;02;S;N
028994848095416129324;17319084752;MZ5902899484809541612932491958146951;AG030502;;01;MZN;01;01;02;64190;00;0.00;0;02;05;01;00;09-11-2025;10-03-2025;;;09-11-2025;05;03;S;N
028827623789747518169;24646621134;MZ5902882762378974751816958203041404;AG031703;;02;MZN;01;01;01;56101;00;0.00;0;02;03;01;00;22-10-2025;30-04-2017;;;22-10-2025;03;03;S;N
028662598984849254508;69837521052;MZ5902866259898484925450892859153002;AG030502;;01;MZN;01;01;01;86100;00;0.00;0;01;02;01;00;19-04-2025;19-01-2025;;;19-04-2025;02;04;G;N
023927897572016945294;03434194632;MZ5902392789757201694529468698070295;AG070907;;01;MZN;01;01;04;56101;00;0.00;0;01;01;01;00;30-05-2025;01-07-2019;;;30-05-2025;01;01;G;N
025109032812649553969;15348817356;MZ5902510903281264955396900818943518;AG030305;;02;MZN;01;01;02;41000;00;0.00;0;02;02;01;00;15-05-2025;01-09-2021;;;15-05-2025;02;01;S;N
028737899295097548249;16270642200;MZ5902873789929509754824989595636084;AG032003;;02;MZN;01;01;04;64190;00;0.00;0;01;02;01;00;10-10-2025;09-07-2025;;;10-10-2025;02;01;S;S
020278688564700079148;98752300245;MZ5902027868856470007914887120340530;AG080403;;01;MZN;01;01;05;47210;00;0.00;0;01;03;01;00;05-02-2025;01-04-2019;;;05-02-2025;03;01;G;N
020206807986141060014;96490728123;MZ5902020680798614106001449840482664;AG041001;;03;MZN;04;02;02;62010;02;9860697.03;289;00;01;01;00;07-06-2025;14-11-2017;;;07-06-2025;01;01;S;N
024329217524941851447;14070371597;MZ5902432921752494185144787519589832;AG031208;;01;MZN;08;02;02;86100;02;6637997.44;183;00;04;01;00;14-09-2025;08-01-2021;;;14-09-2025;04;04;S;N
022163489910772486370;69359981811;MZ5902216348991077248637051926473600;AG031207;;01;MZN;01;01;04;64190;00;0.00;0;02;05;01;00;01-03-2025;03-03-2023;;;01-03-2025;05;02;G;N
020097299322465918777;37984674016;MZ5902009729932246591877774693246287;AG071001;;02;MZN;01;01;01;47210;00;0.00;0;02;01;01;00;27-01-2025;27-02-2020;;;27-01-2025;01;02;G;N
020607148275919139005;53114900162;MZ5902060714827591913900517591567322;AG031701;;02;MZN;01;01;03;47300;00;0.00;0;02;01;01;00;29-10-2025;03-08-2023;;;29-10-2025;01;04;S;N
021217674453321497469;99281674440;MZ5902121767445332149746995970005771;AG030909;;01;EUR;01;01;01;01110;00;0.00;0;01;01;02;14;03-05-2025;06-04-2024;;;03-05-2025;01;02;G;N
022771731137546441336;12965872455;MZ5902277173113754644133623301885065;AG030102;;01;MZN;04;02;02;47110;01;6184734.22;462;00;05;01;00;03-12-2025;24-01-2023;;;03-12-2025;05;01;S;N
022687062628975139077;78644173857;MZ5902268706262897513907722669680029;AG100501;;01;MZN;01;01;04;49230;00;0.00;0;02;01;01;00;14-12-2025;26-06-2018;;;14-12-2025;01;03;G;N
