NUIB;Referência do crédito;Situação da operação;Estado de renegociação;Gestão de cobrança;Data da renegociação;Data do contencioso ou abate do activo;Montante desembolsado/ utilizado;Saldo de capital em dívida;Saldo de capital vencido;Juros vencidos;Juros vincendos;Juros de mora acumulados;Valor da prestação;Taxa de juros de referência;Taxa de juros efectiva;Taxa de juros de mora;Data início de atraso;N.º de dias de atraso;N.º de dias de atraso.1;N.º de prestações em atraso;Comissão de liquidação;Montante cobrado
17435958724;BCO08CRD000000313;REG;NRE;NOR;;;637763.10;637763.10;0.00;0.00;31888.16;0.00;5359.35;15.6926;22.0930;26.9942;;0;0;0;1.6633;0.00
42243276806;BCO08CRD000001607;REG;NRE;NOR;;;85417.46;85417.46;0.00;0.00;4270.87;0.00;5024.56;15.4601;21.3596;32.4284;;0;0;0;2.7832;0.00
07510988810;BCO08CRD000001083;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17.7564;21.3512;29.3717;;0;0;0;1.2572;0.00
96795907827;BCO08CRD000001444;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17.4597;27.9023;33.9275;;0;0;0;1.1709;0.00
32464332210;BCO08CRD000001253;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.2358;20.8777;27.8064;;0;0;0;0.4917;0.00
46108612550;BCO08CRD000000269;REG;NRE;NOR;;;510716.06;510716.06;0.00;0.00;25535.80;0.00;4863.96;13.9063;21.8574;27.9203;;0;0;0;0.3902;0.00
28907311316;BCO08CRD000001560;REG;NRE;NOR;;;191033.86;191033.86;0.00;0.00;9551.69;0.00;4152.91;12.7483;23.4238;29.8533;;0;0;0;2.5174;0.00
44673316748;BCO08CRD000001359;REG;RES;NOR;;;845529.67;845529.67;0.00;0.00;42276.48;0.00;15373.27;15.1210;17.6933;22.9808;;0;0;0;0.7999;0.00
08506493324;BCO08CRD000001145;REG;NRE;NOR;;;650047.21;650047.21;0.00;0.00;32502.36;0.00;7471.81;18.8716;19.8580;26.9234;;0;0;0;2.1547;0.00
48214192668;BCO08CRD000001315;REG;RES;NOR;;;533594.51;533594.51;0.00;0.00;26679.73;0.00;7733.25;15.2888;23.1454;27.0344;;0;0;0;0.9850;0.00
02944925736;BCO08CRD000001110;REG;NRE;NOR;;;366487.11;366487.11;0.00;0.00;18324.36;0.00;3940.72;19.1327;31.1600;33.5975;;0;0;0;1.3482;0.00
05091526743;BCO08CRD000000506;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.2853;14.2244;21.2261;;0;0;0;1.3365;0.00
34320544589;BCO08CRD000000212;REG;NRE;NOR;;;6225715.21;6225715.21;0.00;0.00;311285.76;0.00;97276.80;16.5398;21.0431;25.8420;;0;0;0;2.7712;0.00
26733636731;BCO08CRD000000106;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.5637;25.3455;30.3063;;0;0;0;2.5778;0.00
41851231757;BCO08CRD000001795;REG;NRE;NOR;;;422246.12;422246.12;0.00;0.00;21112.31;0.00;16889.84;15.2226;19.5400;26.5950;;0;0;0;1.3984;0.00
45071458724;BCO08CRD000001002;REG;NRE;NOR;;;156165.50;156165.50;0.00;0.00;7808.28;0.00;3904.14;12.4516;18.5862;25.2689;;0;0;0;1.6712;0.00
67224844545;BCO08CRD000000955;ANT;NRE;CON;;;373725.88;373725.88;0.00;0.00;18686.29;0.00;8493.77;13.9929;19.8972;25.3925;;0;0;0;2.9697;23989.18
05765575403;BCO08CRD000001698;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.2330;19.0592;23.9191;;0;0;0;1.5364;0.00
95862405949;BCO08CRD000000277;REG;NRE;CON;;;113736.70;113736.70;0.00;0.00;5686.84;0.00;972.11;13.5828;18.3043;23.8062;;0;0;0;1.8306;0.00
81967456945;BCO08CRD000000214;REG;NRE;NOR;;;260466.41;260466.41;0.00;0.00;13023.32;0.00;2926.59;15.3792;23.3995;27.3507;;0;0;0;1.3842;0.00
63424586966;BCO08CRD000000893;REG;NRE;NOR;;;232546.08;232546.08;0.00;0.00;11627.30;0.00;2279.86;13.6889;23.6091;27.2506;;0;0;0;0.8163;0.00
97522000512;BCO08CRD000000204;REG;NRE;CON;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.3411;19.3742;27.2501;;0;0;0;2.1727;0.00
52950883764;BCO08CRD000001096;REG;NRE;NOR;;;1855680.73;1855680.73;0.00;0.00;92784.04;0.00;17024.59;11.1926;15.7033;23.5003;;0;0;0;1.8298;0.00
22512109922;BCO08CRD000001403;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.3018;18.2100;23.0947;;0;0;0;1.4887;0.00
35040496214;BCO08CRD000000169;REG;NRE;NOR;;;133211.51;133211.51;0.00;0.00;6660.58;0.00;2018.36;16.2635;24.9099;32.2163;;0;0;0;0.7000;0.00
20426952105;BCO08CRD000000442;REG;NRE;NOR;;;356530.19;356530.19;0.00;0.00;17826.51;0.00;3875.33;12.8270;24.3503;32.8388;;0;0;0;0.1711;0.00
31457879282;BCO08CRD000001753;REG;NRE;NOR;;;288118.80;288118.80;0.00;0.00;14405.94;0.00;16006.60;16.5938;14.2802;24.4047;;0;0;0;2.5814;0.00
34320544589;BCO08CRD000001434;REG;NRE;ABA;;;7398146.74;7398146.74;0.00;0.00;369907.34;0.00;84069.85;19.0155;22.7321;25.9649;;0;0;0;2.5144;0.00
00716651513;BCO08CRD000000415;REG;NRE;NOR;;;478067.61;478067.61;0.00;0.00;23903.38;0.00;7837.17;13.9246;21.0205;27.6192;;0;0;0;0.8044;0.00
34260704483;BCO08CRD000001569;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.4594;17.4079;25.8834;;0;0;0;0.0059;0.00
17809533187;BCO08CRD000001603;REG;NRE;CON;;;1068051.76;1068051.76;0.00;0.00;53402.59;0.00;24838.41;14.6552;18.0477;26.0777;;0;0;0;0.9146;0.00
81479728942;BCO08CRD000001443;VEN;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.6233;19.9515;21.2837;16-02-2025;90;90;1;0.1359;0.00
58887487195;BCO08CRD000001384;VEN;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.2298;26.2972;32.7214;06-02-2025;121;121;11;1.0429;0.00
33063765400;BCO08CRD000000736;REG;NRE;NOR;;;579431.78;579431.78;0.00;0.00;28971.59;0.00;9657.20;12.3558;21.7416;26.2855;;0;0;0;1.1115;0.00
40879023610;BCO08CRD000001152;REG;NRE;NOR;;;636775.06;636775.06;0.00;0.00;31838.75;0.00;10978.88;15.0237;29.6010;32.0625;;0;0;0;1.1025;0.00
85388063018;BCO08CRD000001465;REG;NRE;NOR;;;7900870.28;7900870.28;0.00;0.00;395043.51;0.00;84955.59;14.5784;19.1064;26.3409;;0;0;0;2.7852;0.00
82739303782;BCO08CRD000000731;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.5337;27.6212;30.6580;;0;0;0;1.2852;0.00
98734877121;BCO08CRD000000860;REG;NRE;NOR;;;237461.44;237461.44;0.00;0.00;11873.07;0.00;8794.87;17.7185;25.2856;31.6973;;0;0;0;0.1790;0.00
34169170719;BCO08CRD000000026;REG;NRE;NOR;;;316847.37;316847.37;0.00;0.00;15842.37;0.00;5194.22;13.3512;16.9052;24.7221;;0;0;0;2.1837;0.00
06770209740;BCO08CRD000001524;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.1403;16.4516;19.3804;;0;0;0;0.5218;0.00
89991725266;BCO08CRD000000475;REG;NRE;NOR;;;1130306.39;1130306.39;0.00;0.00;56515.32;0.00;12844.39;13.4023;13.5355;20.3533;;0;0;0;1.4489;0.00
70545262967;BCO08CRD000001489;REG;NRE;NOR;;;1085794.69;1085794.69;0.00;0.00;54289.73;0.00;54289.73;15.3929;18.7540;26.6524;;0;0;0;0.2969;0.00
98136160679;BCO08CRD000001369;REG;NRE;NOR;;;4802721.34;4802721.34;0.00;0.00;240136.07;0.00;51092.78;18.8802;23.9238;30.1999;;0;0;0;2.5690;0.00
12598985454;BCO08CRD000000465;REG;NRE;NOR;;;24085128.66;24085128.66;0.00;0.00;1204256.43;0.00;354193.07;17.4796;23.6774;28.1552;;0;0;0;0.4759;0.00
61471784637;BCO08CRD000001777;VEN;NRE;CON;;;2985398.40;2074338.31;911060.09;91106.01;149269.92;10434.80;110570.31;11.5833;15.8675;16.3333;15-10-2025;255;255;6;2.7183;0.00
89353723647;BCO08CRD000000985;REG;NRE;NOR;;;360273.27;360273.27;0.00;0.00;18013.66;0.00;18961.75;14.7851;21.8625;25.8230;;0;0;0;1.1278;0.00
06401213661;BCO08CRD000001014;REG;NRE;NOR;;;246625.67;246625.67;0.00;0.00;12331.28;0.00;6015.26;18.5404;23.1339;34.6495;;0;0;0;2.9203;0.00
59145550070;BCO08CRD000001373;REG;NRE;NOR;;;284741.75;284741.75;0.00;0.00;14237.09;0.00;4187.38;12.9495;17.1221;21.1237;;0;0;0;0.3671;0.00
10700619817;BCO08CRD000000450;REG;NRE;NOR;;;6754401.17;6754401.17;0.00;0.00;337720.06;0.00;63720.77;11.8903;14.3797;23.8085;;0;0;0;0.5885;0.00
80884987200;BCO08CRD000000053;REG;NRE;NOR;;;485677.54;485677.54;0.00;0.00;24283.88;0.00;4223.28;16.4407;21.1722;24.5858;;0;0;0;0.7920;0.00
91880691415;BCO08CRD000000973;REG;NRE;NOR;;;391388.51;391388.51;0.00;0.00;19569.43;0.00;7526.70;13.5127;24.1542;31.4135;;0;0;0;0.5274;0.00
84908585553;BCO08CRD000000090;REG;NRE;NOR;;;8762609.01;8762609.01;0.00;0.00;438130.45;0.00;515447.59;12.5007;18.5763;23.1967;;0;0;0;1.5794;0.00
39715209740;BCO08CRD000000586;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17.6599;24.3869;33.0024;;0;0;0;2.1824;0.00
20278847689;BCO08CRD000001039;REG;NRE;NOR;;;308725.76;308725.76;0.00;0.00;15436.29;0.00;2638.68;18.2855;26.0193;32.0900;;0;0;0;2.4176;0.00
74799485589;BCO08CRD000000399;REG;NRE;NOR;;;447215.37;447215.37;0.00;0.00;22360.77;0.00;5200.18;15.1113;28.0231;36.5839;;0;0;0;1.7093;0.00
46353797329;BCO08CRD000000673;REG;NRE;NOR;;;317550.26;317550.26;0.00;0.00;15877.51;0.00;9072.86;16.2928;23.9987;29.0921;;0;0;0;2.1333;0.00
34377934062;BCO08CRD000001651;REG;NRE;NOR;;;349370.81;349370.81;0.00;0.00;17468.54;0.00;8734.27;10.4154;22.5895;29.6265;;0;0;0;2.9053;0.00
96064235743;BCO08CRD000000413;REG;NRE;NOR;;;1048125.99;1048125.99;0.00;0.00;52406.30;0.00;20156.27;14.6364;16.8596;23.4910;;0;0;0;1.0438;0.00
58344061629;BCO08CRD000000092;REG;NRE;NOR;;;191534.79;191534.79;0.00;0.00;9576.74;0.00;2736.21;17.2428;24.8853;27.7728;;0;0;0;2.1486;0.00
47176329275;BCO08CRD000000437;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.2616;18.2631;24.7339;;0;0;0;0.1295;0.00
67568436955;BCO08CRD000001203;REG;NRE;NOR;;;270522.25;270522.25;0.00;0.00;13526.11;0.00;10820.89;15.3384;22.0475;27.9155;;0;0;0;0.1630;0.00
64766304977;BCO08CRD000000892;REG;NRE;CON;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.8315;20.9737;26.1237;;0;0;0;1.4314;0.00
51843258632;BCO08CRD000000668;REG;NRE;NOR;;;363205.20;363205.20;0.00;0.00;18160.26;0.00;21365.01;15.6933;27.4645;33.1743;;0;0;0;1.8764;0.00
54718364805;BCO08CRD000000761;REG;NRE;NOR;;;150526.23;150526.23;0.00;0.00;7526.31;0.00;2181.54;15.3669;24.2846;30.5572;;0;0;0;0.4892;0.00
60513943730;BCO08CRD000001085;REG;REF;NOR;;;2655672.14;2655672.14;0.00;0.00;132783.61;0.00;60356.18;14.0815;17.0674;19.0217;;0;0;0;2.4127;0.00
49755168896;BCO08CRD000000937;REG;NRE;NOR;;;229593.08;229593.08;0.00;0.00;11479.65;0.00;5102.07;15.2763;21.6319;24.5025;;0;0;0;0.5990;0.00
79433644679;BCO08CRD000001340;ANT;NRE;NOR;;;831537.43;831537.43;0.00;0.00;41576.87;0.00;7491.33;17.7258;21.6146;29.8713;;0;0;0;1.4546;51780.74
02095463834;BCO08CRD000000813;REG;NRE;CON;;;6374017.26;6374017.26;0.00;0.00;318700.86;0.00;265584.05;13.3190;16.4697;23.6372;;0;0;0;1.4705;0.00
81479728942;BCO08CRD000001443;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.1293;23.3375;30.9944;;0;0;0;0.2976;0.00
71821038735;BCO08CRD000000023;REG;NRE;NOR;;;494691.46;494691.46;0.00;0.00;24734.57;0.00;24734.57;12.8308;20.4230;25.3903;;0;0;0;0.9844;0.00
70252103690;BCO08CRD000001601;VEN;NRE;NOR;;;7771863.18;6955331.56;816531.61;81653.16;388593.16;36533.16;228584.21;16.0183;18.2492;25.9139;07-05-2026;25;25;4;0.3745;0.00
03039577076;BCO08CRD000000706;REG;NRE;NOR;;;420136.44;420136.44;0.00;0.00;21006.82;0.00;19097.11;11.9108;16.3076;23.2341;;0;0;0;0.5275;0.00
48439839333;BCO08CRD000001280;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16.5413;16.3280;20.1686;;0;0;0;1.6090;0.00
65311942768;BCO08CRD000001574;ANT;NRE;NOR;;;273384.47;273384.47;0.00;0.00;13669.22;0.00;9763.73;14.8189;20.0517;29.1299;;0;0;0;2.4052;35165.58
10435930016;BCO08CRD000000143;REG;NRE;NOR;;;71878.76;71878.76;0.00;0.00;3593.94;0.00;7187.88;17.0742;22.9241;26.8893;;0;0;0;2.8279;0.00
28458046511;BCO08CRD000000241;REG;NRE;NOR;;;10645234.53;10645234.53;0.00;0.00;532261.73;0.00;116980.60;15.9319;18.7529;24.4931;;0;0;0;1.6214;0.00
40315881963;BCO08CRD000000743;REG;RES;ABA;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.0622;24.6810;27.8108;;0;0;0;1.3777;0.00
54108440075;BCO08CRD000000262;VEN;NRE;NOR;;;554135.60;473494.67;80640.92;8064.09;27706.78;4604.78;34633.47;14.9299;23.1744;29.9883;29-08-2025;266;266;7;2.2244;0.00
82980539320;BCO08CRD000001740;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.7957;22.3342;26.7688;;0;0;0;0.3770;0.00
24050338900;BCO08CRD000000599;REG;NRE;NOR;;;5548315.16;5548315.16;0.00;0.00;277415.76;0.00;158523.29;13.9240;19.5380;25.1495;;0;0;0;2.8895;0.00
61749208477;BCO08CRD000001471;REG;NRE;NOR;;;21230660.76;21230660.76;0.00;0.00;1061533.04;0.00;707688.69;12.1655;14.6445;17.9285;;0;0;0;2.7381;0.00
23798840729;BCO08CRD000001469;VEN;NRE;NOR;;;1058766.51;912251.23;146515.27;14651.53;52938.33;6128.43;55724.55;13.7146;20.0830;29.2523;17-10-2025;132;132;3;0.2499;0.00
48439839333;BCO08CRD000000626;REG;NRE;NOR;;;175141.41;175141.41;0.00;0.00;8757.07;0.00;2366.78;15.8130;24.8821;29.4256;;0;0;0;2.2445;0.00
15618142544;BCO08CRD000001224;ANT;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17.1234;27.2660;31.5596;;0;0;0;2.6454;0.00
70841854671;BCO08CRD000001602;REG;NRE;NOR;;;1664471.80;1664471.80;0.00;0.00;83223.59;0.00;14995.24;13.9377;17.3399;21.9649;;0;0;0;1.7573;0.00
92901762127;BCO08CRD000000158;REG;NRE;NOR;;;323849.04;323849.04;0.00;0.00;16192.45;0.00;3373.43;16.2698;24.6061;31.8259;;0;0;0;0.7252;0.00
16547936325;BCO08CRD000000853;REG;NRE;NOR;;;115622.63;115622.63;0.00;0.00;5781.13;0.00;10511.15;13.3992;21.1080;26.7794;;0;0;0;2.8797;0.00
49474661566;BCO08CRD000001352;REG;NRE;CON;;;499648.14;499648.14;0.00;0.00;24982.41;0.00;17229.25;18.1469;27.3083;36.3922;;0;0;0;1.8663;0.00
27009575438;BCO08CRD000001138;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.6790;19.3597;29.6726;;0;0;0;1.2566;0.00
97260510708;BCO08CRD000000516;REG;NRE;NOR;;;544470.85;544470.85;0.00;0.00;27223.54;0.00;5731.27;16.0631;21.6281;27.7463;;0;0;0;0.9707;0.00
64419391234;BCO08CRD000001450;REG;NRE;NOR;;;447669.19;447669.19;0.00;0.00;22383.46;0.00;6681.63;11.7288;22.3419;28.6218;;0;0;0;0.4365;0.00
89049487622;BCO08CRD000000611;ANT;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.2258;19.5946;22.7537;;0;0;0;2.7372;0.00
68904517695;BCO08CRD000001542;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.9165;25.0043;33.4880;;0;0;0;2.1263;0.00
05765575403;BCO08CRD000001698;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.4584;18.4051;23.4744;;0;0;0;2.9330;0.00
12169137495;BCO08CRD000000982;REG;NRE;NOR;;;242490.48;242490.48;0.00;0.00;12124.52;0.00;2957.20;13.1720;20.8647;27.1660;;0;0;0;0.0683;0.00
21980331227;BCO08CRD000000733;REG;NRE;NOR;;;2755861.75;2755861.75;0.00;0.00;137793.09;0.00;29317.68;13.6946;13.5423;20.4961;;0;0;0;2.0478;0.00
78819238233;BCO08CRD000000093;REG;NRE;NOR;;;701018.42;701018.42;0.00;0.00;35050.92;0.00;7966.12;12.2451;16.7672;20.2555;;0;0;0;0.0899;0.00
78827555727;BCO08CRD000001508;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.9317;23.2177;30.7721;;0;0;0;2.5256;0.00
79604257071;BCO08CRD000000098;REG;NRE;NOR;;;294957.34;294957.34;0.00;0.00;14747.87;0.00;13407.15;10.8496;19.9080;23.5404;;0;0;0;2.5754;0.00
45856111210;BCO08CRD000000661;REG;NRE;NOR;;;1683633.79;1683633.79;0.00;0.00;84181.69;0.00;40086.52;18.7741;23.5996;26.3335;;0;0;0;0.3889;0.00
65648995845;BCO08CRD000000380;REG;RES;NOR;;;409914.68;409914.68;0.00;0.00;20495.73;0.00;3595.74;16.6512;17.0048;22.4976;;0;0;0;1.6227;0.00
98250894307;BCO08CRD000001797;REG;NRE;NOR;;;165766.30;165766.30;0.00;0.00;8288.31;0.00;1520.79;13.0967;15.6665;23.7800;;0;0;0;2.7297;0.00
20883949182;BCO08CRD000001685;ANT;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.3547;30.8599;36.6470;;0;0;0;1.3345;0.00
79433644679;BCO08CRD000001340;REG;NRE;NOR;;;517915.42;517915.42;0.00;0.00;25895.77;0.00;4665.90;17.0627;22.0442;26.7973;;0;0;0;1.8217;0.00
63142913348;BCO08CRD000001285;REG;NRE;NOR;;;804898.83;804898.83;0.00;0.00;40244.94;0.00;8048.99;15.1647;15.5388;21.7645;;0;0;0;2.5583;0.00
83694982156;BCO08CRD000001727;REG;NRE;NOR;;;6425956.36;6425956.36;0.00;0.00;321297.82;0.00;78365.32;17.8633;22.4078;26.3287;;0;0;0;2.2596;0.00
37614486704;BCO08CRD000001527;REG;NRE;NOR;;;2257985.51;2257985.51;0.00;0.00;112899.28;0.00;24021.12;16.4899;19.6391;25.6599;;0;0;0;1.7562;0.00
83753423051;BCO08CRD000000931;REG;NRE;NOR;;;7757538.42;7757538.42;0.00;0.00;387876.92;0.00;517169.23;16.2640;18.9545;25.0660;;0;0;0;2.8675;0.00
58944253103;BCO08CRD000001097;REG;NRE;NOR;;;708153.74;708153.74;0.00;0.00;35407.69;0.00;8963.97;16.2373;18.9634;21.5538;;0;0;0;2.5254;0.00
80343732803;BCO08CRD000001222;REG;NRE;NOR;;;168670.33;168670.33;0.00;0.00;8433.52;0.00;1686.70;15.4895;19.8893;24.8614;;0;0;0;0.7609;0.00
58887487195;BCO08CRD000001384;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17.0297;25.4872;26.9318;;0;0;0;1.6413;0.00
57121466903;BCO08CRD000000322;REG;NRE;NOR;;;1185829.09;1185829.09;0.00;0.00;59291.45;0.00;16024.72;17.0531;22.7661;29.8407;;0;0;0;2.7840;0.00
04490233173;BCO08CRD000001034;REG;NRE;NOR;;;333863.28;333863.28;0.00;0.00;16693.16;0.00;4280.30;12.9508;27.0338;34.2728;;0;0;0;0.7362;0.00
17444586636;BCO08CRD000001686;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.3451;20.9324;27.0247;;0;0;0;0.3250;0.00
91060897064;BCO08CRD000000395;REG;NRE;CON;;;10900249.18;10900249.18;0.00;0.00;545012.46;0.00;99093.17;15.9147;21.8175;29.2989;;0;0;0;2.2975;0.00
10833695683;BCO08CRD000000342;REG;NRE;NOR;;;678493.31;678493.31;0.00;0.00;33924.67;0.00;7798.77;11.6231;14.8973;20.8243;;0;0;0;1.0108;0.00
07695188064;BCO08CRD000000050;REG;NRE;NOR;;;3802759.58;3802759.58;0.00;0.00;190137.98;0.00;77607.34;16.0987;20.2991;28.9908;;0;0;0;1.2927;0.00
98206627154;BCO08CRD000001541;REG;NRE;NOR;;;413981.62;413981.62;0.00;0.00;20699.08;0.00;5376.38;17.3998;30.1320;36.8742;;0;0;0;2.0654;0.00
52545570744;BCO08CRD000001240;REG;NRE;NOR;;;169488.94;169488.94;0.00;0.00;8474.45;0.00;1712.01;13.4001;18.4998;26.8229;;0;0;0;2.0854;0.00
23948826694;BCO08CRD000000382;REG;NRE;NOR;;;773783.47;773783.47;0.00;0.00;38689.17;0.00;9552.88;16.7088;18.2852;23.8239;;0;0;0;1.8185;0.00
68018259641;BCO08CRD000000068;REG;NRE;NOR;;;838311.78;838311.78;0.00;0.00;41915.59;0.00;7104.34;13.9636;17.9897;27.8048;;0;0;0;0.0830;0.00
74266703184;BCO08CRD000000963;REG;NRE;NOR;;;1140784.38;1140784.38;0.00;0.00;57039.22;0.00;27824.01;16.4321;20.0114;21.4325;;0;0;0;1.1000;0.00
22458600826;BCO08CRD000001042;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.7395;23.1551;29.2612;;0;0;0;2.4607;0.00
27390225935;BCO08CRD000001641;VEN;REF;NOR;;;2153070.51;1444432.17;708638.34;70863.83;107653.53;39406.11;55206.94;13.2305;21.5064;28.9304;15-10-2025;5;5;2;0.1113;0.00
38814523967;BCO08CRD000001128;REG;NRE;NOR;;;399040.08;399040.08;0.00;0.00;19952.00;0.00;66506.68;10.2559;20.8989;30.2311;;0;0;0;0.2621;0.00
03578302208;BCO08CRD000000147;REG;NRE;NOR;;;48814.48;48814.48;0.00;0.00;2440.72;0.00;813.57;17.0756;24.0682;30.0177;;0;0;0;0.5042;0.00
