NUIB;Referência do crédito;Situação da operação;Estado de renegociação;Gestão de cobrança;Data da renegociação;Data do contencioso ou abate do activo;Montante desembolsado/ utilizado;Saldo de capital em dívida;Saldo de capital vencido;Juros vencidos;Juros vincendos;Juros de mora acumulados;Valor da prestação;Taxa de juros de referência;Taxa de juros efectiva;Taxa de juros de mora;Data início de atraso;N.º de dias de atraso;N.º de dias de atraso.1;N.º de prestações em atraso;Comissão de liquidação;Montante cobrado
88388430703;BCO09CRD000000423;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.4449;26.4894;30.9432;;0;0;0;1.7295;0.00
32820106080;BCO09CRD000000967;REG;RES;NOR;;;901666.60;901666.60;0.00;0.00;45083.33;0.00;8426.79;18.6018;19.2048;20.6090;;0;0;0;2.6296;0.00
31745972419;BCO09CRD000001075;REG;NRE;NOR;;;200973.33;200973.33;0.00;0.00;10048.67;0.00;3654.06;16.7891;23.3738;29.2463;;0;0;0;1.8351;0.00
51628794560;BCO09CRD000000453;REG;NRE;NOR;;;275697.33;275697.33;0.00;0.00;13784.87;0.00;13784.87;14.7671;25.1780;33.7973;;0;0;0;1.0175;0.00
59008786519;BCO09CRD000000189;REG;NRE;CON;;;324245.37;324245.37;0.00;0.00;16212.27;0.00;2844.26;16.0623;19.2379;23.5571;;0;0;0;2.7294;0.00
46171135346;BCO09CRD000000089;ANT;NRE;NOR;;;630707.15;630707.15;0.00;0.00;31535.36;0.00;10339.46;15.5320;26.3054;30.5590;;0;0;0;0.4625;25544.44
89753804849;BCO09CRD000000443;REG;NRE;NOR;;;1017000.04;1017000.04;0.00;0.00;50850.00;0.00;12555.56;18.4927;22.3339;27.7519;;0;0;0;0.4157;0.00
70545867016;BCO09CRD000000800;REG;NRE;CON;;;292630.99;292630.99;0.00;0.00;14631.55;0.00;6650.70;19.5575;25.9789;32.7828;;0;0;0;2.1722;0.00
43530546233;BCO09CRD000000153;ANT;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.2143;17.0374;25.8011;;0;0;0;1.3357;0.00
85326088904;BCO09CRD000000724;REG;NRE;NOR;;;663075.52;663075.52;0.00;0.00;33153.78;0.00;5816.45;15.2801;22.1428;27.3816;;0;0;0;1.5681;0.00
92176557306;BCO09CRD000000756;REG;NRE;NOR;;;569083.11;569083.11;0.00;0.00;28454.16;0.00;10943.91;12.7408;21.9622;27.8897;;0;0;0;1.7810;0.00
17621825453;BCO09CRD000000978;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17.4253;24.2927;26.2538;;0;0;0;1.6289;0.00
38707676715;BCO09CRD000000867;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.3919;16.8947;25.6807;;0;0;0;2.2194;0.00
49298544101;BCO09CRD000000557;VEN;NRE;NOR;;;370039.26;353042.18;16997.08;1699.71;18501.96;597.52;5139.43;12.5905;22.9785;26.8667;06-04-2026;309;309;5;2.7426;0.00
67409259938;BCO09CRD000000533;REG;NRE;NOR;;;129458.16;129458.16;0.00;0.00;6472.91;0.00;10788.18;14.3134;24.0180;28.6670;;0;0;0;2.9247;0.00
42875281419;BCO09CRD000001336;REG;NRE;NOR;;;929813.87;929813.87;0.00;0.00;46490.69;0.00;26566.11;13.0096;17.1176;22.8945;;0;0;0;2.9451;0.00
80195015823;BCO09CRD000000979;REG;NRE;NOR;;;442068.23;442068.23;0.00;0.00;22103.41;0.00;16372.90;17.5748;22.8270;29.4795;;0;0;0;0.6269;0.00
20471529248;BCO09CRD000000296;REG;NRE;NOR;;;1152258.23;1152258.23;0.00;0.00;57612.91;0.00;31142.11;18.7862;22.8491;30.5812;;0;0;0;1.7838;0.00
19293910166;BCO09CRD000001388;REG;NRE;NOR;;;2134053.97;2134053.97;0.00;0.00;106702.70;0.00;19225.71;14.8689;16.6073;20.7609;;0;0;0;2.2615;0.00
32276879923;BCO09CRD000000571;REG;NRE;NOR;;;739160.15;739160.15;0.00;0.00;36958.01;0.00;6211.43;18.7748;21.6408;26.9530;;0;0;0;2.4707;0.00
82983989727;BCO09CRD000001291;REG;NRE;NOR;;;566431.80;566431.80;0.00;0.00;28321.59;0.00;7356.26;13.4771;23.9804;33.1404;;0;0;0;2.0711;0.00
75206621594;BCO09CRD000000745;REG;NRE;NOR;;;2869116.22;2869116.22;0.00;0.00;143455.81;0.00;42192.89;18.0418;19.7087;26.6680;;0;0;0;1.8679;0.00
57568985801;BCO09CRD000001213;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.8824;16.3643;24.2559;;0;0;0;1.4563;0.00
39492904114;BCO09CRD000001197;VEN;NRE;CON;;;502772.19;481964.66;20807.53;2080.75;25138.61;198.12;5078.51;9.6152;20.7249;27.8181;09-05-2025;164;164;6;0.1458;0.00
71902246833;BCO09CRD000000387;VEN;REF;NOR;;;18689183.88;12431634.96;6257548.92;625754.89;934459.19;244512.76;397642.21;16.2416;19.2693;26.2677;08-03-2025;204;204;7;1.6316;0.00
38128510119;BCO09CRD000000736;REG;NRE;ABA;;;2099871.18;2099871.18;0.00;0.00;104993.56;0.00;34997.85;16.6569;17.4845;28.2307;;0;0;0;2.0216;0.00
73230611889;BCO09CRD000000380;REG;NRE;NOR;;;473219.36;473219.36;0.00;0.00;23660.97;0.00;11541.94;15.6446;27.1189;35.4252;;0;0;0;2.6206;0.00
82914016021;BCO09CRD000000704;REG;NRE;NOR;;;4799626.18;4799626.18;0.00;0.00;239981.31;0.00;252611.90;14.2872;15.8327;21.6437;;0;0;0;0.3010;0.00
22744203616;BCO09CRD000000676;REG;NRE;NOR;;;1699572.94;1699572.94;0.00;0.00;84978.65;0.00;17890.24;13.4044;18.1623;23.0841;;0;0;0;1.1676;0.00
41820935556;BCO09CRD000000230;REG;NRE;NOR;;;267238.86;267238.86;0.00;0.00;13361.94;0.00;2364.95;12.9919;19.1601;24.3304;;0;0;0;2.1185;0.00
25436439808;BCO09CRD000000678;REG;NRE;NOR;;;339658.27;339658.27;0.00;0.00;16982.91;0.00;4652.85;15.3039;22.9711;28.5982;;0;0;0;1.7054;0.00
12154731687;BCO09CRD000000812;REG;NRE;NOR;;;4778043.19;4778043.19;0.00;0.00;238902.16;0.00;47780.43;14.6373;19.9455;26.7429;;0;0;0;1.6060;0.00
91129549645;BCO09CRD000001443;REG;REF;NOR;;;56153.01;56153.01;0.00;0.00;2807.65;0.00;550.52;15.4542;22.1501;28.8941;;0;0;0;2.9826;0.00
39492904114;BCO09CRD000001197;ANT;NRE;NOR;;;340195.62;340195.62;0.00;0.00;17009.78;0.00;37799.51;16.7646;26.1168;32.8383;;0;0;0;2.2944;26939.43
33399330487;BCO09CRD000000540;REG;NRE;NOR;;;2431915.80;2431915.80;0.00;0.00;121595.79;0.00;86854.14;17.2763;21.6948;28.8132;;0;0;0;2.0491;0.00
46171135346;BCO09CRD000000802;REG;NRE;ABA;;;468449.70;468449.70;0.00;0.00;23422.49;0.00;4378.03;10.2372;12.5580;18.2015;;0;0;0;2.4706;0.00
20187138840;BCO09CRD000001426;REG;NRE;NOR;;;5510158.72;5510158.72;0.00;0.00;275507.94;0.00;52982.30;17.2696;19.3221;26.0513;;0;0;0;0.7828;0.00
20902833061;BCO09CRD000001170;REG;REF;NOR;;;505707.11;505707.11;0.00;0.00;25285.36;0.00;5557.22;14.8823;20.1354;28.1823;;0;0;0;2.3538;0.00
61724317665;BCO09CRD000001177;REG;NRE;NOR;;;2119493.74;2119493.74;0.00;0.00;105974.69;0.00;29852.02;15.3898;19.7073;27.8902;;0;0;0;1.0218;0.00
23233068154;BCO09CRD000000786;REG;NRE;NOR;;;611091.06;611091.06;0.00;0.00;30554.55;0.00;5658.25;14.0792;20.2431;27.1220;;0;0;0;0.7149;0.00
48252446533;BCO09CRD000001125;VEN;NRE;NOR;;;5840348.43;4509020.27;1331328.16;133132.82;292017.42;26824.47;76846.69;16.4055;19.7341;27.7672;28-11-2025;88;88;2;2.3304;0.00
99423401327;BCO09CRD000000260;REG;NRE;NOR;;;591789.37;591789.37;0.00;0.00;29589.47;0.00;5145.99;13.1996;23.5092;32.9880;;0;0;0;2.4575;0.00
35351371400;BCO09CRD000000754;REG;NRE;NOR;;;472932.93;472932.93;0.00;0.00;23646.65;0.00;27819.58;13.3674;21.3111;27.1383;;0;0;0;1.0504;0.00
14306441316;BCO09CRD000001411;REG;NRE;NOR;;;545107.71;545107.71;0.00;0.00;27255.39;0.00;5094.46;13.3088;19.7530;26.8863;;0;0;0;2.5791;0.00
52664068102;BCO09CRD000000655;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.8566;24.4950;30.5647;;0;0;0;2.5863;0.00
50281789492;BCO09CRD000001333;REG;NRE;NOR;;;961183.87;961183.87;0.00;0.00;48059.19;0.00;9423.37;13.2687;18.1263;22.1693;;0;0;0;2.5975;0.00
50564776998;BCO09CRD000001477;REG;NRE;NOR;;;1632623.53;1632623.53;0.00;0.00;81631.18;0.00;14708.32;10.5089;10.0886;14.0000;;0;0;0;2.9015;0.00
45516589990;BCO09CRD000001353;REG;NRE;NOR;;;2542536.70;2542536.70;0.00;0.00;127126.83;0.00;39115.95;18.1737;21.6429;30.0070;;0;0;0;2.5972;0.00
14690727262;BCO09CRD000000959;REG;NRE;NOR;;;499516.07;499516.07;0.00;0.00;24975.80;0.00;83252.68;15.2304;24.8232;30.2268;;0;0;0;0.6797;0.00
58865130731;BCO09CRD000001201;ANT;NRE;NOR;;;59182.86;59182.86;0.00;0.00;2959.14;0.00;2573.17;15.6331;27.2416;30.1637;;0;0;0;1.5225;8834.10
94417334901;BCO09CRD000001273;REG;NRE;NOR;;;439196.35;439196.35;0.00;0.00;21959.82;0.00;5167.02;14.5850;14.9989;18.5674;;0;0;0;1.4945;0.00
47699782529;BCO09CRD000000180;REG;NRE;CON;;;5085489.73;5085489.73;0.00;0.00;254274.49;0.00;164048.06;14.9176;21.1733;25.3303;;0;0;0;2.5502;0.00
00714462541;BCO09CRD000000394;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.6528;24.9539;29.6571;;0;0;0;2.8712;0.00
27706425896;BCO09CRD000001014;ANT;NRE;NOR;;;111266.28;111266.28;0.00;0.00;5563.31;0.00;8558.94;16.5223;17.7371;22.7125;;0;0;0;0.6490;16569.66
58650556123;BCO09CRD000001171;REG;NRE;NOR;;;5862519.00;5862519.00;0.00;0.00;293125.95;0.00;837502.71;16.5927;18.8779;26.8649;;0;0;0;0.4746;0.00
55828095358;BCO09CRD000000622;REG;NRE;NOR;;;612329.56;612329.56;0.00;0.00;30616.48;0.00;9876.28;16.7129;22.7169;28.6995;;0;0;0;1.3333;0.00
48770892314;BCO09CRD000001374;REG;NRE;NOR;;;6632403.87;6632403.87;0.00;0.00;331620.19;0.00;75368.23;12.0901;18.4790;20.2215;;0;0;0;2.6915;0.00
80040973414;BCO09CRD000000270;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.8316;26.2044;33.5350;;0;0;0;0.9405;0.00
91727753409;BCO09CRD000000233;REG;NRE;NOR;;;356722.80;356722.80;0.00;0.00;17836.14;0.00;16214.67;14.7843;26.2016;32.1410;;0;0;0;0.9023;0.00
67873738749;BCO09CRD000000092;REG;RES;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.2445;25.8330;31.9202;;0;0;0;2.7344;0.00
74140552738;BCO09CRD000001126;REG;REF;NOR;;;133793.39;133793.39;0.00;0.00;6689.67;0.00;1298.96;15.6134;29.3895;38.2716;;0;0;0;2.1219;0.00
92283019121;BCO09CRD000000022;REG;NRE;NOR;;;179960.93;179960.93;0.00;0.00;8998.05;0.00;2726.68;15.3089;19.1899;27.5553;;0;0;0;2.4596;0.00
86245624404;BCO09CRD000000048;REG;NRE;NOR;;;297662.72;297662.72;0.00;0.00;14883.14;0.00;4650.98;15.8889;26.4106;29.2008;;0;0;0;0.9070;0.00
86280083696;BCO09CRD000001114;REG;RES;NOR;;;458179.69;458179.69;0.00;0.00;22908.98;0.00;3949.82;16.5918;20.2386;26.5524;;0;0;0;1.1689;0.00
94652306803;BCO09CRD000001030;REG;NRE;ABA;;;177049.69;177049.69;0.00;0.00;8852.48;0.00;7377.07;15.0357;17.6182;27.2101;;0;0;0;0.1745;0.00
68076984173;BCO09CRD000000221;REG;NRE;NOR;;;154617.03;154617.03;0.00;0.00;7730.85;0.00;1982.27;13.7399;21.6509;28.9740;;0;0;0;2.6977;0.00
52146778733;BCO09CRD000000097;VEN;NRE;NOR;;;898326.25;834429.96;63896.29;6389.63;44916.31;1028.45;9261.10;12.3380;13.9869;22.5848;24-10-2025;115;115;9;2.8379;0.00
49859401219;BCO09CRD000000060;REG;NRE;CON;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17.8355;23.0633;30.1252;;0;0;0;2.0783;0.00
21081888728;BCO09CRD000000868;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.4862;19.2784;23.5216;;0;0;0;1.3431;0.00
09137973323;BCO09CRD000001232;REG;NRE;NOR;;;192112.84;192112.84;0.00;0.00;9605.64;0.00;3492.96;16.7295;25.9419;30.0903;;0;0;0;2.3759;0.00
35273725899;BCO09CRD000001065;REG;NRE;NOR;;;231379.90;231379.90;0.00;0.00;11569.00;0.00;3305.43;15.5559;23.5083;27.3316;;0;0;0;0.8295;0.00
75351575083;BCO09CRD000000760;ANT;NRE;NOR;;;665064.49;665064.49;0.00;0.00;33253.22;0.00;13572.74;17.3537;21.2913;29.0911;;0;0;0;2.8177;3345.28
47634046613;BCO09CRD000001198;ANT;NRE;NOR;;;86045.17;86045.17;0.00;0.00;4302.26;0.00;4097.39;12.5664;21.4717;28.1523;;0;0;0;1.0736;2309.19
30072170721;BCO09CRD000000325;REG;NRE;NOR;;;1498796.54;1498796.54;0.00;0.00;74939.83;0.00;74939.83;13.9801;17.6739;23.3827;;0;0;0;2.2998;0.00
29377789051;BCO09CRD000000424;REG;NRE;NOR;;;480658.44;480658.44;0.00;0.00;24032.92;0.00;12324.58;12.5074;17.6913;27.7473;;0;0;0;0.4891;0.00
48162724998;BCO09CRD000000558;VEN;NRE;NOR;;;717952.99;486303.90;231649.09;23164.91;35897.65;4779.89;11218.02;15.2146;21.4840;26.8836;19-05-2025;235;235;2;1.1618;0.00
84315960525;BCO09CRD000001455;REG;NRE;NOR;;;463095.40;463095.40;0.00;0.00;23154.77;0.00;3958.08;15.9737;19.4923;23.1654;;0;0;0;2.5598;0.00
74443135558;BCO09CRD000000125;ANT;NRE;NOR;;;115348.86;115348.86;0.00;0.00;5767.44;0.00;1406.69;15.6645;29.4958;37.0660;;0;0;0;1.5201;19597.48
77519049907;BCO09CRD000000442;REG;NRE;NOR;;;156689.03;156689.03;0.00;0.00;7834.45;0.00;2061.70;10.7299;17.4691;23.2161;;0;0;0;1.6417;0.00
99266003590;BCO09CRD000000003;REG;NRE;NOR;;;1526670.22;1526670.22;0.00;0.00;76333.51;0.00;16070.21;12.6986;19.3679;21.8380;;0;0;0;0.1842;0.00
91128525553;BCO09CRD000000876;REG;NRE;NOR;;;909953.05;909953.05;0.00;0.00;45497.65;0.00;21161.70;14.7101;15.8227;25.9476;;0;0;0;2.7199;0.00
28045982362;BCO09CRD000000714;REG;NRE;NOR;;;177668.33;177668.33;0.00;0.00;8883.42;0.00;3701.42;15.5588;25.4869;31.6425;;0;0;0;0.0659;0.00
85201518977;BCO09CRD000000723;REG;NRE;CON;;;442695.75;442695.75;0.00;0.00;22134.79;0.00;4061.43;14.9043;26.0744;31.4439;;0;0;0;1.4963;0.00
73763907232;BCO09CRD000000615;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.5427;21.5384;28.5229;;0;0;0;1.9034;0.00
31745972419;BCO09CRD000001075;VEN;NRE;NOR;;;211959.89;196514.06;15445.83;1544.58;10597.99;432.08;2717.43;16.1347;23.3865;26.9920;25-01-2026;56;56;3;1.1598;0.00
02027710299;BCO09CRD000001448;REG;NRE;NOR;;;103392.74;103392.74;0.00;0.00;5169.64;0.00;6892.85;16.6981;21.0596;27.3884;;0;0;0;1.3810;0.00
01463684543;BCO09CRD000000586;REG;NRE;NOR;;;603875.49;603875.49;0.00;0.00;30193.77;0.00;46451.96;16.4602;21.3061;27.0972;;0;0;0;0.1762;0.00
85161574581;BCO09CRD000000621;REG;NRE;NOR;;;373142.04;373142.04;0.00;0.00;18657.10;0.00;46642.76;11.8689;17.5657;25.7488;;0;0;0;1.4095;0.00
22250150377;BCO09CRD000001017;REG;NRE;NOR;;;940556.76;940556.76;0.00;0.00;47027.84;0.00;8473.48;16.1687;23.7159;32.0537;;0;0;0;2.8889;0.00
80828122447;BCO09CRD000000954;REG;NRE;NOR;;;95113.12;95113.12;0.00;0.00;4755.66;0.00;1534.08;17.4142;24.8606;29.9103;;0;0;0;1.9271;0.00
11484272684;BCO09CRD000000009;REG;NRE;NOR;;;6285481.76;6285481.76;0.00;0.00;314274.09;0.00;75728.70;19.1104;23.3344;31.8352;;0;0;0;1.4617;0.00
49419671444;BCO09CRD000001398;REG;NRE;NOR;;;52411.42;52411.42;0.00;0.00;2620.57;0.00;1115.14;12.1346;24.0686;29.3300;;0;0;0;1.7657;0.00
14856091503;BCO09CRD000000372;REG;NRE;NOR;;;692978.94;692978.94;0.00;0.00;34648.95;0.00;10999.67;15.7134;19.3517;26.3489;;0;0;0;0.6536;0.00
30845646029;BCO09CRD000000269;REG;NRE;NOR;;;761689.42;761689.42;0.00;0.00;38084.47;0.00;8279.23;16.4804;21.4377;27.7939;;0;0;0;1.6381;0.00
92176557306;BCO09CRD000000756;REG;NRE;NOR;;;633468.06;633468.06;0.00;0.00;31673.40;0.00;27542.09;13.1193;19.9739;28.5950;;0;0;0;0.1099;0.00
44556951470;BCO09CRD000000454;REG;NRE;NOR;;;4406570.41;4406570.41;0.00;0.00;220328.52;0.00;146885.68;16.3430;19.2950;24.2596;;0;0;0;0.3520;0.00
00976097109;BCO09CRD000000741;REG;NRE;NOR;;;4953296.04;4953296.04;0.00;0.00;247664.80;0.00;58274.07;15.1632;16.6763;21.8981;;0;0;0;1.0810;0.00
52146778733;BCO09CRD000000097;REG;REF;NOR;;;916359.04;916359.04;0.00;0.00;45817.95;0.00;26181.69;15.8491;20.3362;26.0189;;0;0;0;0.2297;0.00
78424906279;BCO09CRD000000349;REG;NRE;NOR;;;3824681.36;3824681.36;0.00;0.00;191234.07;0.00;119521.29;13.2218;14.4266;19.5540;;0;0;0;0.4466;0.00
65093145388;BCO09CRD000000099;REG;NRE;NOR;;;103080.70;103080.70;0.00;0.00;5154.03;0.00;1288.51;13.3466;27.6102;34.2501;;0;0;0;1.9941;0.00
25613387801;BCO09CRD000000179;REG;REF;NOR;;;140841.90;140841.90;0.00;0.00;7042.10;0.00;4024.05;12.8315;19.4677;26.7624;;0;0;0;2.0223;0.00
16865870834;BCO09CRD000001436;REG;NRE;CON;;;5837587.01;5837587.01;0.00;0.00;291879.35;0.00;57797.89;11.3795;14.3075;20.1601;;0;0;0;1.9210;0.00
39840557707;BCO09CRD000001460;REG;NRE;NOR;;;95040.11;95040.11;0.00;0.00;4752.01;0.00;1234.29;13.5411;22.2633;26.1126;;0;0;0;1.6862;0.00
01629246035;BCO09CRD000001498;REG;NRE;NOR;;;6190910.62;6190910.62;0.00;0.00;309545.53;0.00;114646.49;16.2240;17.6221;25.7018;;0;0;0;1.7333;0.00
23233068154;BCO09CRD000000786;REG;NRE;NOR;;;743823.13;743823.13;0.00;0.00;37191.16;0.00;7998.10;12.6397;17.0840;18.6090;;0;0;0;0.3859;0.00
27662880728;BCO09CRD000000921;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.6575;26.4005;32.1478;;0;0;0;1.6966;0.00
66450638773;BCO09CRD000001361;REG;NRE;NOR;;;362071.65;362071.65;0.00;0.00;18103.58;0.00;9785.72;13.3647;21.3937;26.2879;;0;0;0;2.6192;0.00
40462886448;BCO09CRD000001028;REG;NRE;NOR;;;160339.18;160339.18;0.00;0.00;8016.96;0.00;2812.97;12.9631;22.6693;30.9625;;0;0;0;2.7201;0.00
80674844239;BCO09CRD000001381;REG;NRE;NOR;;;1206106.31;1206106.31;0.00;0.00;60305.32;0.00;18845.41;16.2047;20.5230;25.3753;;0;0;0;2.0566;0.00
93343310961;BCO09CRD000000032;REG;NRE;CON;;;315607.34;315607.34;0.00;0.00;15780.37;0.00;3546.15;15.5829;28.0029;31.3911;;0;0;0;0.0733;0.00
43181717655;BCO09CRD000001046;REG;NRE;NOR;;;1368895.00;1368895.00;0.00;0.00;68444.75;0.00;114074.58;14.8761;16.8781;25.8142;;0;0;0;2.6051;0.00
42014104764;BCO09CRD000000354;REG;NRE;CON;;;776908.67;776908.67;0.00;0.00;38845.43;0.00;6640.25;17.2194;18.1597;25.4668;;0;0;0;1.0404;0.00
64437496683;BCO09CRD000001018;VEN;NRE;NOR;;;112231.97;95661.52;16570.45;1657.04;5611.60;637.52;3117.55;16.4578;20.0684;24.4548;29-08-2025;122;122;6;0.8004;0.00
