NUIB;Referência do depósito;Tipo de Depósito;Tipo de Contraparte;País da Contraparte;Latitude;Longitude;Tipo de taxas de juros;Taxa de juro de referência;Taxa Anual Efectiva (TAE);Taxa Anual Nominal Bruta (TANB);Taxa Anual Nominal Líquida (TANL);Moeda;Data de Depósito;Data de Maturidade;Data do 1º Pagamento de Juros;Frequência de pagamento de juros
91460597055;BCO09DEP000000058;DP;0;MZ;-16.3823;36.2400;1;1;2.2089;2.5467;1.7672;MZN;04-01-2025;04-01-2026;03-02-2025;3
34369346271;BCO09DEP000000059;PA;0;MZ;-12.8359;34.1072;1;7;1.2545;2.1414;1.0036;USD;03-11-2025;03-11-2027;03-12-2025;1
64797582068;BCO09DEP000000060;DO;1;MZ;-14.1998;34.1146;2;5;1.0137;1.6066;0.8109;MZN;11-11-2025;;11-12-2025;9
94192389948;BCO09DEP000000061;DO;0;MZ;-16.4384;33.1069;2;6;1.1802;1.8137;0.9441;MZN;11-05-2025;;10-06-2025;4
25332923227;BCO09DEP000000062;DO;0;MZ;-10.5007;30.2160;1;2;0.5052;1.4845;0.4041;MZN;10-11-2025;;10-12-2025;4
53714107740;BCO09DEP000000063;DP;1;MZ;-11.0331;37.8522;1;3;1.6029;1.6936;1.2823;MZN;06-05-2025;05-06-2025;05-06-2025;3
46205610741;BCO09DEP000000064;DO;0;MZ;-10.0167;34.4200;1;4;1.7266;2.2029;1.3813;MZN;19-07-2025;;18-08-2025;4
40814909898;BCO09DEP000000065;DO;1;MZ;-13.1255;36.2592;1;2;0.5994;0.7501;0.4795;MZN;25-08-2025;;24-09-2025;4
21910251595;BCO09DEP000000066;DO;0;MZ;-19.4872;37.2304;2;7;0.2825;1.2021;0.2260;MZN;15-01-2025;;14-02-2025;6
49691851456;BCO09DEP000000067;DP;0;MZ;-10.3400;31.2440;1;4;8.4999;9.1879;6.8000;MZN;06-06-2025;06-07-2025;06-07-2025;2
02679102950;BCO09DEP000000068;DP;1;MZ;-17.3446;38.8242;1;4;8.5015;9.0838;6.8012;MZN;12-04-2025;12-05-2025;12-05-2025;5
06830936781;BCO09DEP000000069;DO;1;MZ;-23.2230;33.2125;1;6;1.5344;1.6651;1.2275;MZN;21-05-2025;;20-06-2025;3
91078248427;BCO09DEP000000070;DO;0;MZ;-15.8033;34.4580;1;3;1.4720;2.3010;1.1776;MZN;28-08-2025;;27-09-2025;1
24074799730;BCO09DEP000000071;DP;1;MZ;-19.4770;39.6535;1;4;11.4481;11.6508;9.1585;MZN;23-07-2025;19-01-2026;22-08-2025;6
82428632409;BCO09DEP000000072;DP;1;MZ;-25.9381;32.1028;1;1;7.1806;7.5181;5.7445;MZN;05-03-2025;05-03-2026;04-04-2025;4
50352060006;BCO09DEP000000073;DP;1;MZ;-22.6282;36.4866;1;1;3.3947;3.6504;2.7158;MZN;24-11-2025;22-02-2026;24-12-2025;3
27196909833;BCO09DEP000000074;DO;1;MZ;-18.5151;35.0518;1;7;1.1008;2.0861;0.8806;MZN;29-12-2025;;28-01-2026;1
93507477673;BCO09DEP000000075;DP;1;MZ;-15.4076;36.5209;1;6;3.5358;4.5120;2.8286;MZN;17-01-2025;16-07-2025;16-02-2025;1
70342585651;BCO09DEP000000076;PA;1;MZ;-18.4177;35.1794;1;6;11.3920;11.7438;9.1136;MZN;28-07-2025;26-10-2025;27-08-2025;1
85201518977;BCO09DEP000000077;DP;0;MZ;-10.4100;30.0162;2;2;3.8707;4.3822;3.0966;MZN;05-01-2025;04-07-2025;04-02-2025;1
46906773868;BCO09DEP000000078;DP;0;MZ;-14.3351;36.3016;1;7;4.1198;5.0014;3.2959;ZAR;19-05-2025;15-11-2025;18-06-2025;4
25462139950;BCO09DEP000000079;DO;0;MZ;-19.1505;31.3252;1;3;1.5990;1.6319;1.2792;MZN;01-11-2025;;01-12-2025;3
93649812972;BCO09DEP000000080;DP;0;MZ;-13.4504;32.9726;1;4;8.9503;9.3886;7.1602;MZN;17-02-2025;17-02-2026;19-03-2025;2
19426400106;BCO09DEP000000081;DS;1;MZ;-22.4571;30.3737;1;1;3.6959;3.9830;2.9567;MZN;30-09-2025;;30-10-2025;3
25794623121;BCO09DEP000000082;DO;1;MZ;-16.5325;39.9594;1;1;1.6676;2.4382;1.3341;MZN;31-05-2025;;30-06-2025;4
71339596724;BCO09DEP000000083;DP;1;MZ;-17.7024;37.1013;1;3;11.5585;12.3104;9.2468;USD;16-07-2025;12-01-2026;15-08-2025;2
52664068102;BCO09DEP000000084;DP;0;MZ;-13.8011;34.0230;1;2;8.5805;9.2701;6.8644;MZN;18-01-2025;18-01-2027;17-02-2025;4
69162421599;BCO09DEP000000085;DO;1;MZ;-13.2847;34.6090;1;7;1.6045;2.0419;1.2836;USD;15-05-2025;;14-06-2025;4
33472380322;BCO09DEP000000086;DP;1;MZ;-18.5423;36.4709;1;1;4.7551;5.2974;3.8041;ZAR;17-08-2025;16-09-2025;16-09-2025;4
46270691711;BCO09DEP000000087;DO;0;MZ;-24.0660;37.3427;1;3;1.9248;2.8446;1.5398;MZN;24-07-2025;;23-08-2025;6
51159991324;BCO09DEP000000088;DO;1;MZ;-10.3167;32.6174;1;6;0.5922;0.7943;0.4738;ZAR;15-07-2025;;14-08-2025;9
36185717954;BCO09DEP000000089;DO;0;MZ;-10.1387;32.6421;1;6;0.8080;1.4082;0.6464;MZN;12-10-2025;;11-11-2025;4
75235388090;BCO09DEP000000090;DO;1;MZ;-16.2484;36.3410;2;1;0.8431;0.8456;0.6745;USD;17-06-2025;;17-07-2025;5
20256609054;BCO09DEP000000091;DF;1;MZ;-25.7015;39.2891;3;7;10.4391;11.1797;8.3512;MZN;24-03-2025;;23-04-2025;2
51399974539;BCO09DEP000000092;DP;0;MZ;-12.7827;34.7747;1;6;11.9116;12.1270;9.5292;MZN;15-09-2025;15-09-2026;15-10-2025;9
65296183685;BCO09DEP000000093;DP;1;MZ;-19.4383;39.3520;1;4;4.7369;5.5342;3.7895;MZN;14-09-2025;13-03-2026;14-10-2025;5
01629246035;BCO09DEP000000094;DP;0;MZ;-22.6814;38.8356;1;5;1.3943;2.0597;1.1154;MZN;18-03-2025;17-04-2025;17-04-2025;3
70342585651;BCO09DEP000000095;DO;0;MZ;-13.0587;37.9469;1;7;0.7319;1.1356;0.5855;MZN;19-07-2025;;18-08-2025;3
91833390994;BCO09DEP000000096;DO;1;MZ;-13.6836;37.2705;1;1;1.8490;2.3896;1.4792;MZN;09-03-2025;;08-04-2025;2
03380127434;BCO09DEP000000097;DO;0;MZ;-18.9791;32.3008;1;1;0.6568;1.2328;0.5255;MZN;03-07-2025;;02-08-2025;3
72767144449;BCO09DEP000000098;DP;1;MZ;-21.3768;31.5450;2;4;5.9376;6.6981;4.7501;MZN;07-10-2025;06-11-2025;06-11-2025;3
69413006210;BCO09DEP000000099;DO;0;MZ;-13.4117;34.6879;1;5;1.2509;2.0923;1.0007;MZN;13-10-2025;;12-11-2025;6
32024241528;BCO09DEP000000100;DO;1;MZ;-13.4499;32.5315;1;1;1.0960;1.5988;0.8768;MZN;13-07-2025;;12-08-2025;5
03138233770;BCO09DEP000000101;DO;0;MZ;-18.3419;37.0652;1;5;1.6142;2.3116;1.2913;MZN;18-01-2025;;17-02-2025;1
48068724807;BCO09DEP000000102;DO;1;MZ;-18.7622;38.5767;1;7;0.6194;0.8617;0.4955;ZAR;15-10-2025;;14-11-2025;5
24052848521;BCO09DEP000000103;DO;0;MZ;-25.5466;33.7823;1;4;1.5161;1.8006;1.2128;MZN;14-08-2025;;13-09-2025;3
85579223854;BCO09DEP000000104;PA;1;MZ;-24.8924;34.9583;2;6;5.4121;5.9575;4.3297;MZN;06-12-2025;06-12-2027;05-01-2026;6
07518000718;BCO09DEP000000105;DP;0;MZ;-11.0699;34.1845;1;7;5.5561;5.5930;4.4449;MZN;28-05-2025;24-11-2025;27-06-2025;2
40814909898;BCO09DEP000000106;DO;0;MZ;-17.3170;35.6759;1;3;0.1361;0.2525;0.1089;MZN;27-11-2025;;27-12-2025;9
18326592109;BCO09DEP000000107;DP;0;MZ;-20.1360;33.9241;2;1;1.0350;1.9240;0.8280;USD;03-03-2025;03-03-2026;02-04-2025;3
69314801943;BCO09DEP000000108;DO;1;MZ;-12.9420;32.1724;2;2;1.9348;2.4573;1.5478;MZN;28-02-2025;;30-03-2025;9
38707676715;BCO09DEP000000109;DO;0;MZ;-17.3818;35.7908;1;7;0.1458;0.3651;0.1166;MZN;01-06-2025;;01-07-2025;1
27033784735;BCO09DEP000000110;DO;1;MZ;-22.8933;32.3315;1;6;1.3932;1.9069;1.1145;MZN;20-02-2025;;22-03-2025;4
12940708237;BCO09DEP000000111;DO;1;MZ;-20.6116;38.4140;1;2;0.2257;0.2311;0.1805;MZN;04-10-2025;;03-11-2025;3
42250852596;BCO09DEP000000112;DO;0;MZ;-21.6748;38.9491;1;7;1.8188;1.8265;1.4550;MZN;03-11-2025;;03-12-2025;1
05380442288;BCO09DEP000000113;DO;0;MZ;-10.9838;39.0445;1;5;0.2285;1.0720;0.1828;MZN;06-08-2025;;05-09-2025;9
28660044854;BCO09DEP000000114;DO;0;MZ;-25.8567;31.0223;1;7;0.7672;1.5029;0.6137;USD;19-03-2025;;18-04-2025;1
86776026733;BCO09DEP000000115;DP;0;MZ;-20.3000;34.7294;1;4;7.7804;8.2467;6.2243;USD;20-05-2025;19-06-2025;19-06-2025;5
46171135346;BCO09DEP000000116;DP;0;MZ;-22.7236;35.5995;2;5;2.3681;2.4039;1.8945;MZN;14-05-2025;14-05-2027;13-06-2025;9
17142531677;BCO09DEP000000117;DO;0;MZ;-25.5309;32.5808;1;5;1.4388;2.1034;1.1510;MZN;12-03-2025;;11-04-2025;4
12938120055;BCO09DEP000000118;DP;0;MZ;-14.7294;31.2550;1;2;5.1413;5.6681;4.1130;MZN;08-01-2025;08-01-2027;07-02-2025;5
85924552881;BCO09DEP000000119;DO;1;MZ;-24.5045;33.8259;1;2;0.5791;1.2301;0.4633;USD;25-08-2025;;24-09-2025;3
44642425045;BCO09DEP000000120;DO;0;MZ;-20.3368;37.6057;1;4;1.0459;1.4250;0.8367;MZN;14-02-2025;;16-03-2025;6
45952866777;BCO09DEP000000121;DP;0;MZ;-21.1804;39.6248;1;6;8.7942;9.2613;7.0354;MZN;25-09-2025;24-12-2025;25-10-2025;5
82734418729;BCO09DEP000000122;DO;0;MZ;-17.2758;39.4584;2;5;1.8387;1.9059;1.4710;MZN;14-01-2025;;13-02-2025;4
03775670864;BCO09DEP000000123;DP;1;MZ;-15.3196;36.6910;1;3;4.8732;5.4269;3.8986;MZN;11-01-2025;11-04-2025;10-02-2025;2
23525556507;BCO09DEP000000124;DO;1;MZ;-19.6952;36.3439;1;1;1.1810;1.2350;0.9448;MZN;21-09-2025;;21-10-2025;1
50751126948;BCO09DEP000000125;DP;1;MZ;-12.2752;30.0602;2;1;6.1108;6.1548;4.8886;MZN;31-03-2025;27-09-2025;30-04-2025;2
26193468909;BCO09DEP000000126;DF;1;MZ;-12.4991;39.7559;2;1;3.9789;4.1949;3.1831;MZN;15-01-2025;;14-02-2025;4
38180396182;BCO09DEP000000127;DO;1;MZ;-12.2993;36.9414;2;6;0.1676;1.0182;0.1341;MZN;05-05-2025;;04-06-2025;5
74465791605;BCO09DEP000000128;DO;1;MZ;-16.0796;33.2623;1;5;1.0803;1.7966;0.8642;MZN;01-02-2025;;03-03-2025;1
56913724542;BCO09DEP000000129;DO;1;MZ;-13.0894;32.1959;1;4;0.8926;1.7942;0.7140;MZN;18-04-2025;;18-05-2025;6
97181211848;BCO09DEP000000130;DP;0;MZ;-12.9384;38.0713;2;7;2.4599;3.1696;1.9679;MZN;24-11-2025;24-12-2025;24-12-2025;4
13867322892;BCO09DEP000000131;DO;0;MZ;-21.3290;35.5348;1;2;0.3571;0.8903;0.2857;MZN;11-10-2025;;10-11-2025;5
68964030779;BCO09DEP000000132;DP;1;MZ;-19.8164;33.5114;1;6;10.1160;10.6106;8.0928;MZN;01-01-2025;30-06-2025;31-01-2025;4
85963829744;BCO09DEP000000133;DP;0;MZ;-23.9213;39.1993;1;6;5.6428;6.1558;4.5142;MZN;13-06-2025;13-07-2025;13-07-2025;6
43608273246;BCO09DEP000000134;DO;1;MZ;-17.2123;32.4902;1;2;1.3683;1.3944;1.0947;MZN;15-03-2025;;14-04-2025;2
69950982249;BCO09DEP000000135;PA;1;MZ;-19.3385;37.2359;1;5;3.7620;4.4745;3.0096;MZN;28-07-2025;28-07-2027;27-08-2025;4
49419671444;BCO09DEP000000136;DO;1;MZ;-23.2457;39.0225;2;5;0.0671;0.3930;0.0537;MZN;03-07-2025;;02-08-2025;6
96668206187;BCO09DEP000000137;DO;1;MZ;-15.0089;30.6747;1;7;0.3012;0.4665;0.2410;USD;26-09-2025;;26-10-2025;6
00177159779;BCO09DEP000000138;DP;0;MZ;-25.7096;35.6808;1;1;7.4476;7.4860;5.9580;MZN;02-11-2025;02-11-2026;02-12-2025;6
84934924014;BCO09DEP000000139;DO;0;MZ;-20.4955;35.7015;3;4;0.5525;1.2285;0.4420;MZN;02-12-2025;;01-01-2026;2
99090211436;BCO09DEP000000140;DO;0;MZ;-17.4285;37.5709;1;5;1.8948;2.5622;1.5158;MZN;14-03-2025;;13-04-2025;3
47637417547;BCO09DEP000000141;DP;0;MZ;-10.0789;34.3803;1;5;11.1367;11.9511;8.9094;MZN;17-08-2025;13-02-2026;16-09-2025;5
48822026067;BCO09DEP000000142;DP;0;MZ;-18.4984;36.5830;2;1;3.9937;4.0481;3.1950;MZN;19-11-2025;17-02-2026;19-12-2025;3
09293234697;BCO09DEP000000143;DP;1;MZ;-16.0579;39.7844;1;4;8.6719;9.3633;6.9375;MZN;22-04-2025;22-05-2025;22-05-2025;3
28651548880;BCO09DEP000000144;DO;1;MZ;-20.1270;34.4385;2;5;1.8317;2.1291;1.4654;MZN;22-01-2025;;21-02-2025;9
03485060422;BCO09DEP000000145;DO;0;MZ;-15.4950;36.1220;2;1;0.5462;0.9416;0.4370;MZN;12-05-2025;;11-06-2025;5
02494944066;BCO09DEP000000146;DP;1;MZ;-15.0193;39.9803;1;5;1.5569;1.5576;1.2455;MZN;16-11-2025;16-11-2027;16-12-2025;9
77540708763;BCO09DEP000000147;DO;1;MZ;-21.8160;37.9214;1;1;1.4281;1.9111;1.1425;MZN;20-11-2025;;20-12-2025;3
21499586018;BCO09DEP000000148;DO;0;MZ;-10.8883;33.7647;2;5;0.8652;1.8275;0.6922;MZN;02-08-2025;;01-09-2025;1
85924552881;BCO09DEP000000149;DP;0;MZ;-18.7801;39.2104;1;7;6.3236;6.6650;5.0588;USD;25-01-2025;25-01-2027;24-02-2025;5
76594736913;BCO09DEP000000150;DO;0;MZ;-23.9211;39.5165;2;1;1.8482;1.9925;1.4786;MZN;04-09-2025;;04-10-2025;9
08958106477;BCO09DEP000000151;DO;1;MZ;-11.9875;31.8513;1;7;0.3356;1.1484;0.2684;MZN;06-08-2025;;05-09-2025;1
46469178370;BCO09DEP000000152;DP;0;MZ;-11.9586;37.3491;1;5;1.2988;1.8078;1.0390;USD;27-09-2025;26-03-2026;27-10-2025;9
01416588416;BCO09DEP000000153;DO;0;MZ;-23.1284;34.3414;1;1;0.3237;0.5887;0.2590;USD;21-02-2025;;23-03-2025;1
44075942130;BCO09DEP000000154;DO;0;MZ;-25.6736;30.9559;1;6;0.8715;1.3865;0.6972;MZN;19-05-2025;;18-06-2025;4
62648617056;BCO09DEP000000155;DP;1;MZ;-25.4528;39.7944;1;3;9.0784;9.4749;7.2628;MZN;26-12-2025;24-06-2026;25-01-2026;4
48733605713;BCO09DEP000000156;DO;1;MZ;-13.7748;32.7569;1;2;1.3135;1.8443;1.0508;MZN;11-01-2025;;10-02-2025;9
41238926320;BCO09DEP000000157;DO;1;MZ;-22.5579;33.6015;1;7;1.2265;1.9801;0.9812;MZN;07-10-2025;;06-11-2025;2
42586264584;BCO09DEP000000158;DF;0;MZ;-22.3071;37.5586;1;6;10.5772;11.0526;8.4617;MZN;25-01-2025;;24-02-2025;6
80362759057;BCO09DEP000000159;DO;1;MZ;-15.0465;32.8502;3;6;0.4971;1.0048;0.3977;MZN;20-03-2025;;19-04-2025;5
67359523996;BCO09DEP000000160;DO;0;MZ;-16.4676;35.1158;1;7;0.6145;1.4132;0.4916;MZN;25-01-2025;;24-02-2025;1
93507477673;BCO09DEP000000161;DP;1;MZ;-20.5515;34.0085;2;1;2.5077;2.9816;2.0062;MZN;31-07-2025;27-01-2026;30-08-2025;1
33496784709;BCO09DEP000000162;DP;0;MZ;-19.5408;32.9719;2;5;10.6014;10.6078;8.4811;MZN;24-06-2025;24-07-2025;24-07-2025;1
03722688205;BCO09DEP000000163;DO;1;MZ;-24.7329;30.7276;2;2;1.0039;1.9303;0.8031;MZN;11-05-2025;;10-06-2025;9
06015007222;BCO09DEP000000164;DO;0;MZ;-22.8937;31.3652;1;1;1.4854;2.3016;1.1883;MZN;18-06-2025;;18-07-2025;4
53622873267;BCO09DEP000000165;DO;0;MZ;-13.8078;34.3837;3;4;0.9444;1.9230;0.7555;MZN;03-04-2025;;03-05-2025;9
04789885073;BCO09DEP000000166;DP;0;MZ;-11.0301;35.1945;2;2;6.3992;6.5977;5.1194;MZN;11-11-2025;09-02-2026;11-12-2025;5
36208835420;BCO09DEP000000167;DO;1;MZ;-23.7209;30.9325;2;6;0.1559;0.5201;0.1247;MZN;04-04-2025;;04-05-2025;1
60696479642;BCO09DEP000000168;DP;0;MZ;-13.7309;30.3242;1;5;4.1276;4.1462;3.3021;USD;14-01-2025;13-02-2025;13-02-2025;2
96271649489;BCO09DEP000000169;DS;0;MZ;-18.9516;34.6398;3;3;8.5546;8.7544;6.8437;MZN;19-12-2025;;18-01-2026;2
03080455489;BCO09DEP000000170;DO;1;MZ;-16.8732;30.0107;1;4;0.7588;1.4383;0.6071;MZN;10-06-2025;;10-07-2025;5
24909206975;BCO09DEP000000171;DO;1;MZ;-16.2022;34.1568;1;1;0.7101;1.6847;0.5681;MZN;07-01-2025;;06-02-2025;5
09598970577;BCO09DEP000000172;DO;0;MZ;-12.8174;38.1339;2;4;0.3349;1.1277;0.2679;MZN;14-06-2025;;14-07-2025;3
89068594499;BCO09DEP000000173;DP;0;MZ;-16.7496;36.6057;2;3;4.2783;4.6915;3.4226;MZN;11-03-2025;09-06-2025;10-04-2025;1
40913771854;BCO09DEP000000174;DO;0;MZ;-19.1640;39.4742;3;4;1.4706;2.3386;1.1764;MZN;19-12-2025;;18-01-2026;5
85327308830;BCO09DEP000000175;DO;0;MZ;-24.6360;34.9910;2;1;1.0097;1.0862;0.8078;MZN;30-06-2025;;30-07-2025;9
